"BehaviorSpace results (NetLogo 6.2.0)"
"cluster-geo.nlogo"
"baseline-run"
"06/30/2021 11:35:15:521 -0300"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","no-gui?","initial-density-ratio","Locality","InitialGeography","debug-setup","debug?","[step]","geral-house-price-mean"
"7","true","70","2","Gradient","none","false","965","1149.6975954519519"
"7","true","70","2","Gradient","none","false","966","1161.1752123761673"
"7","true","70","2","Gradient","none","false","967","1172.7676054696294"
"7","true","70","2","Gradient","none","false","968","1184.4759224940226"
"7","true","70","2","Gradient","none","false","969","1196.301322688658"
"7","true","70","2","Gradient","none","false","970","1208.24497688524"
"7","true","70","2","Gradient","none","false","971","1220.3080676237912"
"7","true","70","2","Gradient","none","false","972","1232.491789269727"
"7","true","70","2","Gradient","none","false","973","1244.7973481321214"
"7","true","70","2","Gradient","none","false","974","1257.2259625831393"
"7","true","70","2","Gradient","none","false","975","1269.7788631786668"
"7","true","70","2","Gradient","none","false","976","1282.4572927801516"
"3","true","70","2","Random","none","false","283","5183.5707770087365"
"4","true","70","2","Random","none","false","780","53506.50306402419"
"7","true","70","2","Gradient","none","false","977","1295.2625066776498"
"1","true","70","2","Random","none","false","697","143135.35631557787"
"7","true","70","2","Gradient","none","false","978","1308.1957727141228"
"7","true","70","2","Gradient","none","false","979","1321.2583714109587"
"7","true","70","2","Gradient","none","false","980","1334.451596094765"
"7","true","70","2","Gradient","none","false","981","1347.7767530254098"
"7","true","70","2","Gradient","none","false","982","1361.235161525361"
"7","true","70","2","Gradient","none","false","983","1374.828154110312"
"7","true","70","2","Gradient","none","false","984","1388.5570766211144"
"7","true","70","2","Gradient","none","false","985","1402.4232883570205"
"7","true","70","2","Gradient","none","false","986","1416.4281622102894"
"7","true","70","2","Gradient","none","false","987","1430.5730848020896"
"7","true","70","2","Gradient","none","false","988","1444.8594566198046"
"7","true","70","2","Gradient","none","false","989","1459.2886921557001"
"7","true","70","2","Gradient","none","false","990","1473.8622200469542"
"7","true","70","2","Gradient","none","false","991","1488.5814832171225"
"7","true","70","2","Gradient","none","false","992","1503.4479390189886"
"7","true","70","2","Gradient","none","false","993","1518.4630593788752"
"7","true","70","2","Gradient","none","false","994","1533.6283309423638"
"7","true","70","2","Gradient","none","false","995","1548.945255221482"
"7","true","70","2","Gradient","none","false","996","1564.4153487433957"
"7","true","70","2","Gradient","none","false","997","1580.0401432005253"
"7","true","70","2","Gradient","none","false","998","1595.8211856022297"
"1","true","70","2","Random","none","false","698","144519.13326327622"
"7","true","70","2","Gradient","none","false","999","1611.7600384279458"
"7","true","70","2","Gradient","none","false","1000","1627.8582797819224"
"4","true","70","2","Random","none","false","781","54119.33364762889"
"1","true","70","2","Random","none","false","699","145948.9615060339"
"5","true","70","2","Random","none","false","141","4659.1421666722645"
"1","true","70","2","Random","none","false","700","147337.49723528023"
"4","true","70","2","Random","none","false","782","54485.54358324227"
"1","true","70","2","Random","none","false","701","148697.69228983854"
"1","true","70","2","Random","none","false","702","150123.36295547124"
"1","true","70","2","Random","none","false","703","151513.28114123773"
"4","true","70","2","Random","none","false","783","55083.391179739505"
"1","true","70","2","Random","none","false","704","153033.90226579504"
"3","true","70","2","Random","none","false","284","5188.868766111548"
"4","true","70","2","Random","none","false","784","55633.666653288274"
"1","true","70","2","Random","none","false","705","154562.64310799117"
"1","true","70","2","Random","none","false","706","155997.6153347312"
"4","true","70","2","Random","none","false","785","56034.783770640934"
"1","true","70","2","Random","none","false","707","157503.15875599277"
"1","true","70","2","Random","none","false","708","159069.5317922817"
"5","true","70","2","Random","none","false","142","4659.3006843098465"
"4","true","70","2","Random","none","false","786","56568.89473511687"
"1","true","70","2","Random","none","false","709","160554.9247911645"
"2","true","70","2","Random","none","false","110","4755.460512524042"
"3","true","70","2","Random","none","false","285","5195.973463052481"
"4","true","70","2","Random","none","false","787","57058.37733802332"
"1","true","70","2","Random","none","false","710","162133.5526592537"
"1","true","70","2","Random","none","false","711","163752.4411566179"
"1","true","70","2","Random","none","false","712","165306.55187922693"
"4","true","70","2","Random","none","false","788","57654.67106187355"
"1","true","70","2","Random","none","false","713","166771.78973296072"
"4","true","70","2","Random","none","false","789","58094.86759343241"
"1","true","70","2","Random","none","false","714","168493.60290294336"
"3","true","70","2","Random","none","false","286","5201.882909739133"
"1","true","70","2","Random","none","false","715","170165.89420882374"
"4","true","70","2","Random","none","false","790","58702.30546983099"
"1","true","70","2","Random","none","false","716","171855.6594508006"
"1","true","70","2","Random","none","false","717","173550.23799169855"
"4","true","70","2","Random","none","false","791","59232.43117620747"
"1","true","70","2","Random","none","false","718","175223.08291423382"
"1","true","70","2","Random","none","false","719","176949.84063437214"
"5","true","70","2","Random","none","false","143","4659.46947549332"
"4","true","70","2","Random","none","false","792","59841.706265640074"
"3","true","70","2","Random","none","false","287","5209.13598770195"
"1","true","70","2","Random","none","false","720","178722.18369840877"
"1","true","70","2","Random","none","false","721","180498.03688863694"
"4","true","70","2","Random","none","false","793","60450.73860939672"
"1","true","70","2","Random","none","false","722","182327.16151172816"
"2","true","70","2","Random","none","false","111","4755.6524216507405"
"1","true","70","2","Random","none","false","723","184006.6650879258"
"4","true","70","2","Random","none","false","794","60891.47693894618"
"1","true","70","2","Random","none","false","724","185855.74144527543"
"1","true","70","2","Random","none","false","725","187639.08239359272"
"3","true","70","2","Random","none","false","288","5215.957418149295"
"4","true","70","2","Random","none","false","795","61569.327355978494"
"1","true","70","2","Random","none","false","726","189407.10623708682"
"1","true","70","2","Random","none","false","727","191297.229383598"
"4","true","70","2","Random","none","false","796","62047.97349214679"
"1","true","70","2","Random","none","false","728","193236.57004351026"
"4","true","70","2","Random","none","false","797","62653.08796908064"
"5","true","70","2","Random","none","false","144","4659.6047930213745"
"1","true","70","2","Random","none","false","729","195125.14519735082"
"3","true","70","2","Random","none","false","289","5222.496291540492"
"4","true","70","2","Random","none","false","798","63206.33486626623"
"4","true","70","2","Random","none","false","799","63834.36543335347"
"1","true","70","2","Random","none","false","730","196887.48673554824"
"3","true","70","2","Random","none","false","290","5229.628330625898"
"1","true","70","2","Random","none","false","731","198795.3646861101"
"4","true","70","2","Random","none","false","800","64478.24421723755"
"2","true","70","2","Random","none","false","112","4755.848557205612"
"3","true","70","2","Random","none","false","291","5235.559595179567"
"4","true","70","2","Random","none","false","801","65022.62173009043"
"1","true","70","2","Random","none","false","732","200808.57446660922"
"3","true","70","2","Random","none","false","292","5242.6025536996485"
"1","true","70","2","Random","none","false","733","202649.30194505368"
"5","true","70","2","Random","none","false","145","4659.7476389495405"
"4","true","70","2","Random","none","false","802","65573.10562857098"
"1","true","70","2","Random","none","false","734","204765.14874876084"
"4","true","70","2","Random","none","false","803","66175.40068115837"
"3","true","70","2","Random","none","false","293","5250.404476359619"
"1","true","70","2","Random","none","false","735","206730.6310666167"
"4","true","70","2","Random","none","false","804","66765.51565353862"
"3","true","70","2","Random","none","false","294","5257.728687739005"
"1","true","70","2","Random","none","false","736","208754.9587379013"
"4","true","70","2","Random","none","false","805","67528.18711814295"
"3","true","70","2","Random","none","false","295","5263.829471137864"
"4","true","70","2","Random","none","false","806","68046.3128444634"
"4","true","70","2","Random","none","false","807","68768.56641526941"
"1","true","70","2","Random","none","false","737","210750.62187136078"
"4","true","70","2","Random","none","false","808","69340.58568799429"
"2","true","70","2","Random","none","false","113","4756.045490725641"
"5","true","70","2","Random","none","false","146","4659.906406715197"
"3","true","70","2","Random","none","false","296","5272.195416567192"
"1","true","70","2","Random","none","false","738","212733.69242755437"
"1","true","70","2","Random","none","false","739","214763.9169541134"
"4","true","70","2","Random","none","false","809","69936.13299460983"
"3","true","70","2","Random","none","false","297","5278.226467351458"
"1","true","70","2","Random","none","false","740","216942.9206137443"
"4","true","70","2","Random","none","false","810","70555.33082405565"
"3","true","70","2","Random","none","false","298","5285.661440627345"
"1","true","70","2","Random","none","false","741","219019.31982016462"
"4","true","70","2","Random","none","false","811","71248.7365286353"
"3","true","70","2","Random","none","false","299","5293.51167822059"
"1","true","70","2","Random","none","false","742","221158.78950636156"
"5","true","70","2","Random","none","false","147","4660.0845551249595"
"4","true","70","2","Random","none","false","812","71890.24738476568"
"1","true","70","2","Random","none","false","743","223481.97793513784"
"4","true","70","2","Random","none","false","813","72512.71422052244"
"1","true","70","2","Random","none","false","744","225678.059182071"
"4","true","70","2","Random","none","false","814","73283.41064650823"
"1","true","70","2","Random","none","false","745","227720.9478705438"
"3","true","70","2","Random","none","false","300","5301.7427020630985"
"4","true","70","2","Random","none","false","815","73969.84898051822"
"2","true","70","2","Random","none","false","114","4756.226677771288"
"1","true","70","2","Random","none","false","746","230001.4553757998"
"4","true","70","2","Random","none","false","816","74751.77791515613"
"1","true","70","2","Random","none","false","747","232211.03354634382"
"4","true","70","2","Random","none","false","817","75301.11628513245"
"3","true","70","2","Random","none","false","301","5308.59941174292"
"5","true","70","2","Random","none","false","148","4660.235371294529"
"1","true","70","2","Random","none","false","748","234523.0527632583"
"4","true","70","2","Random","none","false","818","76047.42505594392"
"4","true","70","2","Random","none","false","819","76938.91061227808"
"1","true","70","2","Random","none","false","749","236897.34722476004"
"4","true","70","2","Random","none","false","820","77464.19640431755"
"1","true","70","2","Random","none","false","750","239124.83147384034"
"3","true","70","2","Random","none","false","302","5316.937511850926"
"4","true","70","2","Random","none","false","821","78296.55442357276"
"1","true","70","2","Random","none","false","751","241592.8094112504"
"2","true","70","2","Random","none","false","115","4756.434831891509"
"1","true","70","2","Random","none","false","752","243920.12912224533"
"4","true","70","2","Random","none","false","822","78930.89940033435"
"3","true","70","2","Random","none","false","303","5324.0268919880245"
"5","true","70","2","Random","none","false","149","4660.386017126906"
"4","true","70","2","Random","none","false","823","79700.55954158404"
"1","true","70","2","Random","none","false","753","246285.6835175635"
"4","true","70","2","Random","none","false","824","80448.72684518188"
"3","true","70","2","Random","none","false","304","5331.359582816798"
"1","true","70","2","Random","none","false","754","248850.5626131893"
"4","true","70","2","Random","none","false","825","81334.13852873258"
"3","true","70","2","Random","none","false","305","5339.461885746635"
"4","true","70","2","Random","none","false","826","81935.12147728322"
"1","true","70","2","Random","none","false","755","251366.40875600473"
"3","true","70","2","Random","none","false","306","5347.514711041153"
"5","true","70","2","Random","none","false","150","4660.536739641763"
"4","true","70","2","Random","none","false","827","82874.73558091313"
"1","true","70","2","Random","none","false","756","253753.4165968848"
"1","true","70","2","Random","none","false","757","256302.7384010123"
"4","true","70","2","Random","none","false","828","83583.9934392801"
"1","true","70","2","Random","none","false","758","258695.3893111494"
"2","true","70","2","Random","none","false","116","4756.657436665364"
"3","true","70","2","Random","none","false","307","5355.696944979111"
"1","true","70","2","Random","none","false","759","261282.18029900835"
"1","true","70","2","Random","none","false","760","263744.705621696"
"4","true","70","2","Random","none","false","829","84472.10981524219"
"1","true","70","2","Random","none","false","761","266286.54572255514"
"4","true","70","2","Random","none","false","830","85285.59670076483"
"1","true","70","2","Random","none","false","762","269053.8928335874"
"1","true","70","2","Random","none","false","763","271728.14559922175"
"4","true","70","2","Random","none","false","831","86096.08668144574"
"5","true","70","2","Random","none","false","151","4660.692602881787"
"3","true","70","2","Random","none","false","308","5363.8658879618415"
"1","true","70","2","Random","none","false","764","274297.106619249"
"1","true","70","2","Random","none","false","765","277058.9383654662"
"2","true","70","2","Random","none","false","117","4756.888799251922"
"1","true","70","2","Random","none","false","766","279793.5522565291"
"4","true","70","2","Random","none","false","832","86930.36261607327"
"1","true","70","2","Random","none","false","767","282487.75389518635"
"4","true","70","2","Random","none","false","833","87812.2552440975"
"1","true","70","2","Random","none","false","768","285360.3026400342"
"1","true","70","2","Random","none","false","769","288091.72314292437"
"3","true","70","2","Random","none","false","309","5372.876697908883"
"1","true","70","2","Random","none","false","770","290995.2443270509"
"4","true","70","2","Random","none","false","834","88601.28102100531"
"1","true","70","2","Random","none","false","771","293853.6140603881"
"4","true","70","2","Random","none","false","835","89293.19121991358"
"1","true","70","2","Random","none","false","772","296721.6293043024"
"2","true","70","2","Random","none","false","118","4757.058819625562"
"4","true","70","2","Random","none","false","836","90095.95518841501"
"1","true","70","2","Random","none","false","773","299455.91419404297"
"1","true","70","2","Random","none","false","774","302315.9497597921"
"5","true","70","2","Random","none","false","152","4660.863660708017"
"1","true","70","2","Random","none","false","775","305118.69870329427"
"3","true","70","2","Random","none","false","310","5380.681481435026"
"4","true","70","2","Random","none","false","837","91098.72933509701"
"1","true","70","2","Random","none","false","776","308050.81672538014"
"4","true","70","2","Random","none","false","838","91797.00289552436"
"1","true","70","2","Random","none","false","777","311201.33257906156"
"1","true","70","2","Random","none","false","778","314375.26584533346"
"1","true","70","2","Random","none","false","779","317419.10699921864"
"2","true","70","2","Random","none","false","119","4757.275475257621"
"4","true","70","2","Random","none","false","839","92683.57505864538"
"1","true","70","2","Random","none","false","780","320621.2389877722"
"3","true","70","2","Random","none","false","311","5389.1914699823465"
"1","true","70","2","Random","none","false","781","323804.498353025"
"4","true","70","2","Random","none","false","840","93480.58533065868"
"1","true","70","2","Random","none","false","782","327167.16973480285"
"4","true","70","2","Random","none","false","841","94401.52375641704"
"1","true","70","2","Random","none","false","783","330374.11560783203"
"4","true","70","2","Random","none","false","842","95296.33950754136"
"3","true","70","2","Random","none","false","312","5397.291664446365"
"1","true","70","2","Random","none","false","784","333543.6967218402"
"1","true","70","2","Random","none","false","785","336842.62298930465"
"1","true","70","2","Random","none","false","786","340243.45699288684"
"4","true","70","2","Random","none","false","843","96448.1331175533"
"3","true","70","2","Random","none","false","313","5405.470497235347"
"5","true","70","2","Random","none","false","153","4661.073520132058"
"1","true","70","2","Random","none","false","787","343593.3267457034"
"1","true","70","2","Random","none","false","788","347149.8120508868"
"3","true","70","2","Random","none","false","314","5414.606347326774"
"4","true","70","2","Random","none","false","844","97436.02407174646"
"1","true","70","2","Random","none","false","789","350491.7976744619"
"4","true","70","2","Random","none","false","845","98385.67101856065"
"1","true","70","2","Random","none","false","790","354016.689714825"
"2","true","70","2","Random","none","false","120","4757.515977613229"
"1","true","70","2","Random","none","false","791","357485.8360887003"
"3","true","70","2","Random","none","false","315","5422.908843242826"
"4","true","70","2","Random","none","false","846","99274.79250656035"
"1","true","70","2","Random","none","false","792","360835.5018355368"
"3","true","70","2","Random","none","false","316","5431.596834737566"
"4","true","70","2","Random","none","false","847","100262.0900951555"
"5","true","70","2","Random","none","false","154","4661.245353266458"
"1","true","70","2","Random","none","false","793","364479.41221881344"
"8","true","70","2","Gradient","none","false","0","1.0082451253481894"
"4","true","70","2","Random","none","false","848","100905.33671819442"
"3","true","70","2","Random","none","false","317","5441.075498819056"
"8","true","70","2","Gradient","none","false","1","0.9886365039398566"
"4","true","70","2","Random","none","false","849","101867.58308603402"
"1","true","70","2","Random","none","false","794","368152.79687720194"
"4","true","70","2","Random","none","false","850","103090.99752923017"
"4","true","70","2","Random","none","false","851","103811.4409905517"
"3","true","70","2","Random","none","false","318","5450.648672788927"
"8","true","70","2","Gradient","none","false","2","0.9818123197479677"
"1","true","70","2","Random","none","false","795","371964.3010983045"
"4","true","70","2","Random","none","false","852","105077.26549388596"
"4","true","70","2","Random","none","false","853","106153.84435429896"
"1","true","70","2","Random","none","false","796","375328.69076251483"
"3","true","70","2","Random","none","false","319","5459.803987638237"
"1","true","70","2","Random","none","false","797","378976.62920353655"
"4","true","70","2","Random","none","false","854","107064.18548674016"
"8","true","70","2","Gradient","none","false","3","0.979790898074501"
"1","true","70","2","Random","none","false","798","382688.4918864284"
"2","true","70","2","Random","none","false","121","4757.68493744051"
"8","true","70","2","Gradient","none","false","4","0.979162890787259"
"3","true","70","2","Random","none","false","320","5467.621238325152"
"1","true","70","2","Random","none","false","799","386347.8083110247"
"4","true","70","2","Random","none","false","855","107843.70898401186"
"1","true","70","2","Random","none","false","800","390191.6290231622"
"4","true","70","2","Random","none","false","856","109106.49163896152"
"5","true","70","2","Random","none","false","155","4661.408922605122"
"8","true","70","2","Gradient","none","false","5","0.9789900356232879"
"1","true","70","2","Random","none","false","801","393933.44666633365"
"3","true","70","2","Random","none","false","321","5476.733204803711"
"1","true","70","2","Random","none","false","802","397737.44004417193"
"1","true","70","2","Random","none","false","803","401696.3086264156"
"4","true","70","2","Random","none","false","857","110195.81502003617"
"8","true","70","2","Gradient","none","false","6","0.9789693901652624"
"3","true","70","2","Random","none","false","322","5486.608439832223"
"1","true","70","2","Random","none","false","804","405655.11665669415"
"4","true","70","2","Random","none","false","858","111126.07619719494"
"8","true","70","2","Gradient","none","false","7","0.9789948329486605"
"1","true","70","2","Random","none","false","805","409737.30440775474"
"3","true","70","2","Random","none","false","323","5496.929231000088"
"8","true","70","2","Gradient","none","false","8","0.9790363004414239"
"4","true","70","2","Random","none","false","859","112298.26410277204"
"2","true","70","2","Random","none","false","122","4757.94338686179"
"5","true","70","2","Random","none","false","156","4661.583663122104"
"4","true","70","2","Random","none","false","860","113223.66854081574"
"8","true","70","2","Gradient","none","false","9","0.9790821512115819"
"1","true","70","2","Random","none","false","806","413752.53629627527"
"4","true","70","2","Random","none","false","861","114450.73019047866"
"8","true","70","2","Gradient","none","false","10","0.9791344938260585"
"1","true","70","2","Random","none","false","807","417609.83850034635"
"1","true","70","2","Random","none","false","808","421774.47374427615"
"3","true","70","2","Random","none","false","324","5506.206301194815"
"8","true","70","2","Gradient","none","false","11","0.9791746191950601"
"4","true","70","2","Random","none","false","862","115641.44391296957"
"5","true","70","2","Random","none","false","157","4661.754431410143"
"4","true","70","2","Random","none","false","863","116593.19766434359"
"8","true","70","2","Gradient","none","false","12","0.9792274203562522"
"2","true","70","2","Random","none","false","123","4758.180851252241"
"1","true","70","2","Random","none","false","809","426344.945627397"
"4","true","70","2","Random","none","false","864","117711.28935438917"
"3","true","70","2","Random","none","false","325","5515.836375898881"
"1","true","70","2","Random","none","false","810","430183.3847161526"
"8","true","70","2","Gradient","none","false","13","0.9792814716917128"
"4","true","70","2","Random","none","false","865","118845.28822081516"
"5","true","70","2","Random","none","false","158","4661.959881760946"
"8","true","70","2","Gradient","none","false","14","0.9793287284668751"
"1","true","70","2","Random","none","false","811","434409.19306554314"
"4","true","70","2","Random","none","false","866","119829.2960737127"
"8","true","70","2","Gradient","none","false","15","0.9793750519537897"
"1","true","70","2","Random","none","false","812","438831.824357259"
"2","true","70","2","Random","none","false","124","4758.391264012676"
"4","true","70","2","Random","none","false","867","121007.10789968757"
"3","true","70","2","Random","none","false","326","5524.644175600223"
"1","true","70","2","Random","none","false","813","443420.45836478146"
"8","true","70","2","Gradient","none","false","16","0.9794249165523277"
"4","true","70","2","Random","none","false","868","122449.30812179075"
"5","true","70","2","Random","none","false","159","4662.103095139063"
"8","true","70","2","Gradient","none","false","17","0.9794746873434483"
"4","true","70","2","Random","none","false","869","123535.86721228398"
"1","true","70","2","Random","none","false","814","447687.77521003434"
"1","true","70","2","Random","none","false","815","452017.4889735984"
"4","true","70","2","Random","none","false","870","124470.21578105712"
"8","true","70","2","Gradient","none","false","18","0.979526584034965"
"3","true","70","2","Random","none","false","327","5536.056608457287"
"1","true","70","2","Random","none","false","816","456569.8844874915"
"5","true","70","2","Random","none","false","160","4662.292439565704"
"2","true","70","2","Random","none","false","125","4758.591880714497"
"8","true","70","2","Gradient","none","false","19","0.9795832206455649"
"4","true","70","2","Random","none","false","871","125656.83866887995"
"8","true","70","2","Gradient","none","false","20","0.9796357693147253"
"4","true","70","2","Random","none","false","872","126810.36115297426"
"1","true","70","2","Random","none","false","817","460991.92526355473"
"1","true","70","2","Random","none","false","818","465433.8044487941"
"3","true","70","2","Random","none","false","328","5545.434737122256"
"8","true","70","2","Gradient","none","false","21","0.9796826085262439"
"1","true","70","2","Random","none","false","819","469917.4558937613"
"4","true","70","2","Random","none","false","873","128444.05864099361"
"8","true","70","2","Gradient","none","false","22","0.9797469840937061"
"5","true","70","2","Random","none","false","161","4662.481281860104"
"1","true","70","2","Random","none","false","820","474362.9274630011"
"4","true","70","2","Random","none","false","874","129407.74268487167"
"2","true","70","2","Random","none","false","126","4758.811616021107"
"8","true","70","2","Gradient","none","false","23","0.9798013151836161"
"1","true","70","2","Random","none","false","821","478911.66414158605"
"4","true","70","2","Random","none","false","875","130891.15722981706"
"1","true","70","2","Random","none","false","822","483814.6173094862"
"8","true","70","2","Gradient","none","false","24","0.9798454998902157"
"4","true","70","2","Random","none","false","876","132178.28649446624"
"3","true","70","2","Random","none","false","329","5555.324749109507"
"5","true","70","2","Random","none","false","162","4662.652947700494"
"1","true","70","2","Random","none","false","823","488756.49807055737"
"8","true","70","2","Gradient","none","false","25","0.9799066800482273"
"4","true","70","2","Random","none","false","877","133119.56161510668"
"8","true","70","2","Gradient","none","false","26","0.9799666470819034"
"1","true","70","2","Random","none","false","824","493671.19288152433"
"2","true","70","2","Random","none","false","127","4758.996682800728"
"4","true","70","2","Random","none","false","878","134362.40629308665"
"1","true","70","2","Random","none","false","825","498430.40148954774"
"8","true","70","2","Gradient","none","false","27","0.9800203217957457"
"3","true","70","2","Random","none","false","330","5564.561504026002"
"4","true","70","2","Random","none","false","879","136115.10862649578"
"5","true","70","2","Random","none","false","163","4662.836302521423"
"1","true","70","2","Random","none","false","826","503528.1359504177"
"8","true","70","2","Gradient","none","false","28","0.9800769915948045"
"4","true","70","2","Random","none","false","880","137180.30771575947"
"8","true","70","2","Gradient","none","false","29","0.9801267545907284"
"1","true","70","2","Random","none","false","827","508112.2809517232"
"2","true","70","2","Random","none","false","128","4759.206300519815"
"4","true","70","2","Random","none","false","881","138299.22511562405"
"5","true","70","2","Random","none","false","164","4663.013536847798"
"1","true","70","2","Random","none","false","828","513573.09696076735"
"3","true","70","2","Random","none","false","331","5576.679224595347"
"4","true","70","2","Random","none","false","882","139738.20663377282"
"8","true","70","2","Gradient","none","false","30","0.9801967988343767"
"1","true","70","2","Random","none","false","829","519210.1457085036"
"8","true","70","2","Gradient","none","false","31","0.9802480630979703"
"4","true","70","2","Random","none","false","883","140968.8607937148"
"1","true","70","2","Random","none","false","830","524457.3624822902"
"8","true","70","2","Gradient","none","false","32","0.9803133987600734"
"4","true","70","2","Random","none","false","884","142746.7712450974"
"5","true","70","2","Random","none","false","165","4663.210727885314"
"2","true","70","2","Random","none","false","129","4759.453201001833"
"1","true","70","2","Random","none","false","831","529715.8211994839"
"8","true","70","2","Gradient","none","false","33","0.9803634060936245"
"3","true","70","2","Random","none","false","332","5586.567572198988"
"4","true","70","2","Random","none","false","885","143914.75686916933"
"8","true","70","2","Gradient","none","false","34","0.9804269693406724"
"1","true","70","2","Random","none","false","832","534897.7399596869"
"3","true","70","2","Random","none","false","333","5597.1044377909575"
"1","true","70","2","Random","none","false","833","540504.5295811442"
"8","true","70","2","Gradient","none","false","35","0.9804866479225057"
"4","true","70","2","Random","none","false","886","145102.59341842984"
"5","true","70","2","Random","none","false","166","4663.419976852672"
"1","true","70","2","Random","none","false","834","545741.8626736843"
"8","true","70","2","Gradient","none","false","36","0.9805524060655056"
"1","true","70","2","Random","none","false","835","551059.0572909261"
"8","true","70","2","Gradient","none","false","37","0.9806129729991985"
"4","true","70","2","Random","none","false","887","146955.82707096226"
"1","true","70","2","Random","none","false","836","556181.4390887949"
"8","true","70","2","Gradient","none","false","38","0.9806706857840923"
"4","true","70","2","Random","none","false","888","148403.62783123073"
"1","true","70","2","Random","none","false","837","561829.8013655699"
"2","true","70","2","Random","none","false","130","4759.675707850996"
"1","true","70","2","Random","none","false","838","567235.3149302542"
"4","true","70","2","Random","none","false","889","149833.87289997484"
"3","true","70","2","Random","none","false","334","5606.503676122003"
"1","true","70","2","Random","none","false","839","573027.5094544479"
"8","true","70","2","Gradient","none","false","39","0.9807469426694466"
"1","true","70","2","Random","none","false","840","579202.006788365"
"8","true","70","2","Gradient","none","false","40","0.9808143480091349"
"5","true","70","2","Random","none","false","167","4663.604178573162"
"4","true","70","2","Random","none","false","890","151189.42554864896"
"1","true","70","2","Random","none","false","841","584698.6944513554"
"1","true","70","2","Random","none","false","842","590414.4480189785"
"4","true","70","2","Random","none","false","891","152323.16978085478"
"8","true","70","2","Gradient","none","false","41","0.9808646296079108"
"1","true","70","2","Random","none","false","843","595924.9195463099"
"3","true","70","2","Random","none","false","335","5617.343467030191"
"4","true","70","2","Random","none","false","892","153978.19693363924"
"1","true","70","2","Random","none","false","844","601880.3737118548"
"1","true","70","2","Random","none","false","845","608058.8956257855"
"5","true","70","2","Random","none","false","168","4663.851774485811"
"8","true","70","2","Gradient","none","false","42","0.9809408758006498"
"1","true","70","2","Random","none","false","846","614387.5567914229"
"8","true","70","2","Gradient","none","false","43","0.9809959837172226"
"1","true","70","2","Random","none","false","847","620360.667089121"
"4","true","70","2","Random","none","false","893","155670.4992420829"
"8","true","70","2","Gradient","none","false","44","0.9810602634514637"
"1","true","70","2","Random","none","false","848","626587.7458307818"
"4","true","70","2","Random","none","false","894","157178.1964883203"
"3","true","70","2","Random","none","false","336","5627.70116973644"
"8","true","70","2","Gradient","none","false","45","0.9811405043265767"
"4","true","70","2","Random","none","false","895","158663.2725961164"
"8","true","70","2","Gradient","none","false","46","0.9812073695813153"
"1","true","70","2","Random","none","false","849","632652.4660608326"
"2","true","70","2","Random","none","false","131","4759.897223843672"
"5","true","70","2","Random","none","false","169","4664.050743567581"
"8","true","70","2","Gradient","none","false","47","0.9812717031343929"
"8","true","70","2","Gradient","none","false","48","0.9813448458798061"
"8","true","70","2","Gradient","none","false","49","0.9814139921016318"
"1","true","70","2","Random","none","false","850","638873.3067683795"
"4","true","70","2","Random","none","false","896","160030.03127183355"
"8","true","70","2","Gradient","none","false","50","0.9814864194123357"
"4","true","70","2","Random","none","false","897","161668.81746607405"
"1","true","70","2","Random","none","false","851","645236.2948545205"
"8","true","70","2","Gradient","none","false","51","0.9815530014213041"
"3","true","70","2","Random","none","false","337","5639.353046599434"
"4","true","70","2","Random","none","false","898","163312.4464175408"
"5","true","70","2","Random","none","false","170","4664.234271379396"
"8","true","70","2","Gradient","none","false","52","0.9816355169918047"
"1","true","70","2","Random","none","false","852","651690.0400369406"
"8","true","70","2","Gradient","none","false","53","0.9817102414333989"
"4","true","70","2","Random","none","false","899","164852.41523951187"
"8","true","70","2","Gradient","none","false","54","0.981784096726969"
"1","true","70","2","Random","none","false","853","658407.6981232811"
"8","true","70","2","Gradient","none","false","55","0.9818484499387201"
"3","true","70","2","Random","none","false","338","5650.829495577983"
"4","true","70","2","Random","none","false","900","166621.18325399287"
"8","true","70","2","Gradient","none","false","56","0.9819279763081461"
"4","true","70","2","Random","none","false","901","168078.33285213745"
"1","true","70","2","Random","none","false","854","664625.7097023873"
"4","true","70","2","Random","none","false","902","169684.13754389566"
"2","true","70","2","Random","none","false","132","4760.118161232852"
"4","true","70","2","Random","none","false","903","171213.02560051432"
"1","true","70","2","Random","none","false","855","671249.1612997454"
"8","true","70","2","Gradient","none","false","57","0.9819930094570366"
"4","true","70","2","Random","none","false","904","173140.0415633051"
"5","true","70","2","Random","none","false","171","4664.436627388847"
"1","true","70","2","Random","none","false","856","678437.9199133114"
"4","true","70","2","Random","none","false","905","175025.1252157483"
"8","true","70","2","Gradient","none","false","58","0.9820776560889153"
"4","true","70","2","Random","none","false","906","176206.79419841655"
"8","true","70","2","Gradient","none","false","59","0.9821529473306655"
"3","true","70","2","Random","none","false","339","5661.213118056557"
"4","true","70","2","Random","none","false","907","178246.5802927065"
"1","true","70","2","Random","none","false","857","685039.8596968253"
"4","true","70","2","Random","none","false","908","179710.07683531477"
"4","true","70","2","Random","none","false","909","181548.55314534646"
"2","true","70","2","Random","none","false","133","4760.426080404612"
"8","true","70","2","Gradient","none","false","60","0.9822432548935969"
"4","true","70","2","Random","none","false","910","183562.0025064289"
