,ISO,Year,S&P,Fitch,DBRS,Analyst,Moody's,OECD,Rating
7,MNG,2009,0.4,0.3,,,,False,0.35
8,MNG,2010,,0.35,,,,False,0.35
9,MNG,2011,0.4,,,,,False,0.4
10,MNG,2012,0.4,,,,,False,0.4
11,MNG,2013,0.4,0.35,,,,False,0.375
12,MNG,2014,0.35,,,,,False,0.35
13,MNG,2015,0.32499999999999996,0.3,,,,False,0.3125
14,MNG,2016,0.25,0.25,,,,False,0.25
15,MNG,2017,,0.25,,,,False,0.25
16,MNG,2018,0.3,0.3,,,,False,0.3
0,MNE,2004,0.45,,,,,False,0.45
1,MNE,2005,0.45,,,,,False,0.45
2,MNE,2007,0.5,,,,,False,0.5
3,MNE,2008,0.5,,,,,False,0.5
4,MNE,2012,0.4,,,,,False,0.4
5,MNE,2013,0.4,,,,,False,0.4
6,MNE,2014,0.35,,,,,False,0.35
7,MNE,2016,0.35,,,,,False,0.35
8,MNE,2017,0.35,,,,,False,0.35
9,MNE,2020,0.35,,,,,False,0.35
10,MNE,2021,0.3,,,,,False,0.3
0,MAR,1998,0.45,,,,,False,0.45
1,MAR,2001,0.45,,,,,False,0.45
2,MAR,2003,0.45,,,,,False,0.45
3,MAR,2004,0.45,,,,,False,0.45
4,MAR,2005,0.5,,,,,False,0.5
5,MAR,2007,0.5,0.55,,,,False,0.525
6,MAR,2008,0.5,,,,,False,0.5
7,MAR,2010,0.55,,,,,False,0.55
8,MAR,2012,0.55,,,,,False,0.55
9,MAR,2014,0.55,,,,,False,0.55
10,MAR,2018,0.55,,,,,False,0.55
11,MAR,2019,0.55,,,,,False,0.55
12,MAR,2020,0.55,0.525,,,,False,0.5375000000000001
13,MAR,2021,0.5,,,,,False,0.5
0,MOZ,2003,,0.3,,,,False,0.3
1,MOZ,2004,0.3,,,,,False,0.3
2,MOZ,2007,0.35,,,,,False,0.35
3,MOZ,2011,,0.3,,,,False,0.3
4,MOZ,2012,,0.3,,,,False,0.3
5,MOZ,2013,0.35,0.35,,,,False,0.35
6,MOZ,2014,0.3,,,,,False,0.3
7,MOZ,2015,0.25,0.3,,,,False,0.275
8,MOZ,2016,0.18333333333333335,0.22499999999999998,,,,False,0.20416666666666666
9,MOZ,2019,0.2,0.15,,,,False,0.175
0,NAM,2005,,0.55,,,,False,0.55
1,NAM,2010,,0.55,,,,False,0.55
2,NAM,2011,,0.55,,,,False,0.55
3,NAM,2016,,0.55,,,,False,0.55
4,NAM,2017,,0.5,,,,False,0.5
5,NAM,2019,,0.475,,,,False,0.475
6,NAM,2020,,0.45,,,,False,0.45
0,NLD,1990,1.0,,,,,True,1.0
1,NLD,1994,,1.0,,,,True,1.0
2,NLD,1998,1.0,,,,,True,1.0
3,NLD,2000,,1.0,,,,True,1.0
4,NLD,2011,1.0,,1.0,,,True,1.0
5,NLD,2012,1.0,,,,,True,1.0
6,NLD,2013,0.95,1.0,,,,True,0.975
7,NLD,2014,,1.0,,,,True,1.0
8,NLD,2015,0.975,,,,,True,0.975
0,NZL,1961,0.6,,,,,True,0.6
1,NZL,1976,1.0,,,,,True,1.0
2,NZL,1983,0.95,,,,,True,0.95
3,NZL,1986,0.9,,,,,True,0.9
4,NZL,1989,0.9,,,,,True,0.9
5,NZL,1991,0.85,,,,,True,0.85
6,NZL,1994,0.9,,,,,True,0.9
7,NZL,1996,0.95,,,,,True,0.95
8,NZL,1998,0.95,,,,,True,0.95
9,NZL,2001,0.95,,,,,True,0.95
10,NZL,2002,,0.9,,,,True,0.9
11,NZL,2003,,0.95,,,,True,0.95
12,NZL,2009,0.95,0.95,,,,True,0.95
13,NZL,2010,0.95,,,,,True,0.95
14,NZL,2011,0.9,0.9,,,,True,0.9
15,NZL,2014,,0.9,,,,True,0.9
16,NZL,2016,,0.9,,,,True,0.9
17,NZL,2019,0.9,,,,,True,0.9
18,NZL,2020,,0.9,,,,True,0.9
19,NZL,2021,0.95,,,,,True,0.95
0,NIC,2015,,0.35,,,,False,0.35
1,NIC,2016,0.35,,,,,False,0.35
2,NIC,2018,0.3,0.275,,,,False,0.2875
3,NIC,2019,0.25,0.25,,,,False,0.25
4,NIC,2020,,0.25,,,,False,0.25
0,NGA,2006,0.4,0.4,,,,False,0.4
1,NGA,2009,0.375,,,,,False,0.375
2,NGA,2010,,0.4,,,,False,0.4
3,NGA,2011,0.35,0.4,,,,False,0.375
4,NGA,2012,0.4,,,,,False,0.4
5,NGA,2014,0.4,,,,,False,0.4
6,NGA,2015,0.375,0.4,,,,False,0.3875
7,NGA,2016,0.32499999999999996,0.35,,,,False,0.33749999999999997
8,NGA,2017,,0.35,,,,False,0.35
9,NGA,2018,,0.35,,,,False,0.35
10,NGA,2019,,0.35,,,,False,0.35
11,NGA,2020,0.275,0.3,,,,False,0.2875
0,NOR,1958,0.6,,,,,True,0.6
1,NOR,1975,1.0,,,,,True,1.0
2,NOR,1989,1.0,,,,,True,1.0
3,NOR,1990,1.0,,,,,True,1.0
4,NOR,1995,,1.0,,,,True,1.0
5,NOR,2000,,1.0,,,,True,1.0
6,NOR,2012,,,1.0,,,True,
0,OMN,1996,0.55,,,,,False,0.55
1,OMN,1999,0.55,,,,,False,0.55
2,OMN,2001,0.6,,,,,False,0.6
3,OMN,2004,0.65,,,,,False,0.65
4,OMN,2006,0.7,,,,,False,0.7
5,OMN,2007,0.75,,,,,False,0.75
6,OMN,2011,0.75,,,,,False,0.75
7,OMN,2012,0.75,,,,,False,0.75
8,OMN,2014,0.75,,,,,False,0.75
9,OMN,2015,0.675,,,,,False,0.675
10,OMN,2016,0.55,,,,,False,0.55
11,OMN,2017,0.475,0.575,,,,False,0.5249999999999999
12,OMN,2018,,0.5,,,,False,0.5
13,OMN,2019,0.45,,,,,False,0.45
14,OMN,2020,0.375,0.42500000000000004,,,,False,0.4
0,PAK,1994,0.35,,,,,False,0.35
1,PAK,1995,0.35,,,,,False,0.35
2,PAK,1998,0.24,,,,,False,0.24
3,PAK,1999,0.25,,,,,False,0.25
4,PAK,2002,0.3,,,,,False,0.3
5,PAK,2003,0.3,,,,,False,0.3
6,PAK,2004,0.35,,,,,False,0.35
7,PAK,2005,0.35,,,,,False,0.35
8,PAK,2007,0.35,,,,,False,0.35
9,PAK,2008,0.21250000000000002,,,,,False,0.21250000000000002
10,PAK,2009,0.25,,,,,False,0.25
11,PAK,2015,0.25,0.3,,,,False,0.275
12,PAK,2016,0.3,,,,,False,0.3
13,PAK,2018,,0.275,,,,False,0.275
14,PAK,2019,0.25,,,,,False,0.25
0,PAN,1958,,,,,0.75,False,0.75
1,PAN,1997,0.5,,,,,False,0.5
2,PAN,1998,,0.5,,,,False,0.5
3,PAN,1999,0.5,,,,,False,0.5
4,PAN,2000,0.5,0.5,,,,False,0.5
5,PAN,2001,0.45,,,,,False,0.45
6,PAN,2002,,0.5,,,,False,0.5
7,PAN,2003,0.45,0.5,,,,False,0.475
8,PAN,2005,0.45,,,,,False,0.45
9,PAN,2007,0.45,,,,,False,0.45
10,PAN,2008,0.5,0.5,,,,False,0.5
11,PAN,2009,0.5,,,,,False,0.5
12,PAN,2010,0.55,0.55,,,,False,0.55
13,PAN,2011,0.55,0.6,,,,False,0.575
14,PAN,2012,0.6,,,,,False,0.6
15,PAN,2018,0.6,,,,,False,0.6
16,PAN,2019,0.65,,,,,False,0.65
17,PAN,2020,0.625,0.6,,,,False,0.6125
18,PAN,2021,,0.55,,,,False,0.55
0,PNG,1999,0.3499999999999999,,,,,False,0.3499999999999999
1,PNG,2000,0.35,,,,,False,0.35
2,PNG,2001,0.32499999999999996,,,,,False,0.32499999999999996
3,PNG,2002,0.3,,,,,False,0.3
4,PNG,2003,0.3,,,,,False,0.3
5,PNG,2004,0.3,,,,,False,0.3
6,PNG,2005,0.3,,,,,False,0.3
7,PNG,2007,0.35,,,,,False,0.35
8,PNG,2012,0.35,,,,,False,0.35
9,PNG,2015,0.35,,,,,False,0.35
10,PNG,2018,0.3,,,,,False,0.3
11,PNG,2020,0.25,,,,,False,0.25
12,PNG,2021,0.25,,,,,False,0.25
0,PRY,1995,0.4,,,,,False,0.4
1,PRY,1998,0.4,,,,,False,0.4
2,PRY,1999,0.32499999999999996,,,,,False,0.32499999999999996
3,PRY,2002,0.25,,,,,False,0.25
4,PRY,2004,0.25,,,,,False,0.25
5,PRY,2006,0.25,,,,,False,0.25
6,PRY,2007,0.3,,,,,False,0.3
7,PRY,2010,0.35,,,,,False,0.35
8,PRY,2011,0.4,,,,,False,0.4
9,PRY,2012,0.4,,,,,False,0.4
10,PRY,2013,,0.4,,,,False,0.4
11,PRY,2014,0.45,0.4,,,,False,0.42500000000000004
12,PRY,2015,0.45,0.45,,,,False,0.45
13,PRY,2016,0.45,,,,,False,0.45
14,PRY,2017,,0.45,,,,False,0.45
15,PRY,2018,,0.5,,,,False,0.5
0,PER,1997,0.45,,,,,False,0.45
1,PER,1999,,0.45,,,,False,0.45
2,PER,2000,0.4375,0.45,,,,False,0.44375
3,PER,2001,,0.4,,,,False,0.4
4,PER,2002,0.4,0.4,,,,False,0.4
5,PER,2003,,0.4,,,,False,0.4
6,PER,2004,0.45,0.42500000000000004,,,,False,0.4375
7,PER,2005,0.45,0.45,,,,False,0.45
8,PER,2006,0.5,0.45,,,,False,0.475
9,PER,2007,0.5,0.5,0.55,,,False,0.5
10,PER,2008,0.55,0.55,,,,False,0.55
11,PER,2010,0.55,0.55,,,,False,0.55
12,PER,2011,0.6,0.6,,,,False,0.6
13,PER,2012,0.6,,0.55,,,False,0.6
14,PER,2013,0.65,0.65,0.6,,,False,0.65
15,PER,2014,,,0.65,,,False,
16,PER,2017,,,0.0,,,False,
17,PER,2020,,0.65,,,,False,0.65
0,PHL,1993,0.4,,,,,False,0.4
1,PHL,1994,0.4,,,,,False,0.4
2,PHL,1995,0.45,,,,,False,0.45
3,PHL,1997,0.5,,,,,False,0.5
4,PHL,1998,0.5,,,,,False,0.5
5,PHL,1999,0.5,0.5,,,,False,0.5
6,PHL,2000,0.5,0.5,,,,False,0.5
7,PHL,2001,,0.5,,,,False,0.5
8,PHL,2002,0.5,0.5,,,,False,0.5
9,PHL,2003,0.45,0.45,,,,False,0.45
10,PHL,2004,,0.45,,,,False,0.45
11,PHL,2005,0.4,0.45,,,,False,0.42500000000000004
12,PHL,2006,0.4,0.45,,,,False,0.42500000000000004
13,PHL,2010,0.45,,,,,False,0.45
14,PHL,2011,0.45,0.5,,,,False,0.475
15,PHL,2012,0.5,,,,,False,0.5
16,PHL,2013,0.55,0.55,,,,False,0.55
17,PHL,2014,0.6,,,,,False,0.6
18,PHL,2015,,0.55,,,,False,0.55
19,PHL,2017,,0.6,,,,False,0.6
20,PHL,2018,0.6,,,,,False,0.6
21,PHL,2019,0.65,,,,,False,0.65
22,PHL,2020,,0.6,,,,False,0.6
0,POL,1995,0.45,0.5,,,,True,0.475
1,POL,1996,0.55,0.55,,,,True,0.55
2,POL,1997,0.55,,,,,True,0.55
3,POL,1998,,0.65,,,,True,0.65
4,POL,1999,0.6,,,,,True,0.6
5,POL,2000,0.65,,,,,True,0.65
6,POL,2001,0.65,,,,,True,0.65
7,POL,2002,,0.65,,,,True,0.65
8,POL,2003,0.65,0.65,,,,True,0.65
9,POL,2004,0.65,0.65,,,,True,0.65
10,POL,2005,0.65,0.65,,,,True,0.65
11,POL,2006,0.65,,,,,True,0.65
12,POL,2007,0.7,0.7,,,,True,0.7
13,POL,2008,0.7,,,,,True,0.7
14,POL,2013,,0.7,,,,True,0.7
15,POL,2015,0.7,,0.75,,,True,0.7
16,POL,2016,0.65,,0.75,,,True,0.65
17,POL,2017,,,0.75,,,True,
18,POL,2018,0.675,,,,,True,0.675
0,PRT,1988,0.75,,,,,True,0.75
1,PRT,1989,0.75,,,,,True,0.75
2,PRT,1991,0.8,,,,,True,0.8
3,PRT,1993,0.85,,,,,True,0.85
4,PRT,1994,,0.85,,,,True,0.85
5,PRT,1997,0.85,,,,,True,0.85
6,PRT,1998,0.9,0.9,,,,True,0.9
7,PRT,2000,,0.9,,,,True,0.9
8,PRT,2004,0.9,,,,,True,0.9
9,PRT,2005,0.85,0.9,,,,True,0.875
10,PRT,2007,,0.9,,,,True,0.9
11,PRT,2009,0.8166666666666668,0.9,,,,True,0.8583333333333334
12,PRT,2010,0.7,0.825,0.7,,,True,0.7625
13,PRT,2011,0.5666666666666668,0.5625,0.625,,,True,0.5645833333333334
14,PRT,2012,0.45,,0.55,,,True,0.45
15,PRT,2013,0.45,,,,,True,0.45
16,PRT,2014,0.45,0.5,0.55,,,True,0.475
17,PRT,2015,0.475,,,,,True,0.475
18,PRT,2016,,0.5,,,,True,0.5
19,PRT,2017,0.55,0.55,,,,True,0.55
20,PRT,2018,0.55,,0.6,,,True,0.55
21,PRT,2019,0.6,0.6,0.625,,,True,0.6
22,PRT,2020,0.6,0.6,,,,True,0.6
0,PRI,2015,0.0,,,,,False,0.0
0,QAT,1996,0.6,,,,,False,0.6
1,QAT,2001,0.65,,,,,False,0.65
2,QAT,2002,0.7,,,,,False,0.7
3,QAT,2003,0.8,,,,,False,0.8
4,QAT,2004,0.8,,,,,False,0.8
5,QAT,2005,0.8,,,,,False,0.8
6,QAT,2007,0.85,,,,,False,0.85
7,QAT,2010,0.9,,,,,False,0.9
8,QAT,2015,,0.9,,,,False,0.9
9,QAT,2017,0.8666666666666667,0.875,,,,False,0.8708333333333333
10,QAT,2018,0.85,0.85,,,,False,0.85
0,COG,2013,0.35,0.35,,,,False,0.35
1,COG,2015,0.3,0.35,,,,False,0.32499999999999996
2,COG,2016,0.25,0.16666666666666666,,,,False,0.20833333333333331
3,COG,2017,0.18333333333333335,,,,,False,0.18333333333333335
4,COG,2018,0.25,,,,,False,0.25
5,COG,2019,,0.15,,,,False,0.15
6,COG,2020,0.225,,,,,False,0.225
0,ROU,1996,0.4,0.4,,,,False,0.4
1,ROU,1997,0.4,,,,,False,0.4
2,ROU,1998,0.3,0.35,,,,False,0.32499999999999996
3,ROU,1999,,0.25,,,,False,0.25
4,ROU,2000,0.25,0.275,,,,False,0.2625
5,ROU,2001,0.275,0.3,,,,False,0.2875
6,ROU,2002,0.35,0.375,,,,False,0.3625
7,ROU,2003,0.42500000000000004,0.4,,,,False,0.41250000000000003
8,ROU,2004,0.5,0.5,,,,False,0.5
9,ROU,2005,0.525,,,,,False,0.525
10,ROU,2006,0.55,0.6,,,,False,0.575
11,ROU,2007,0.55,,,,,False,0.55
12,ROU,2008,0.5,0.55,,,,False,0.525
13,ROU,2010,0.5,0.5,,,,False,0.5
14,ROU,2011,,0.55,,,,False,0.55
15,ROU,2013,0.5,,,,,False,0.5
16,ROU,2014,0.55,,,,,False,0.55
17,ROU,2019,0.55,,,,,False,0.55
18,ROU,2020,,0.55,,,,False,0.55
19,ROU,2021,0.55,,,,,False,0.55
0,RUS,1996,0.4,0.5,,,,False,0.45
1,RUS,1997,0.4,,,,,False,0.4
2,RUS,1998,0.25,0.39285714285714285,,,,False,0.3214285714285714
3,RUS,2000,0.25,0.25,,,,False,0.25
4,RUS,2001,0.3333333333333333,0.32499999999999996,,,,False,0.3291666666666666
5,RUS,2002,0.4000000000000001,0.4,,,,False,0.4
6,RUS,2003,,0.5,,,,False,0.5
7,RUS,2004,0.5,0.55,,,,False,0.525
8,RUS,2005,0.575,0.6,,,,False,0.5874999999999999
9,RUS,2006,0.65,0.65,,,,False,0.65
10,RUS,2008,0.6375,0.65,,,,False,0.64375
11,RUS,2009,0.6,0.6,,,,False,0.6
12,RUS,2010,,0.6,,,,False,0.6
13,RUS,2012,,0.6,,,,False,0.6
14,RUS,2014,0.5666666666666668,0.6,,,,False,0.5833333333333334
15,RUS,2015,0.5,0.55,,,,False,0.525
16,RUS,2016,0.5,0.55,,,,False,0.525
17,RUS,2017,0.5,0.55,,,,False,0.525
18,RUS,2018,0.55,,,,,False,0.55
19,RUS,2019,,0.6,,,,False,0.6
0,RWA,2006,,0.25,,,,False,0.25
1,RWA,2010,,0.3,,,,False,0.3
2,RWA,2011,0.3,,,,,False,0.3
3,RWA,2012,0.3,,,,,False,0.3
4,RWA,2013,,0.3,,,,False,0.3
5,RWA,2014,0.3,0.35,,,,False,0.32499999999999996
6,RWA,2015,0.35,,,,,False,0.35
7,RWA,2016,0.32499999999999996,,,,,False,0.32499999999999996
8,RWA,2018,0.3,,,,,False,0.3
9,RWA,2019,0.35,,,,,False,0.35
10,RWA,2020,0.35,,,,,False,0.35
0,SMR,2001,,0.9,,,,False,0.9
1,SMR,2009,,0.8,,,,False,0.8
2,SMR,2012,,0.65,,,,False,0.65
3,SMR,2014,,0.65,,,,False,0.65
4,SMR,2016,,0.6,,,,False,0.6
5,SMR,2017,,0.55,,,,False,0.55
6,SMR,2018,,0.55,,,,False,0.55
7,SMR,2020,,0.5,,,,False,0.5
0,SAU,2003,0.75,,,,,False,0.75
1,SAU,2004,,0.75,,,,False,0.75
2,SAU,2006,0.775,0.8,,,,False,0.7875000000000001
3,SAU,2007,0.85,0.8,,,,False,0.825
4,SAU,2009,,0.85,,,,False,0.85
5,SAU,2013,0.85,0.85,,,,False,0.85
6,SAU,2014,0.85,0.9,,,,False,0.875
7,SAU,2015,0.825,0.9,,,,False,0.8625
8,SAU,2016,0.7,0.85,,,,False,0.7749999999999999
9,SAU,2017,,0.8,,,,False,0.8
10,SAU,2019,,0.75,,,,False,0.75
11,SAU,2020,,0.75,,,,False,0.75
0,SEN,2000,0.35,,,,,False,0.35
1,SEN,2006,0.35,,,,,False,0.35
2,SEN,2009,0.35,,,,,False,0.35
3,SEN,2010,0.35,,,,,False,0.35
4,SEN,2013,0.35,,,,,False,0.35
5,SEN,2018,0.35,,,,,False,0.35
6,SEN,2019,0.35,,,,,False,0.35
0,SRB,2004,0.35,,,,,False,0.35
1,SRB,2005,0.4,0.4,,,,False,0.4
2,SRB,2006,0.4,,,,,False,0.4
3,SRB,2007,0.4,,,,,False,0.4
4,SRB,2008,0.4,0.4,,,,False,0.4
5,SRB,2009,0.4,,,,,False,0.4
6,SRB,2010,,0.4,,,,False,0.4
7,SRB,2011,0.45,,,,,False,0.45
8,SRB,2012,0.4,0.4,,,,False,0.4
9,SRB,2014,0.4,0.35,,,,False,0.375
10,SRB,2015,0.4,0.35,,,,False,0.375
11,SRB,2016,0.4,0.4,,,,False,0.4
12,SRB,2017,0.45,0.45,,,,False,0.45
13,SRB,2018,0.45,,,,,False,0.45
14,SRB,2019,0.5,0.5,,,,False,0.5
15,SRB,2020,0.5,,,,,False,0.5
0,SYC,2010,,0.25,,,,False,0.25
1,SYC,2011,,0.3,,,,False,0.3
2,SYC,2013,,0.3,,,,False,0.3
3,SYC,2014,,0.35,,,,False,0.35
4,SYC,2015,,0.4,,,,False,0.4
5,SYC,2019,,0.45,,,,False,0.45
6,SYC,2020,,0.32499999999999996,,,,False,0.32499999999999996
0,SGP,1989,0.9,,,,,False,0.9
1,SGP,1991,0.95,,,,,False,0.95
2,SGP,1995,1.0,,,,,False,1.0
3,SGP,1998,,0.95,,,,False,0.95
4,SGP,2000,,0.95,,,,False,0.95
5,SGP,2003,,1.0,,,,False,1.0
6,SGP,2016,,,1.0,,,False,
0,SVK,1994,0.4,,,,,True,0.4
1,SVK,1995,0.5,,,,,True,0.5
2,SVK,1996,0.55,0.55,,,,True,0.55
3,SVK,1998,0.525,0.525,,,,True,0.525
4,SVK,1999,0.5,,,,,True,0.5
5,SVK,2000,0.5,0.5,,,,True,0.5
6,SVK,2001,0.55,0.5,,,,True,0.525
7,SVK,2002,0.6,0.55,,,,True,0.575
8,SVK,2003,,0.6,,,,True,0.6
9,SVK,2004,0.675,0.675,,,,True,0.675
10,SVK,2005,0.75,0.75,,,,True,0.75
11,SVK,2007,,0.75,,,,True,0.75
12,SVK,2008,0.775,0.775,,,,True,0.775
13,SVK,2011,0.8,,,,,True,0.8
14,SVK,2012,0.75,,,,,True,0.75
15,SVK,2014,0.75,,,,,True,0.75
16,SVK,2015,0.8,,,,,True,0.8
17,SVK,2016,,,0.8,,,True,
18,SVK,2020,0.8,0.75,,,,True,0.775
19,SVK,2021,0.8,,,,,True,0.8
0,SVN,1996,0.75,0.7,,,,True,0.725
1,SVN,1999,,0.75,,,,True,0.75
2,SVN,2000,,0.75,,,,True,0.75
3,SVN,2002,0.75,0.75,,,,True,0.75
4,SVN,2003,0.8,0.8,,,,True,0.8
5,SVN,2004,0.85,0.85,,,,True,0.85
6,SVN,2006,0.9,0.9,,,,True,0.9
7,SVN,2010,0.9,,,,,True,0.9
8,SVN,2011,0.85,0.85,,,,True,0.85
9,SVN,2012,0.7666666666666666,0.725,,,,True,0.7458333333333333
10,SVN,2013,0.7,0.65,,,,True,0.675
11,SVN,2014,0.7,0.65,,,,True,0.675
12,SVN,2015,0.7,0.65,,,,True,0.675
13,SVN,2016,0.75,0.7,,,,True,0.725
14,SVN,2017,0.8,,0.75,,,True,0.8
15,SVN,2018,0.8,,,,,True,0.8
16,SVN,2019,0.85,0.75,0.75,,,True,0.8
17,SVN,2020,,,0.8,,,True,
0,ZAF,1994,0.45,0.45,,,,False,0.45
1,ZAF,1995,0.5,,,,,False,0.5
2,ZAF,1998,,0.45,,,,False,0.45
3,ZAF,2000,0.55,0.5333333333333333,,,,False,0.5416666666666667
4,ZAF,2002,0.55,0.55,,,,False,0.55
5,ZAF,2003,0.6,0.575,,,,False,0.5874999999999999
6,ZAF,2004,,0.6,,,,False,0.6
7,ZAF,2005,0.65,0.65,,,,False,0.65
8,ZAF,2007,,0.65,,,,False,0.65
9,ZAF,2008,0.65,0.65,,,,False,0.65
10,ZAF,2011,0.65,0.65,,,,False,0.65
11,ZAF,2012,0.625,0.65,,,,False,0.6375
12,ZAF,2013,,0.6,,,,False,0.6
13,ZAF,2014,0.55,0.6,,,,False,0.575
14,ZAF,2015,0.55,0.55,,,,False,0.55
15,ZAF,2016,,0.55,,,,False,0.55
16,ZAF,2017,0.475,0.5,,,,False,0.4875
17,ZAF,2019,0.45,0.5,,,,False,0.475
18,ZAF,2020,0.4,0.42500000000000004,,,,False,0.41250000000000003
0,KOR,1988,0.8,,,,,True,0.8
1,KOR,1989,0.8,,,,,True,0.8
2,KOR,1994,0.8,,,,,True,0.8
3,KOR,1995,0.85,,,,,True,0.85
4,KOR,1996,,0.85,,,,True,0.85
5,KOR,1997,0.6500000000000001,0.5875,,,,True,0.6187500000000001
6,KOR,1998,0.425,0.4375,,,,True,0.43125
7,KOR,1999,0.5499999999999999,0.5666666666666667,,,,True,0.5583333333333333
8,KOR,2000,,0.65,,,,True,0.65
9,KOR,2001,0.65,,,,,True,0.65
10,KOR,2002,0.7,0.7,,,,True,0.7
11,KOR,2005,0.75,0.775,,,,True,0.7625
12,KOR,2008,,0.8,,,,True,0.8
13,KOR,2009,,0.8,,,,True,0.8
14,KOR,2011,,0.8,,,,True,0.8
15,KOR,2012,0.8,0.85,,,,True,0.825
16,KOR,2014,0.8,,,,,True,0.8
17,KOR,2015,0.85,,,,,True,0.85
18,KOR,2016,0.9,,,,,True,0.9
0,ESP,1988,0.9,,,,,True,0.9
1,ESP,1989,0.9,,,,,True,0.9
2,ESP,1994,,0.9,,,,True,0.9
3,ESP,1996,0.9,,,,,True,0.9
4,ESP,1998,0.9,,,,,True,0.9
5,ESP,1999,0.95,0.95,,,,True,0.95
6,ESP,2000,,0.95,,,,True,0.95
7,ESP,2003,0.95,1.0,,,,True,0.975
8,ESP,2004,1.0,,,,,True,1.0
9,ESP,2009,0.9666666666666667,,,,,True,0.9666666666666667
10,ESP,2010,0.9,0.95,0.9,,,True,0.925
11,ESP,2011,0.85,0.8833333333333333,0.875,,,True,0.8666666666666667
12,ESP,2012,0.65,0.675,0.7666666666666666,,,True,0.6625000000000001
13,ESP,2013,0.55,0.6,,,,True,0.575
14,ESP,2014,0.6,0.65,0.7,,,True,0.625
15,ESP,2015,0.65,,0.7,,,True,0.65
16,ESP,2016,,,0.7,,,True,
17,ESP,2017,0.65,0.65,,,,True,0.65
18,ESP,2018,0.7,0.7,0.75,,,True,0.7
19,ESP,2019,0.75,,0.75,,,True,0.75
20,ESP,2020,0.75,,0.75,,,True,0.75
0,LKA,2005,0.35,0.4,,,,False,0.375
1,LKA,2006,0.35,0.4,,,,False,0.375
2,LKA,2007,0.35,,,,,False,0.35
3,LKA,2008,0.32499999999999996,0.35,,,,False,0.33749999999999997
4,LKA,2009,0.3,0.35,,,,False,0.32499999999999996
5,LKA,2010,0.35,0.35,,,,False,0.35
6,LKA,2011,0.35,0.4,,,,False,0.375
7,LKA,2012,0.35,,,,,False,0.35
8,LKA,2016,0.35,0.35,,,,False,0.35
9,LKA,2017,0.35,0.35,,,,False,0.35
10,LKA,2018,0.3,0.3,,,,False,0.3
11,LKA,2019,,0.3,,,,False,0.3
12,LKA,2020,0.25,0.2,,,,False,0.225
0,SUR,1999,0.25,,,,,False,0.25
1,SUR,2001,0.25,,,,,False,0.25
2,SUR,2002,0.25,,,,,False,0.25
3,SUR,2003,0.25,,,,,False,0.25
4,SUR,2004,0.25,0.3,,,,False,0.275
5,SUR,2005,0.25,,,,,False,0.25
6,SUR,2006,0.3,,,,,False,0.3
7,SUR,2007,0.35,,,,,False,0.35
8,SUR,2009,0.35,0.3,,,,False,0.32499999999999996
9,SUR,2011,0.4,0.35,,,,False,0.375
10,SUR,2012,,0.4,,,,False,0.4
11,SUR,2013,0.4,,,,,False,0.4
12,SUR,2014,0.4,,,,,False,0.4
13,SUR,2016,0.35,0.35,,,,False,0.35
14,SUR,2017,0.3,0.25,,,,False,0.275
15,SUR,2018,0.3,0.25,,,,False,0.275
16,SUR,2019,,0.25,,,,False,0.25
17,SUR,2020,0.175,0.07500000000000001,,,,False,0.125
0,SWE,1977,1.0,,,,,True,1.0
1,SWE,1989,1.0,,,,,True,1.0
2,SWE,1990,1.0,,,,,True,1.0
3,SWE,1993,0.975,,,,,True,0.975
4,SWE,1994,,0.875,,,,True,0.875
5,SWE,1995,0.95,,,,,True,0.95
6,SWE,1997,0.95,,,,,True,0.95
7,SWE,1999,,0.9,,,,True,0.9
8,SWE,2000,0.95,0.9,,,,True,0.925
9,SWE,2001,,0.9,,,,True,0.9
10,SWE,2002,,0.95,,,,True,0.95
11,SWE,2004,1.0,1.0,,,,True,1.0
12,SWE,2012,,,1.0,,,True,
0,CHE,1988,1.0,,,,,True,1.0
1,CHE,1989,1.0,,,,,True,1.0
2,CHE,1994,,0.875,,,,True,0.875
3,CHE,1999,,0.9,,,,True,0.9
4,CHE,2000,,1.0,,,,True,1.0
5,CHE,2011,,,1.0,,,True,
0,TWN,1989,0.9,,,,,False,0.9
1,TWN,1991,0.95,,,,,False,0.95
2,TWN,2000,0.95,,,,,False,0.95
3,TWN,2001,0.9,0.8,,,,False,0.8500000000000001
4,TWN,2002,0.85,,,,,False,0.85
5,TWN,2004,0.85,,,,,False,0.85
6,TWN,2008,0.85,,,,,False,0.85
7,TWN,2009,0.85,,,,,False,0.85
8,TWN,2010,0.85,,,,,False,0.85
9,TWN,2015,,0.8,,,,False,0.8
10,TWN,2016,,0.85,,,,False,0.85
11,TWN,2021,0.9,,,,,False,0.9
0,TJK,2017,0.25,,,,,False,0.25
0,THA,1989,0.7,,,,,False,0.7
1,THA,1991,0.7,,,,,False,0.7
2,THA,1992,0.7,,,,,False,0.7
3,THA,1994,0.75,,,,,False,0.75
4,THA,1997,0.6833333333333332,,,,,False,0.6833333333333332
5,THA,1998,0.55,0.5,,,,False,0.525
6,THA,1999,0.55,0.525,,,,False,0.5375000000000001
7,THA,2000,,0.55,,,,False,0.55
8,THA,2002,0.55,0.55,,,,False,0.55
9,THA,2003,0.6,0.6,,,,False,0.6
10,THA,2004,0.65,0.6,,,,False,0.625
