,ISO,Year,S&P,Fitch,DBRS,Analyst,Moody's,OECD,Rating
11,THA,2005,,0.65,,,,False,0.65
12,THA,2006,0.65,0.65,,,,False,0.65
13,THA,2008,0.65,0.65,,,,False,0.65
14,THA,2009,,0.6,,,,False,0.6
15,THA,2010,0.65,,,,,False,0.65
16,THA,2013,,0.65,,,,False,0.65
17,THA,2019,0.65,0.65,,,,False,0.65
18,THA,2020,0.65,0.65,,,,False,0.65
0,TGO,2019,0.3,,,,,False,0.3
0,TTO,1996,0.5,,,,,False,0.5
1,TTO,1999,0.55,,,,,False,0.55
2,TTO,2002,0.55,,,,,False,0.55
3,TTO,2003,0.6,,,,,False,0.6
4,TTO,2004,0.65,,,,,False,0.65
5,TTO,2005,0.7,,,,,False,0.7
6,TTO,2007,0.7,,,,,False,0.7
7,TTO,2008,0.75,,,,,False,0.75
8,TTO,2009,0.75,,,,,False,0.75
9,TTO,2015,0.75,,,,,False,0.75
10,TTO,2016,0.7,,,,,False,0.7
11,TTO,2017,0.65,,,,,False,0.65
12,TTO,2018,0.65,,,,,False,0.65
13,TTO,2019,0.6,,,,,False,0.6
14,TTO,2020,0.55,,,,,False,0.55
0,TUN,1995,,0.55,,,,False,0.55
1,TUN,2000,0.6,0.55,,,,False,0.575
2,TUN,2001,,0.6,,,,False,0.6
3,TUN,2011,0.5666666666666668,0.575,,,,False,0.5708333333333333
4,TUN,2012,0.45,0.5,,,,False,0.475
5,TUN,2013,0.2333333333333333,0.4,,,,False,0.31666666666666665
6,TUN,2015,,0.4,,,,False,0.4
7,TUN,2016,,0.4,,,,False,0.4
8,TUN,2017,,0.35,,,,False,0.35
9,TUN,2018,,0.35,,,,False,0.35
10,TUN,2020,,0.3,,,,False,0.3
0,TUR,1994,0.35,0.3,,,,True,0.32499999999999996
1,TUR,1995,0.35,0.4,,,,True,0.375
2,TUR,1996,0.32499999999999996,0.375,,,,True,0.35
3,TUR,1998,0.3,,,,,True,0.3
4,TUR,1999,0.3,,,,,True,0.3
5,TUR,2000,0.35,0.38750000000000007,,,,True,0.36875
6,TUR,2001,0.27499999999999997,0.3499999999999999,,,,True,0.31249999999999994
7,TUR,2002,0.25,0.3,,,,True,0.275
8,TUR,2003,0.32499999999999996,0.26666666666666666,,,,True,0.2958333333333333
9,TUR,2004,0.375,0.35,,,,True,0.3625
10,TUR,2005,,0.4,,,,True,0.4
11,TUR,2006,0.4,,,,,True,0.4
12,TUR,2007,,0.4,,,,True,0.4
13,TUR,2008,0.4000000000000001,,,,,True,0.4000000000000001
14,TUR,2009,0.4,0.45,,,,True,0.42500000000000004
15,TUR,2010,0.45,0.5,,,,True,0.475
16,TUR,2011,,0.5,,,,True,0.5
17,TUR,2012,0.45,0.55,,,,True,0.5
18,TUR,2013,0.5,,0.55,,,True,0.5
19,TUR,2014,0.5,,,,,True,0.5
20,TUR,2016,0.4666666666666666,0.55,0.5,,,True,0.5083333333333333
21,TUR,2017,0.45,0.5,,,,True,0.475
22,TUR,2018,0.375,0.45,,,,True,0.4125
23,TUR,2019,,0.4,,,,True,0.4
24,TUR,2020,,0.4,,,,True,0.4
25,TUR,2021,,0.4,,,,True,0.4
0,UGA,2005,,0.3,,,,False,0.3
1,UGA,2008,0.35,,,,,False,0.35
2,UGA,2009,,0.3,,,,False,0.3
3,UGA,2011,,0.3,,,,False,0.3
4,UGA,2012,0.35,,,,,False,0.35
5,UGA,2013,,0.3,,,,False,0.3
6,UGA,2014,0.3,,,,,False,0.3
7,UGA,2015,,0.35,,,,False,0.35
8,UGA,2020,,0.35,,,,False,0.35
0,UKR,2001,0.3,0.25,,,,False,0.275
1,UKR,2002,0.3,0.3,,,,False,0.3
2,UKR,2003,0.3,0.35,,,,False,0.32499999999999996
3,UKR,2004,0.35,,,,,False,0.35
4,UKR,2005,0.4,0.4,,,,False,0.4
5,UKR,2006,,0.4000000000000001,,,,False,0.4000000000000001
6,UKR,2007,0.4,,,,,False,0.4
7,UKR,2008,0.3333333333333333,0.3833333333333333,,,,False,0.3583333333333333
8,UKR,2009,0.22500000000000003,0.275,,,,False,0.25
9,UKR,2010,0.3,0.275,,,,False,0.2875
10,UKR,2011,,0.3,,,,False,0.3
11,UKR,2012,0.32499999999999996,,,,,False,0.32499999999999996
12,UKR,2013,0.25,0.275,,,,False,0.2625
13,UKR,2014,0.15000000000000002,0.15,,,,False,0.15000000000000002
14,UKR,2015,0.25,0.1,,,,False,0.175
15,UKR,2016,,0.25,,,,False,0.25
16,UKR,2019,0.3,0.3,,,,False,0.3
17,UKR,2020,,0.3,,,,False,0.3
0,ARE,2007,0.9,,,,,False,0.9
1,ARE,2020,,0.85,,,,False,0.85
0,GBR,1978,1.0,,,,,True,1.0
1,GBR,1989,1.0,,,,,True,1.0
2,GBR,1994,,1.0,,,,True,1.0
3,GBR,2000,,1.0,,,,True,1.0
4,GBR,2009,1.0,,,,,True,1.0
5,GBR,2010,1.0,,1.0,,,True,1.0
6,GBR,2012,1.0,1.0,,,,True,1.0
7,GBR,2013,,0.95,,,,True,0.95
8,GBR,2014,1.0,,,,,True,1.0
9,GBR,2015,1.0,,,,,True,1.0
10,GBR,2016,0.9,0.9,,,,True,0.9
11,GBR,2019,0.9,0.9,,,,True,0.9
12,GBR,2020,,0.85,0.975,,,True,0.85
0,USA,1994,,1.0,,,,True,1.0
1,USA,1995,,1.0,,,,True,1.0
2,USA,1996,,1.0,,,,True,1.0
3,USA,2000,,1.0,,,,True,1.0
4,USA,2011,0.9833333333333334,1.0,1.0,,,True,0.9916666666666667
5,USA,2013,0.95,1.0,1.0,,,True,0.975
6,USA,2014,,1.0,1.0,,,True,1.0
7,USA,2020,,1.0,,,,True,1.0
0,URY,1995,,0.5,,,,False,0.5
1,URY,1997,,0.525,,,,False,0.525
2,URY,2000,,0.55,,,,False,0.55
3,URY,2001,,0.55,,,,False,0.55
4,URY,2002,,0.3833333333333333,,,,False,0.3833333333333333
5,URY,2003,,0.1625,,,,False,0.1625
6,URY,2004,,0.3,,,,False,0.3
7,URY,2005,,0.35,,,,False,0.35
8,URY,2006,,0.35,,,,False,0.35
9,URY,2007,,0.4,,,,False,0.4
10,URY,2008,,,0.4,,,False,
11,URY,2009,,0.4,0.4,,,False,0.4
12,URY,2010,,0.45,0.45,,,False,0.45
13,URY,2011,0.5,0.5,0.45,,,False,0.5
14,URY,2012,0.55,0.5,0.5,,,False,0.525
15,URY,2013,,0.55,0.55,,,False,0.55
16,URY,2015,0.6,,,,,False,0.6
17,URY,2016,0.6,,,,,False,0.6
18,URY,2017,0.6,,,,,False,0.6
19,URY,2018,,0.55,,,,False,0.55
0,UZB,2018,0.4,0.4,,,,False,0.4
1,UZB,2020,0.4,,,,,False,0.4
0,VEN,1977,0.9,,,,,False,0.9
1,VEN,1982,0.9,,,,,False,0.9
2,VEN,1983,0.575,,,,,False,0.575
3,VEN,1989,0.35,,,,,False,0.35
4,VEN,1991,0.4,,,,,False,0.4
5,VEN,1992,0.45,,,,,False,0.45
6,VEN,1993,0.45,,,,,False,0.45
7,VEN,1994,0.375,,,,,False,0.375
8,VEN,1995,0.35,,,,,False,0.35
9,VEN,1996,0.3,,,,,False,0.3
10,VEN,1997,0.32499999999999996,0.4,,,,False,0.3625
11,VEN,1998,0.35,,,,,False,0.35
12,VEN,1999,0.3,0.4,,,,False,0.35
13,VEN,2000,,0.35,,,,False,0.35
14,VEN,2001,,0.3,,,,False,0.3
15,VEN,2002,0.2625,0.32499999999999996,,,,False,0.29374999999999996
16,VEN,2003,0.225,0.15000000000000002,,,,False,0.1875
17,VEN,2004,0.3,0.32499999999999996,,,,False,0.3125
18,VEN,2005,0.32499999999999996,0.4,,,,False,0.3625
19,VEN,2006,0.4,,,,,False,0.4
20,VEN,2007,0.4,0.4,,,,False,0.4
21,VEN,2008,0.4,0.35,,,,False,0.375
22,VEN,2010,0.4,,,,,False,0.4
23,VEN,2011,0.35,,,,,False,0.35
24,VEN,2012,,0.35,,,,False,0.35
25,VEN,2013,0.3,,,,,False,0.3
26,VEN,2014,0.2,0.22499999999999998,,,,False,0.2125
27,VEN,2015,0.15,,,,,False,0.15
28,VEN,2017,0.1,0.05,,,,False,0.07500000000000001
29,VEN,2018,,,,,0.05,False,0.05
0,VNM,2002,,0.4,,,,False,0.4
1,VNM,2003,,0.4,,,,False,0.4
2,VNM,2008,,0.4,,,,False,0.4
3,VNM,2009,,0.4,,,,False,0.4
4,VNM,2010,0.45,0.375,,,,False,0.4125
5,VNM,2011,0.4,,,,,False,0.4
6,VNM,2012,0.4,,,,,False,0.4
7,VNM,2014,,0.375,,,,False,0.375
8,VNM,2017,,0.4,,,,False,0.4
9,VNM,2018,,0.45,,,,False,0.45
10,VNM,2019,0.45,0.45,,,,False,0.45
11,VNM,2020,,0.45,,,,False,0.45
12,VNM,2021,,0.45,,,,False,0.45
0,ZMB,2011,0.35,0.35,,,,False,0.35
1,ZMB,2012,,0.35,,,,False,0.35
2,ZMB,2013,0.35,0.3,,,,False,0.32499999999999996
3,ZMB,2014,,0.3,,,,False,0.3
4,ZMB,2015,0.3,0.3,,,,False,0.3
5,ZMB,2016,0.3,0.3,,,,False,0.3
6,ZMB,2017,0.3,,,,,False,0.3
7,ZMB,2018,0.25,0.25,,,,False,0.25
8,ZMB,2019,0.225,0.15,,,,False,0.1875
9,ZMB,2020,0.125,0.05,,,,False,0.0875
