ISO,Year,Overall Score,Property Rights,Government Integrity,Judicial Effectiveness,Tax Burden,Government Spending,Fiscal Health,Business Freedom,Labor Freedom,Monetary Freedom,Trade Freedom,Investment Freedom,Financial Freedom,Rule of Law,Government Size,Regulatory Efficiency,Open Markets
SWZ,1995,63.3,70,50,,63.5,69.3,,70,,69.3,58,70,50,,,,59.3333333333333
SWZ,1996,58.6,70,30,,63.5,68.7,,70,,67.4,58,50,50,,,,52.6666666666667
SWZ,1997,59.4,70,30,,63.1,67.5,,70,,67.5,46.6,70,50,,,,55.5333333333333
SWZ,1998,62,70,30,,62,73.5,,70,,71.5,61,70,50,,,,60.3333333333333
SWZ,1999,62.1,70,30,,63.2,72.8,,70,,72.2,61,70,50,,,,60.3333333333333
SWZ,2000,62.6,70,30,,63.1,76.5,,70,,72.7,61,70,50,,,,60.3333333333333
SWZ,2001,63.6,70,30,,73,74.8,,70,,73.9,61,70,50,,,,60.3333333333333
SWZ,2002,60.9,50,30,,72.7,71.2,,70,,73.4,61,70,50,,,,60.3333333333333
SWZ,2003,59.6,50,30,,73.5,72.5,,70,,72.9,68,50,50,,,,56
SWZ,2004,58.6,50,30,,74,71.7,,70,,69.7,62.2,50,50,,,,54.0666666666667
SWZ,2005,59.4,50,30,,74.4,70.8,,70,69.2,71.6,77.8,30,50,,,70.2666666666667,52.6
SWZ,2006,61.4,50,30,,74.1,65.3,,70.4,70.2,75.7,77.8,50,50,,,72.1,59.2666666666667
SWZ,2007,60.1,50,27,,72.3,66.1,,70.4,69.8,76.3,69,50,50,,,72.1666666666667,56.3333333333333
SWZ,2008,58.4,50,25,,71.4,62.4,,69.5,71,76,69,50,40,,,72.1666666666667,53
SWZ,2009,59.1,50,33,,64.3,70.6,,68.6,69.6,73.1,71.6,50,40,,,70.4333333333333,53.8666666666667
SWZ,2010,57.4,45,36,,63.1,55.5,,67.2,68.4,68.8,74.9,55,40,,,68.1333333333333,56.6333333333333
SWZ,2011,59.1,40,36,,67.2,65.9,,66.4,69.4,71,79.8,55,40,,,68.9333333333333,58.2666666666667
SWZ,2012,57.2,40,32,,67.2,56.5,,66.4,70.8,74.5,69.7,55,40,,,70.5666666666667,54.9
SWZ,2013,57.2,40,31,,74.4,51.3,,66,70.3,74.7,69.7,55,40,,,70.3333333333333,54.9
SWZ,2014,61.2,40,31.6,,74.7,70.9,,64.2,71.7,72.3,81.5,65,40,,,69.4,62.1666666666667
SWZ,2015,59.9,40,39,,76.4,68.6,,60.5,69.3,73.9,76,55,40,,,67.9,57
SWZ,2016,59.7,40,43,,70.9,64.9,,58.6,65.8,74.5,88.8,50,40,,,66.3,59.6
SWZ,2017,61.1,53.5,30.9,33.3,74.8,71.6,93.2,57.5,64.4,75.6,88.9,50,40,39.2333333333333,79.8666666666667,65.8333333333333,59.6333333333333
SWZ,2018,55.9,55.3,26.9,35.3,74.8,65.2,39.7,61.1,69.5,73.2,79.7,50,40,39.1666666666667,59.9,67.9333333333333,56.5666666666667
SWZ,2019,54.7,41.7,35,42.9,74.8,65.6,18.3,59.2,67.5,73.7,87.6,50,40,39.8666666666667,52.9,66.8,59.2
SWZ,2020,55.3,49.8,37.2,42.4,72.8,62.8,17.6,58.9,67.9,75.2,88.6,50,40,43.1333333333333,51.0666666666667,67.3333333333333,59.5333333333333
SWZ,2021,55.1,48.5,36.4,46.1,78.7,64.3,16.4,61.5,69.5,78.2,71.4,50,40,43.6666666666667,53.1333333333333,69.7333333333333,53.8
SYC,1995,,,,,,,,,,,,,,,,,
SYC,1996,,,,,,,,,,,,,,,,,
SYC,1997,,,,,,,,,,,,,,,,,
SYC,1998,,,,,,,,,,,,,,,,,
SYC,1999,,,,,,,,,,,,,,,,,
SYC,2000,,,,,,,,,,,,,,,,,
SYC,2001,,,,,,,,,,,,,,,,,
SYC,2002,,,,,,,,,,,,,,,,,
SYC,2003,,,,,,,,,,,,,,,,,
SYC,2004,,,,,,,,,,,,,,,,,
SYC,2005,,,,,,,,,,,,,,,,,
SYC,2006,,,,,,,,,,,,,,,,,
SYC,2007,,,,,,,,,,,,,,,,,
SYC,2008,,,,,,,,,,,,,,,,,
SYC,2009,47.8,50,45,,73.8,0,,65.5,57.1,78.1,28.4,50,30,,,66.9,36.1333333333333
SYC,2010,47.9,50,48,,76.4,9.3,,64.2,59.8,57.9,33.4,50,30,,,60.6333333333333,37.8
SYC,2011,51.2,50,48,,77.7,52.5,,62.4,58.1,54.9,33.4,45,30,,,58.4666666666667,36.1333333333333
SYC,2012,53,50,48,,76,59.6,,62.3,58,67.4,33.4,45,30,,,62.5666666666667,36.1333333333333
SYC,2013,54.9,50,48,,77.6,56.9,,69.2,63.5,75.6,33.4,45,30,,,69.4333333333333,36.1333333333333
SYC,2014,56.2,50,48.5,,76.8,61.8,,67.6,68.5,75.1,33.4,50,30,,,70.4,37.8
SYC,2015,57.5,50,54,,79.8,59.4,,67.7,63.9,76,44,50,30,,,69.2,41.3333333333333
SYC,2016,62.2,50,55,,79.3,62,,66,62.1,79.7,83.4,55,30,,,69.2666666666667,56.1333333333333
SYC,2017,61.8,55.2,44.3,42.6,78.8,63.9,90.7,63.4,55.9,78.3,83.4,55,30,47.3666666666667,77.8,65.8666666666667,56.1333333333333
SYC,2018,61.6,60.7,38.8,38.8,73.4,63,90.6,63.4,57.5,81.5,86.7,55,30,46.1,75.6666666666667,67.4666666666667,57.2333333333333
SYC,2019,61.4,58.2,39.2,37.5,76.3,60.3,92,63.3,63.2,80,81.4,55,30,44.9666666666667,76.2,68.8333333333333,55.4666666666667
SYC,2020,64.3,68.3,53.3,46.4,76.8,58.9,93.2,65.3,62.8,78.6,82.6,55,30,56,76.3,68.9,55.8666666666667
SYC,2021,66.3,65.3,64.4,51.6,76.9,60.9,93.2,67.5,71.3,80.3,79,55,30,60.4333333333333,77,73.0333333333333,54.6666666666667
SYR,1995,,,,,,,,,,,,,,,,,
SYR,1996,42.3,30,10,,38.6,73.5,,85,,61,43,30,10,,,,27.6666666666667
SYR,1997,43,30,10,,38.6,75.3,,85,,64.9,43,30,10,,,,27.6666666666667
SYR,1998,42.2,30,10,,38.2,74.1,,85,,65.8,36.8,30,10,,,,25.6
SYR,1999,39,30,10,,39.2,76.5,,55,,72.1,27.8,30,10,,,,22.6
SYR,2000,37.2,30,10,,39,65.3,,55,,80.1,15,30,10,,,,18.3333333333333
SYR,2001,36.6,30,10,,39.2,65.3,,55,,74.9,15,30,10,,,,18.3333333333333
SYR,2002,36.3,30,10,,40.4,63.3,,55,,73,15,30,10,,,,18.3333333333333
SYR,2003,41.3,30,10,,75.8,71,,55,,75.1,15,30,10,,,,18.3333333333333
SYR,2004,40.6,30,10,,62.7,72.1,,55,,80.5,15,30,10,,,,18.3333333333333
SYR,2005,46.3,30,34,,82.5,70.4,,55,63.7,72.6,15,30,10,,,63.7666666666667,18.3333333333333
SYR,2006,51.2,30,34,,80.1,67.1,,58.9,56.3,72.1,54,30,30,,,62.4333333333333,38
SYR,2007,48.3,30,34,,82.4,58.3,,58.4,57,69,54,30,10,,,61.4666666666667,31.3333333333333
SYR,2008,47.2,30,29,,86.2,60.3,,53.8,52.1,66.2,54,30,10,,,57.3666666666667,31.3333333333333
SYR,2009,51.3,30,24,,87,74.9,,61.4,54.9,67.2,54,40,20,,,61.1666666666667,38
SYR,2010,49.4,25,21,,87,80.2,,59.2,64.7,63.3,54,20,20,,,62.4,31.3333333333333
SYR,2011,51.3,30,26,,84.6,85.3,,55.9,55.8,69.7,65.4,20,20,,,60.4666666666667,35.1333333333333
SYR,2012,51.2,30,25,,84.4,78.5,,60.1,50,70.9,72.8,20,20,,,60.3333333333333,37.6
SYR,2013,,20,26,,86.2,,,59.3,48.9,71.5,72.8,10,20,,,59.9,34.2666666666667
SYR,2014,,10,23.3,,,,,60.4,55.1,,,0,20,,,,
SYR,2015,,10,17,,,,,57.3,49.1,,,0,20,,,,
SYR,2016,,10,20,,,,,62.4,46.9,42.7,56.6,0,20,,,50.6666666666667,25.5333333333333
SYR,2017,,37.3,30,22.6,,,0,66.4,55.7,,56.6,,,29.9666666666667,,,
SYR,2018,,36.7,23.1,22.1,,,13.8,61.8,59.2,44.2,56.6,0,,27.3,,55.0666666666667,
SYR,2019,,37,20.3,24.4,,,,49.6,58.2,48.3,47,0,,27.2333333333333,,52.0333333333333,
SYR,2020,,45.6,21.9,20.8,,,,48.9,59.3,58.8,51.6,0,,29.4333333333333,,55.6666666666667,
SYR,2021,,42.5,25.9,19.7,,,,49.7,57.8,60.6,47,0,,29.3666666666667,,56.0333333333333,
TCD,1995,,,,,,,,,,,,,,,,,
TCD,1996,,,,,,,,,,,,,,,,,
TCD,1997,45.1,30,10,,46.2,89.1,,55,,62.4,53.4,30,30,,,,37.8
TCD,1998,46.6,30,10,,46.1,90.2,,55,,62.6,65.2,30,30,,,,41.7333333333333
TCD,1999,47.2,30,10,,46,90,,55,,68.3,65.2,30,30,,,,41.7333333333333
TCD,2000,46.8,30,10,,45.9,84.1,,55,,70.5,65.2,30,30,,,,41.7333333333333
TCD,2001,46.4,30,10,,45.9,85.5,,55,,77.3,53.8,30,30,,,,37.9333333333333
TCD,2002,49.2,30,10,,45.9,89.2,,55,,84.1,48.2,30,50,,,,42.7333333333333
TCD,2003,52.6,30,10,,46,87.6,,55,,76.6,48.2,50,70,,,,56.0666666666667
TCD,2004,53.1,30,10,,46,90.3,,55,,78.4,48.2,50,70,,,,56.0666666666667
TCD,2005,52.1,30,10,,50.2,87.9,,55,43.3,88.1,56.6,50,50,,,62.1333333333333,52.2
TCD,2006,50,30,17,,49.8,85.2,,34,43.6,83,57,50,50,,,53.5333333333333,52.3333333333333
TCD,2007,50.1,20,17,,49.8,93.8,,49,44.3,77.7,59.2,40,50,,,57,49.7333333333333
TCD,2008,47.8,20,20,,49.9,94.9,,34.6,45,73.6,60,40,40,,,51.0666666666667,46.6666666666667
TCD,2009,47.5,20,18,,50.5,90.8,,35.7,42.6,78.6,58.4,40,40,,,52.3,46.1333333333333
TCD,2010,47.5,20,16,,50.5,89.2,,32.7,46.9,76.7,58.4,45,40,,,52.1,47.8
TCD,2011,45.3,20,16,,50.4,85.3,,25.3,44.8,70.6,55.6,45,40,,,46.9,46.8666666666667
TCD,2012,44.8,20,17,,50.2,74.2,,24.9,43.7,72.5,55.6,50,40,,,47.0333333333333,48.5333333333333
TCD,2013,45.2,20,20,,50.4,75.5,,25.2,40.5,74.6,55.6,50,40,,,46.7666666666667,48.5333333333333
TCD,2014,44.5,20,15.9,,46.2,80,,24.9,43.3,69.8,55.2,50,40,,,46,48.4
TCD,2015,45.9,20,19,,46.2,83.6,,27.1,47.7,75.6,55.2,45,40,,,50.1333333333333,46.7333333333333
TCD,2016,46.3,20,22,,46,84.3,,30.9,48.9,71.4,49.8,50,40,,,50.4,46.6
TCD,2017,49,30.6,24.6,24.1,46,87.2,74.6,27.5,44.9,74.3,54.7,60,40,26.4333333333333,69.2666666666667,48.9,51.5666666666667
TCD,2018,49.3,25.1,23.1,24.1,44.8,90.5,81.9,29.4,40.3,79.9,52.2,60,40,24.1,72.4,49.8666666666667,50.7333333333333
TCD,2019,49.9,26.7,23.2,24.6,46.1,92.4,85.2,28.1,43.2,82.3,47.2,60,40,24.8333333333333,74.5666666666667,51.2,49.0666666666667
TCD,2020,50.2,32.4,15.1,27.4,45.8,93.5,95.6,26.8,43,76.1,47.2,60,40,24.9666666666667,78.3,48.6333333333333,49.0666666666667
TCD,2021,50.4,27.7,21,25,44.6,93.9,96.1,25.3,42.9,76.7,52,60,40,24.5666666666667,78.2,48.3,50.6666666666667
TGO,1995,,,,,,,,,,,,,,,,,
TGO,1996,,,,,,,,,,,,,,,,,
TGO,1997,,,,,,,,,,,,,,,,,
TGO,1998,,,,,,,,,,,,,,,,,
TGO,1999,48.2,30,10,,77.4,86.6,,40,,66.9,63,30,30,,,,41
TGO,2000,46.4,30,10,,54.3,86.8,,40,,73.8,63,30,30,,,,41
TGO,2001,45.3,30,10,,54.2,93.3,,40,,78.9,61,30,10,,,,33.6666666666667
TGO,2002,45.2,30,10,,54.3,89.2,,40,,82.7,61,30,10,,,,33.6666666666667
TGO,2003,46.8,30,10,,52.3,88.9,,40,,78.9,61,30,30,,,,40.3333333333333
TGO,2004,47,30,10,,52.4,92,,40,,78.7,59.8,30,30,,,,39.9333333333333
TGO,2005,48.2,30,10,,52.2,94.9,,40,46.9,85.8,62,30,30,,,57.5666666666667,40.6666666666667
TGO,2006,47.3,30,10,,49.7,94.4,,37.3,48.3,86.5,57,30,30,,,57.3666666666667,39
TGO,2007,49.7,30,30,,54.7,92,,37.5,47.8,76.5,68.4,30,30,,,53.9333333333333,42.8
TGO,2008,48.9,30,24,,53.9,88.8,,36.4,48.3,78.2,69.2,30,30,,,54.3,43.0666666666667
TGO,2009,48.7,30,23,,53.7,86.6,,36.6,44.7,81.5,70.6,30,30,,,54.2666666666667,43.5333333333333
TGO,2010,47.1,30,27,,56.2,86,,36.8,43.3,74.5,62.8,25,30,,,51.5333333333333,39.2666666666667
TGO,2011,49.1,30,28,,68.1,88.6,,36.8,43.7,78.1,62.2,25,30,,,52.8666666666667,39.0666666666667
TGO,2012,48.3,30,24,,68.6,85.6,,34.8,45.2,78.3,61.7,25,30,,,52.7666666666667,38.9
TGO,2013,48.8,30,24,,68.5,81.6,,39.9,44.2,78.5,56.7,35,30,,,54.2,40.5666666666667
TGO,2014,49.9,30,23.8,,69.7,82.4,,43.3,42.8,79.3,62.8,35,30,,,55.1333333333333,42.6
TGO,2015,53,30,29,,69.7,78.1,,51.9,43.4,80.4,67.8,50,30,,,58.5666666666667,49.2666666666667
TGO,2016,53.6,30,29,,68.7,80.4,,51.4,46.2,79.5,71.2,50,30,,,59.0333333333333,50.4
TGO,2017,53.2,33.8,36.8,39.9,68.2,79.8,45.1,50.3,46.2,77.5,71.3,60,30,36.8333333333333,64.3666666666667,58,53.7666666666667
TGO,2018,47.8,32.7,31.4,28.2,64.3,73.3,7.5,49.7,45.2,78.5,67.2,65,30,30.7666666666667,48.3666666666667,57.8,54.0666666666667
TGO,2019,50.3,35.5,28.1,29.6,67.8,77,24.5,50.4,46.7,79.1,69.4,65,30,31.0666666666667,56.4333333333333,58.7333333333333,54.8
TGO,2020,54.1,41.6,31.2,31.7,67.5,78.6,59.4,55,46.9,79.5,63.2,65,30,34.8333333333333,68.5,60.4666666666667,52.7333333333333
TGO,2021,57.5,44.5,32.2,28.2,68,84.8,89.9,60.6,47.1,79.7,65.4,60,30,34.9666666666667,80.9,62.4666666666667,51.8
THA,1995,71.3,90,70,,74.6,92.8,,70,,77.7,66.4,50,50,,,,55.4666666666667
THA,1996,71,90,70,,74.5,92.1,,70,,76.4,66.4,50,50,,,,55.4666666666667
THA,1997,66.1,90,28,,74.2,91.3,,70,,75.3,66.4,50,50,,,,55.4666666666667
THA,1998,67.3,70,33,,74.2,91.9,,70,,74.8,71.6,70,50,,,,63.8666666666667
THA,1999,66.9,70,31,,74.6,91.2,,70,,74.9,71.2,70,50,,,,63.7333333333333
THA,2000,66.6,70,30,,75.3,88,,70,,72.9,73.2,70,50,,,,64.4
THA,2001,68.9,70,32,,75.4,90.3,,70,,84.6,77.6,70,50,,,,65.8666666666667
THA,2002,69.1,70,32,,75.3,90.3,,70,,86.4,77.8,70,50,,,,65.9333333333333
THA,2003,65.8,70,32,,75.2,93.1,,70,,87.3,64.8,50,50,,,,54.9333333333333
THA,2004,63.7,50,32,,75.5,91.1,,70,,88.9,65.6,50,50,,,,55.2
THA,2005,62.5,50,33,,75.2,90.1,,70,76.8,82.3,67.6,30,50,,,76.3666666666667,49.2
THA,2006,63.3,50,36,,74.9,92.1,,73.8,77,80.3,68.4,30,50,,,77.0333333333333,49.4666666666667
THA,2007,63.5,50,38,,74.8,91.3,,73,76.4,77.6,74.2,30,50,,,75.6666666666667,51.4
THA,2008,62.3,50,36,,74.7,90.7,,72.2,77.7,66.7,75.2,30,50,,,72.2,51.7333333333333
THA,2009,63,50,33,,74.4,90.6,,71.1,76.5,69,75.6,30,60,,,72.2,55.2
THA,2010,64.1,45,35,,74.7,89.8,,70.7,73.6,66.4,75.9,40,70,,,70.2333333333333,61.9666666666667
THA,2011,64.7,45,34,,74.8,90.6,,69.9,76.3,70.8,75.9,40,70,,,72.3333333333333,61.9666666666667
THA,2012,64.9,45,35,,75.1,87.5,,72.5,79,69.3,75.2,40,70,,,73.6,61.7333333333333
THA,2013,64.1,45,34,,78.9,83.7,,73.2,72.9,68.3,75.2,40,70,,,71.4666666666667,61.7333333333333
THA,2014,63.3,45,33.6,,79.7,83.6,,71.4,61.6,68.6,75,45,70,,,67.2,63.3333333333333
THA,2015,62.4,40,35,,81.5,81.4,,72.5,63.5,69.9,75.4,45,60,,,68.6333333333333,60.1333333333333
THA,2016,63.9,40,38,,81.1,82.2,,76.3,62.5,70.9,77.6,50,60,,,69.9,62.5333333333333
THA,2017,66.2,51.3,40.7,41.7,81,85.3,96.3,69.9,62.8,72.9,82.8,50,60,44.5666666666667,87.5333333333333,68.5333333333333,64.2666666666667
THA,2018,67.1,48.6,34.7,45.3,81.3,85.5,96.4,77.2,62.6,75.5,83.1,55,60,42.8666666666667,87.7333333333333,71.7666666666667,66.0333333333333
THA,2019,68.3,53.7,36.4,45.9,81.3,85.8,96.5,82.5,63.9,75.2,83,55,60,45.3333333333333,87.8666666666667,73.8666666666667,66
THA,2020,69.4,59.5,43.4,48,80.7,85.9,96.4,83,63.7,74,83,55,60,50.3,87.6666666666667,73.5666666666667,66
THA,2021,69.7,60,45.1,48.1,81.5,86,96.4,85.3,64.3,74.4,80,55,60,51.0666666666667,87.9666666666667,74.6666666666667,65
TJK,1995,,,,,,,,,,,,,,,,,
TJK,1996,,,,,,,,,,,,,,,,,
TJK,1997,,,,,,,,,,,,,,,,,
TJK,1998,41.1,30,10,,57.5,89.3,,55,,0,68.4,30,30,,,,42.8
TJK,1999,41.2,30,10,,57.7,89.3,,55,,0,68.4,30,30,,,,42.8
TJK,2000,44.8,30,10,,57.6,90.3,,55,,25.6,75,30,30,,,,45
TJK,2001,46.8,30,10,,58,92.3,,55,,46.6,69,30,30,,,,43
TJK,2002,47.3,30,10,,61.6,91.3,,55,,48.9,69,30,30,,,,43
TJK,2003,46.5,30,10,,74,94,,55,,46.9,69,30,10,,,,36.3333333333333
TJK,2004,48.7,30,10,,85,93,,55,,56.3,69,30,10,,,,36.3333333333333
TJK,2005,50.4,30,18,,84.8,88.9,,55,60.3,58.6,68.4,30,10,,,57.9666666666667,36.1333333333333
TJK,2006,52.6,30,20,,91.1,89.1,,39.2,60.3,65.1,70.8,30,30,,,54.8666666666667,43.6
TJK,2007,53.6,30,21,,89.7,87.6,,39.2,60.1,67,71,30,40,,,55.4333333333333,47
TJK,2008,54.4,30,22,,89.3,84.1,,44.4,60.2,65.8,77.8,30,40,,,56.8,49.2666666666667
TJK,2009,54.6,30,21,,89.3,85.9,,45.1,58.7,63.2,82.6,30,40,,,55.6666666666667,50.8666666666667
TJK,2010,53,25,20,,88.9,78,,57.4,54.4,58.4,82.5,25,40,,,56.7333333333333,49.1666666666667
TJK,2011,53.5,25,20,,88.6,77.3,,60.7,56.4,64.5,82.5,20,40,,,60.5333333333333,47.5
TJK,2012,53.4,20,21,,89,75.5,,61.6,56.8,67.4,82.5,20,40,,,61.9333333333333,47.5
TJK,2013,53.4,20,23,,92.8,78.1,,61.7,55.5,64.6,78.2,20,40,,,60.6,46.0666666666667
TJK,2014,52,20,19.4,,92.3,78.1,,58.4,45.5,67.7,73.2,25,40,,,57.2,46.0666666666667
TJK,2015,52.7,20,22,,92.1,81.9,,65.4,46.4,69.6,74.6,25,30,,,60.4666666666667,43.2
TJK,2016,51.3,20,23,,91.6,76.9,,61.1,47.3,69.8,68.6,25,30,,,59.4,41.2
TJK,2017,58.2,45.5,32.7,45.6,90.9,74.1,95.8,65.6,49.2,69.8,73.9,25,30,41.2666666666667,86.9333333333333,61.5333333333333,42.9666666666667
TJK,2018,58.3,46.8,38.2,50.3,91.8,71.4,90.4,63.4,52.2,69.6,70.6,25,30,45.1,84.5333333333333,61.7333333333333,41.8666666666667
TJK,2019,55.6,47.8,36.4,52.1,91.8,64.6,60.3,67.3,49.2,68.5,73.6,25,30,45.4333333333333,72.2333333333333,61.6666666666667,42.8666666666667
TJK,2020,52.2,49.1,32,50,91.8,62.3,26,65.9,47.7,71,75,25,30,43.7,60.0333333333333,61.5333333333333,43.3333333333333
TJK,2021,55.2,41.6,35.2,48.8,91.9,68.6,75.1,62.3,46.2,68.5,69.6,25,30,41.8666666666667,78.5333333333333,59,41.5333333333333
TKM,1995,,,,,,,,,,,,,,,,,
TKM,1996,,,,,,,,,,,,,,,,,
TKM,1997,,,,,,,,,,,,,,,,,
TKM,1998,35,30,10,,56.2,84.1,,55,,0,40,30,10,,,,26.6666666666667
TKM,1999,36.1,30,10,,57.5,92.3,,55,,0,40,30,10,,,,26.6666666666667
TKM,2000,37.6,30,10,,83.3,79.7,,55,,15.4,25,30,10,,,,21.6666666666667
TKM,2001,41.8,30,10,,84.6,79.7,,55,,51.9,25,30,10,,,,21.6666666666667
TKM,2002,43.2,30,10,,85.1,81.3,,55,,62.5,25,30,10,,,,21.6666666666667
TKM,2003,51.3,30,10,,90.1,88.7,,55,,63.3,85,30,10,,,,41.6666666666667
TKM,2004,50.7,30,10,,89.9,80.8,,55,,65.6,85,30,10,,,,41.6666666666667
TKM,2005,47.6,10,10,,89.9,90.8,,55,30,68.3,81.6,30,10,,,51.1,40.5333333333333
TKM,2006,43.8,10,20,,90.8,88.7,,30,30,69.4,79.2,10,10,,,43.1333333333333,33.0666666666667
TKM,2007,43,10,18,,91.7,85.3,,30,30,65.9,79.2,10,10,,,41.9666666666667,33.0666666666667
TKM,2008,43.4,10,22,,90.6,85.3,,30,30,66.4,79.2,10,10,,,42.1333333333333,33.0666666666667
TKM,2009,44.2,10,20,,90.9,93.6,,30,30,68,79.2,10,10,,,42.6666666666667,33.0666666666667
TKM,2010,42.5,10,18,,90.2,94.7,,30,30,62.8,79.2,0,10,,,40.9333333333333,29.7333333333333
TKM,2011,43.6,10,18,,93.6,95.5,,30,30,69.6,79.2,0,10,,,43.2,29.7333333333333
TKM,2012,43.8,10,16,,98.4,93.5,,30,30,71,79.2,0,10,,,43.6666666666667,29.7333333333333
TKM,2013,42.6,5,16,,94,91.7,,30,30,70.6,79.2,0,10,,,43.5333333333333,29.7333333333333
TKM,2014,42.2,5,13.4,,95.2,93,,30,30,65.9,79.2,0,10,,,41.9666666666667,29.7333333333333
TKM,2015,41.4,5,17,,94,93.5,,30,20,64.2,80,0,10,,,38.0666666666667,30
TKM,2016,41.9,5,17,,95.3,92.2,,30,20,69.4,80,0,10,,,39.8,30
TKM,2017,47.4,32.4,29.6,5,95.3,92.3,98.9,30,20,74.8,80,0,10,22.3333333333333,95.5,41.6,30
TKM,2018,47.1,29.8,27.3,5,95.9,92.2,98.6,30,20,76.3,80,0,10,20.7,95.5666666666667,42.1,30
TKM,2019,48.4,31.6,20.3,29.8,95.9,92,92.3,30,20,73.4,76,10,10,27.2333333333333,93.4,41.1333333333333,32
TKM,2020,46.5,20.1,21.4,20,95.9,93.1,94.5,30,20,68.7,74.2,10,10,20.5,94.5,39.5666666666667,31.4
TKM,2021,47.4,27.7,22,20,92.6,93.2,96.3,30,20,72.8,74.2,10,10,23.2333333333333,94.0333333333333,40.9333333333333,31.4
TLS,1995,,,,,,,,,,,,,,,,,
TLS,1996,,,,,,,,,,,,,,,,,
TLS,1997,,,,,,,,,,,,,,,,,
TLS,1998,,,,,,,,,,,,,,,,,
TLS,1999,,,,,,,,,,,,,,,,,
TLS,2000,,,,,,,,,,,,,,,,,
TLS,2001,,,,,,,,,,,,,,,,,
TLS,2002,,,,,,,,,,,,,,,,,
TLS,2003,,,,,,,,,,,,,,,,,
TLS,2004,,,,,,,,,,,,,,,,,
TLS,2005,,,,,,,,,,,,,,,,,
TLS,2006,,,,,,,,,,,,,,,,,
TLS,2007,,,,,,,,,,,,,,,,,
TLS,2008,,,,,,,,,,,,,,,,,
TLS,2009,50.5,20,26,,64.7,84,,47,66,74.1,73,30,20,,,62.3666666666667,41
TLS,2010,45.8,20,22,,64.7,54.1,,46.2,65.6,72.5,73,20,20,,,61.4333333333333,37.6666666666667
TLS,2011,42.8,20,22,,64.7,0,,44.2,76.5,78.1,73,30,20,,,66.2666666666667,41
TLS,2012,43.3,20,25,,64.7,0,,43.1,75.1,77.4,73,35,20,,,65.2,42.6666666666667
TLS,2013,43.7,20,24,,64.7,0,,44.8,81.2,69.3,73,40,20,,,65.1,44.3333333333333
TLS,2014,43.2,20,25.4,,64.7,0,,45.4,79.2,68.3,64.4,45,20,,,64.3,43.1333333333333
TLS,2015,45.5,20,30,,64.7,0,,59.8,72,68.7,79.6,40,20,,,66.8333333333333,46.5333333333333
TLS,2016,45.8,20,28,,64.7,0,,68,66,70.9,80,40,20,,,68.3,46.6666666666667
TLS,2017,46.3,6.8,29.2,10.3,64.7,65.6,20,72.2,63.9,77.5,80,45,20,15.4333333333333,50.1,71.2,48.3333333333333
TLS,2018,48.1,29.9,32,13.8,97.4,30.9,20,66.9,62.7,78.4,80,45,20,25.2333333333333,49.4333333333333,69.3333333333333,48.3333333333333
TLS,2019,44.2,29.7,32.1,13.1,96.3,0.9,20,60.5,58.8,79.5,75,45,20,24.9666666666667,39.0666666666667,66.2666666666667,46.6666666666667
TLS,2020,45.9,45.2,32.5,12.6,96.3,5.3,19.9,64,58.9,76.5,75,45,20,30.1,40.5,66.4666666666667,46.6666666666667
TLS,2021,44.7,37.2,37.4,15.1,91.7,0,20,62.2,53.4,79.7,75,45,20,29.9,37.2333333333333,65.1,46.6666666666667
TON,1995,,,,,,,,,,,,,,,,,
TON,1996,,,,,,,,,,,,,,,,,
TON,1997,,,,,,,,,,,,,,,,,
TON,1998,,,,,,,,,,,,,,,,,
TON,1999,,,,,,,,,,,,,,,,,
TON,2000,,,,,,,,,,,,,,,,,
TON,2001,,,,,,,,,,,,,,,,,
TON,2002,,,,,,,,,,,,,,,,,
TON,2003,,,,,,,,,,,,,,,,,
TON,2004,,,,,,,,,,,,,,,,,
TON,2005,,,,,,,,,,,,,,,,,
TON,2006,,,,,,,,,,,,,,,,,
TON,2007,,,,,,,,,,,,,,,,,
TON,2008,,,,,,,,,,,,,,,,,
TON,2009,54.1,20,17,,82.5,58,,79,99.4,68.9,56,40,20,,,82.4333333333333,38.6666666666667
TON,2010,53.4,20,24,,82.8,70.8,,78.2,93.7,63.5,56.2,25,20,,,78.4666666666667,33.7333333333333
TON,2011,55.8,25,30,,83.1,73.2,,77.4,92.1,71.1,56.2,30,20,,,80.2,35.4
TON,2012,57,25,30,,85.9,62.2,,77.5,92.1,72.1,75.3,30,20,,,80.5666666666667,41.7666666666667
TON,2013,56,20,31,,87.1,64.7,,76.6,84.4,71.1,75.6,30,20,,,77.3666666666667,41.8666666666667
TON,2014,58.2,20,28.6,,86.7,74.8,,74.6,91.2,71.3,79.5,35,20,,,79.0333333333333,44.8333333333333
TON,2015,59.3,20,28.6,,87.2,79,,74.1,92.1,73.5,78.4,40,20,,,79.9,46.1333333333333
TON,2016,59.6,25,28.6,,86.9,76.3,,76.4,86.1,77.4,79.6,40,20,,,79.9666666666667,46.5333333333333
TON,2017,63,65.5,47.6,19.8,86.9,74.4,79.6,76.1,86,80.6,79.7,40,20,44.3,80.3,80.9,46.5666666666667
TON,2018,63.1,62.1,40.5,25.4,85.4,68.7,95.9,75.5,86.4,78.3,78.6,40,20,42.6666666666667,83.3333333333333,80.0666666666667,46.2
