ISO,Year,Primary Outcome,Primary Outcome/GDP
IRN,2020,,-0.07494
IRN,2021,,-0.04668
IRQ,1995,,
IRQ,1996,,
IRQ,1997,,
IRQ,1998,,
IRQ,1999,,
IRQ,2000,,
IRQ,2001,,
IRQ,2002,,
IRQ,2003,,
IRQ,2004,,-0.34907
IRQ,2005,,0.0392
IRQ,2006,,0.10719
IRQ,2007,,0.07345
IRQ,2008,,-0.00981
IRQ,2009,,-0.12598
IRQ,2010,,-0.03692
IRQ,2011,,0.05461
IRQ,2012,,0.04457
IRQ,2013,,-0.05702
IRQ,2014,,-0.05374
IRQ,2015,,-0.12198
IRQ,2016,,-0.13806
IRQ,2017,,-0.00517
IRQ,2018,,0.09538
IRQ,2019,,0.01927
IRQ,2020,,-0.18578
IRQ,2021,,-0.08126
IRL,1995,1.464,0.02675
IRL,1996,2.286,0.03803
IRL,1997,3.288,0.04748
IRL,1998,4.111,0.05104
IRL,1999,5.223,0.05628
IRL,2000,7.013,0.06472
IRL,2001,2.481,0.02033
IRL,2002,0.825,0.00607
IRL,2003,2.093,0.01439
IRL,2004,3.532,0.02257
IRL,2005,4.137,0.0243
IRL,2006,6.496,0.03512
IRL,2007,1.752,0.00888
IRL,2008,-11.865,-0.06324
IRL,2009,-21.072,-0.12394
IRL,2010,-50.043,-0.29812
IRL,2011,-17.695,-0.10352
IRL,2012,-8.507,-0.04857
IRL,2013,-4.77,-0.02659
IRL,2014,-0.553,-0.00284
IRL,2015,1.082,0.00411
IRL,2016,4.208,0.01557
IRL,2017,4.842,0.0162
IRL,2018,5.519,0.01686
IRL,2019,6.169,0.01734
IRL,2020,-15.425,-0.04204
IRL,2021,-17.393,-0.04446
ISR,1995,,
ISR,1996,,
ISR,1997,,
ISR,1998,,
ISR,1999,,
ISR,2000,17.555,0.03244
ISR,2001,3.761,0.00682
ISR,2002,-3.791,-0.00659
ISR,2003,-4.577,-0.00789
ISR,2004,7.169,0.01178
ISR,2005,13.649,0.02132
ISR,2006,22.31,0.03248
ISR,2007,27.917,0.03795
ISR,2008,9.778,0.0126
ISR,2009,-15.509,-0.01901
ISR,2010,-0.041,-5e-05
ISR,2011,5.146,0.00551
ISR,2012,-12.974,-0.01308
ISR,2013,-11.175,-0.01057
ISR,2014,-3.258,-0.00294
ISR,2015,7.925,0.00679
ISR,2016,5.008,0.00409
ISR,2017,10.353,0.00816
ISR,2018,-18.956,-0.01425
ISR,2019,-28.067,-0.01995
ISR,2020,-136.355,-0.09838
ISR,2021,-97.909,-0.06712
ITA,1995,30.431,0.03079
ITA,1996,39.08,0.03737
ITA,1997,61.833,0.05661
ITA,1998,51.143,0.04491
ITA,1999,50.891,0.04331
ITA,2000,42.493,0.03423
ITA,2001,33.552,0.02573
ITA,2002,31.416,0.02327
ITA,2003,21.247,0.01523
ITA,2004,14.063,0.00968
ITA,2005,3.529,0.00236
ITA,2006,9.465,0.0061
ITA,2007,51.364,0.03181
ITA,2008,34.699,0.02119
ITA,2009,-14.407,-0.00913
ITA,2010,-2.046,-0.00127
ITA,2011,13.964,0.00847
ITA,2012,32.985,0.02031
ITA,2013,28.753,0.01783
ITA,2014,23.311,0.01432
ITA,2015,22.876,0.01382
ITA,2016,22.663,0.01336
ITA,2017,20.428,0.01176
ITA,2018,23.108,0.01304
ITA,2019,29.591,0.01652
ITA,2020,-101.888,-0.06169
ITA,2021,-96.471,-0.05581
JAM,1995,21.777,0.09006
JAM,1996,12.314,0.04429
JAM,1997,4.601,0.01511
JAM,1998,15.418,0.04729
JAM,1999,29.209,0.08135
JAM,2000,39.748,0.10063
JAM,2001,29.807,0.06879
JAM,2002,29.454,0.06063
JAM,2003,59.796,0.10505
JAM,2004,65.505,0.10237
JAM,2005,70.68,0.09852
JAM,2006,57.427,0.07083
JAM,2007,72.012,0.07872
JAM,2008,49.984,0.04938
JAM,2009,67.451,0.06188
JAM,2010,54.145,0.0462
JAM,2011,39.97,0.0317
JAM,2012,72.327,0.05399
JAM,2013,111.659,0.07636
JAM,2014,117.242,0.07474
JAM,2015,120.796,0.07152
JAM,2016,135.88,0.076
JAM,2017,143.904,0.07462
JAM,2018,153.439,0.07473
JAM,2019,150.892,0.07114
JAM,2020,58.434,0.0296
JAM,2021,126.58,0.0584
JPN,1995,,-0.03179
JPN,1996,,-0.03739
JPN,1997,,-0.02393
JPN,1998,,-0.08784
JPN,1999,,-0.05474
JPN,2000,,-0.06849
JPN,2001,,-0.05225
JPN,2002,,-0.0653
JPN,2003,,-0.06717
JPN,2004,,-0.04762
JPN,2005,,-0.04155
JPN,2006,,-0.02892
JPN,2007,,-0.02627
JPN,2008,,-0.03656
JPN,2009,,-0.09085
JPN,2010,,-0.0839
JPN,2011,,-0.08146
JPN,2012,,-0.07294
JPN,2013,,-0.06761
JPN,2014,,-0.04774
JPN,2015,,-0.02896
JPN,2016,,-0.02775
JPN,2017,,-0.02382
JPN,2018,,-0.01903
JPN,2019,,-0.02429
JPN,2020,,-0.11884
JPN,2021,,-0.08873
JOR,1995,0.152,0.03122
JOR,1996,0.056,0.01107
JOR,1997,0.064,0.01215
JOR,1998,-0.075,-0.01299
JOR,1999,0.096,0.01619
JOR,2000,0.048,0.00779
JOR,2001,0.075,0.01143
JOR,2002,-0.084,-0.01195
JOR,2003,0.06,0.00805
JOR,2004,0.119,0.0143
JOR,2005,-0.252,-0.02741
JOR,2006,-0.129,-0.01173
JOR,2007,-0.296,-0.02365
JOR,2008,-0.412,-0.02562
JOR,2009,-1.164,-0.06683
JOR,2010,-1.12,-0.05814
JOR,2011,-1.642,-0.07833
JOR,2012,-2.649,-0.11793
JOR,2013,-1.74,-0.07113
JOR,2014,-1.313,-0.05018
JOR,2015,-1.411,-0.0515
JOR,2016,-0.217,-0.00768
JOR,2017,-0.216,-0.00733
JOR,2018,-0.431,-0.01414
JOR,2019,-0.773,-0.02446
JOR,2020,-1.478,-0.04795
JOR,2021,-1.158,-0.03632
KAZ,1995,,
KAZ,1996,,
KAZ,1997,,
KAZ,1998,,
KAZ,1999,,
KAZ,2000,,
KAZ,2001,,
KAZ,2002,83.37,0.02208
KAZ,2003,169.964,0.03685
KAZ,2004,160.822,0.0274
KAZ,2005,424.967,0.05599
KAZ,2006,734.92,0.07195
KAZ,2007,537.464,0.04183
KAZ,2008,247.223,0.0154
KAZ,2009,-240.918,-0.01417
KAZ,2010,396.14,0.01816
KAZ,2011,,0.05708
KAZ,2012,,0.03783
KAZ,2013,,0.04418
KAZ,2014,799.064,0.02014
KAZ,2015,,-0.05887
KAZ,2016,,-0.04279
KAZ,2017,,-0.05229
KAZ,2018,,0.01786
KAZ,2019,-531.744,-0.00765
KAZ,2020,,-0.07974
KAZ,2021,,-0.03375
KEN,1995,28.586,0.04654
KEN,1996,25.388,0.03277
KEN,1997,17.482,0.02018
KEN,1998,24.08,0.02534
KEN,1999,32.555,0.03225
KEN,2000,26.2,0.02433
KEN,2001,10.385,0.00909
KEN,2002,-3.157,-0.00271
KEN,2003,4.219,0.00331
KEN,2004,20.81,0.01455
KEN,2005,5.121,0.00323
KEN,2006,-6.861,-0.00368
KEN,2007,-16.957,-0.00788
KEN,2008,-43.464,-0.0175
KEN,2009,-76.532,-0.02673
KEN,2010,-79.672,-0.02514
KEN,2011,-82.297,-0.02209
KEN,2012,-122.893,-0.02884
KEN,2013,-156.431,-0.03297
KEN,2014,-258.639,-0.04787
KEN,2015,-330.555,-0.0526
KEN,2016,-375.274,-0.05344
KEN,2017,-368.621,-0.04514
KEN,2018,-330.438,-0.03716
KEN,2019,-382.188,-0.03924
KEN,2020,-476.626,-0.04529
KEN,2021,-476.158,-0.04047
KIR,1995,-0.005,-0.06156
KIR,1996,-0.021,-0.24525
KIR,1997,0.007,0.0756
KIR,1998,0.018,0.16834
KIR,1999,-0.002,-0.01856
KIR,2000,,0.00124
KIR,2001,-0.014,-0.11094
KIR,2002,0.004,0.03379
KIR,2003,-0.013,-0.09402
KIR,2004,-0.027,-0.19411
KIR,2005,-0.015,-0.1
KIR,2006,-0.018,-0.12399
KIR,2007,-0.02,-0.12874
KIR,2008,-0.028,-0.16406
KIR,2009,-0.015,-0.08938
KIR,2010,-0.014,-0.08169
KIR,2011,-0.034,-0.19245
KIR,2012,-0.012,-0.06324
KIR,2013,0.024,0.12431
KIR,2014,0.078,0.38902
KIR,2015,0.108,0.47537
KIR,2016,0.057,0.23642
KIR,2017,0.099,0.40555
KIR,2018,-0.004,-0.01414
KIR,2019,0.025,0.08657
KIR,2020,-0.008,-0.02876
KIR,2021,-0.034,-0.11263
KOR,1995,,0.0268
KOR,1996,,0.02778
KOR,1997,,0.02811
KOR,1998,,0.01763
KOR,1999,,0.02182
KOR,2000,,0.05107
KOR,2001,,0.03526
KOR,2002,,0.04218
KOR,2003,,0.02352
KOR,2004,,0.01048
KOR,2005,,0.01877
KOR,2006,,0.02241
KOR,2007,,0.01308
KOR,2008,,0.00992
KOR,2009,,-0.00678
KOR,2010,,0.00727
KOR,2011,,0.00895
KOR,2012,,0.01037
KOR,2013,,0.00176
KOR,2014,-503.563,-0.00032
KOR,2015,,0.0019
KOR,2016,,0.01359
KOR,2017,,0.01844
KOR,2018,,0.02148
KOR,2019,,-0.00144
KOR,2020,,-0.03311
KOR,2021,,-0.03248
UVK,1995,,
UVK,1996,,
UVK,1997,,
UVK,1998,,
UVK,1999,,
UVK,2000,,
UVK,2001,,
UVK,2002,0.098,0.03445
UVK,2003,0.047,0.0159
UVK,2004,-0.138,-0.04732
UVK,2005,-0.07,-0.02341
UVK,2006,0.085,0.02712
UVK,2007,0.237,0.06858
UVK,2008,0.001,0.00036
UVK,2009,0.058,0.01436
UVK,2010,-0.031,-0.00712
UVK,2011,-0.038,-0.00784
UVK,2012,-0.107,-0.02119
UVK,2013,-0.162,-0.03042
UVK,2014,-0.129,-0.02314
UVK,2015,-0.095,-0.01642
UVK,2016,-0.09,-0.01477
UVK,2017,-0.074,-0.0116
UVK,2018,-0.177,-0.02633
UVK,2019,-0.179,-0.02518
UVK,2020,-0.497,-0.07288
UVK,2021,-0.389,-0.05451
KWT,1995,-0.764,-0.09412
KWT,1996,0.029,0.00312
KWT,1997,0.165,0.01796
KWT,1998,-0.823,-0.10406
KWT,1999,-0.043,-0.00472
KWT,2000,1.819,0.1572
KWT,2001,1.518,0.14192
KWT,2002,1.175,0.10137
KWT,2003,1.439,0.10092
KWT,2004,2.407,0.13741
KWT,2005,5.856,0.24821
KWT,2006,5.653,0.19182
KWT,2007,8.327,0.25557
KWT,2008,4.4,0.11106
KWT,2009,5.518,0.18094
KWT,2010,5.584,0.16879
KWT,2011,11.272,0.26516
KWT,2012,12.39,0.25429
KWT,2013,12.726,0.25765
KWT,2014,5.867,0.12676
KWT,2015,-2.584,-0.07497
KWT,2016,-4.702,-0.14224
KWT,2017,-3.424,-0.09353
KWT,2018,-1.289,-0.03035
KWT,2019,-3.582,-0.08765
KWT,2020,-7.614,-0.23036
KWT,2021,-6.76,-0.17542
KGZ,1995,-2.114,-0.13096
KGZ,1996,-1.844,-0.07881
KGZ,1997,-2.335,-0.07614
KGZ,1998,-3.375,-0.09876
KGZ,1999,-5.156,-0.10581
KGZ,2000,-5.569,-0.08521
KGZ,2001,-3.758,-0.05086
KGZ,2002,-3.233,-0.0429
KGZ,2003,-3.067,-0.03656
KGZ,2004,-3.339,-0.03539
KGZ,2005,-2.259,-0.02239
KGZ,2006,-1.382,-0.01215
KGZ,2007,2.728,0.01923
KGZ,2008,5.025,0.02673
KGZ,2009,2.371,0.01178
KGZ,2010,-11.294,-0.05125
KGZ,2011,-10.699,-0.03741
KGZ,2012,-15.271,-0.04919
KGZ,2013,-10.152,-0.02857
KGZ,2014,-9.254,-0.02309
KGZ,2015,-7.307,-0.01697
KGZ,2016,-23.281,-0.04888
KGZ,2017,-15.192,-0.02864
KGZ,2018,2.466,0.00433
KGZ,2019,4.638,0.00786
KGZ,2020,-33.107,-0.05756
KGZ,2021,-22.191,-0.03409
LAO,1995,,
LAO,1996,,
LAO,1997,,
LAO,1998,,
LAO,1999,,
LAO,2000,-457.639,-0.03238
LAO,2001,-566.859,-0.034
LAO,2002,-483.862,-0.02457
LAO,2003,-808.578,-0.03419
LAO,2004,-306.161,-0.01091
LAO,2005,-563.523,-0.01735
LAO,2006,-369.801,-0.00931
LAO,2007,-280.693,-0.00615
LAO,2008,-733.52,-0.01412
LAO,2009,,-0.02716
LAO,2010,-633.123,-0.01021
LAO,2011,-641.751,-0.00892
LAO,2012,,-0.01661
LAO,2013,,-0.03154
LAO,2014,,-0.02414
LAO,2015,,-0.04806
LAO,2016,,-0.04164
LAO,2017,,-0.04568
LAO,2018,,-0.03538
LAO,2019,,-0.03687
LAO,2020,,-0.04122
LAO,2021,,-0.03606
LVA,1995,,
LVA,1996,,
LVA,1997,,
LVA,1998,0.002,0.00029
LVA,1999,-0.174,-0.02771
LVA,2000,-0.106,-0.0154
LVA,2001,-0.08,-0.01073
LVA,2002,-0.144,-0.01717
LVA,2003,-0.079,-0.0083
LVA,2004,-0.032,-0.00287
LVA,2005,-0.064,-0.0047
LVA,2006,0.003,0.00019
LVA,2007,0.208,0.00919
LVA,2008,-0.676,-0.02765
LVA,2009,-1.104,-0.05834
LVA,2010,-0.907,-0.05032
LVA,2011,-0.357,-0.01748
LVA,2012,0.372,0.01689
LVA,2013,0.201,0.00879
LVA,2014,-0.047,-0.00198
LVA,2015,0.062,0.00253
LVA,2016,0.208,0.00822
LVA,2017,0.075,0.00279
LVA,2018,0.061,0.00208
LVA,2019,0.146,0.00481
LVA,2020,-0.886,-0.0302
LVA,2021,-1.808,-0.05841
LBN,1995,-551.22,-0.031
LBN,1996,,-0.12524
LBN,1997,,-0.09993
LBN,1998,,-0.04311
LBN,1999,-704.201,-0.0272
LBN,2000,,-0.07586
LBN,2001,,-0.04552
LBN,2002,115.339,0.00406
LBN,2003,771.15,0.02626
LBN,2004,785.686,0.02464
LBN,2005,631.813,0.0195
LBN,2006,871.058,0.02624
LBN,2007,640.842,0.01712
LBN,2008,652.464,0.01486
LBN,2009,,0.02769
LBN,2010,,0.02722
LBN,2011,,0.03467
LBN,2012,-131.692,-0.00198
LBN,2013,-515.457,-0.00729
LBN,2014,,0.0249
LBN,2015,,0.01446
LBN,2016,335,0.00434
LBN,2017,604.808,0.00755
LBN,2018,,-0.01443
LBN,2019,-244.209,-0.00308
LBN,2020,,-0.05656
LBN,2021,,
LSO,1995,0.156,0.04087
LSO,1996,-0.05,-0.01161
LSO,1997,-0.114,-0.02358
LSO,1998,-0.72,-0.1348
LSO,1999,-0.885,-0.1529
LSO,2000,0.053,0.00836
LSO,2001,-0.083,-0.01129
LSO,2002,-0.006,-0.00067
LSO,2003,0.216,0.02398
LSO,2004,0.754,0.07546
LSO,2005,0.599,0.0541
LSO,2006,1.706,0.14091
LSO,2007,1.556,0.12412
LSO,2008,1.29,0.08813
LSO,2009,-0.357,-0.02354
LSO,2010,-1.33,-0.07848
LSO,2011,-2.728,-0.14262
LSO,2012,-0.164,-0.00783
LSO,2013,-0.531,-0.02237
LSO,2014,1.031,0.03764
LSO,2015,-0.121,-0.00397
LSO,2016,-2.667,-0.08549
LSO,2017,-0.288,-0.00941
LSO,2018,-0.974,-0.03051
LSO,2019,-2.048,-0.06052
LSO,2020,-2.05,-0.06064
LSO,2021,-2.144,-0.0587
LBR,1995,,
LBR,1996,,
LBR,1997,,
LBR,1998,,
LBR,1999,,
LBR,2000,0.006,0.00703
LBR,2001,-0.003,-0.00337
LBR,2002,-0.007,-0.00762
LBR,2003,0.011,0.0139
LBR,2004,-0.002,-0.00214
LBR,2005,-0.003,-0.0031
LBR,2006,0.05,0.04321
LBR,2007,0.038,0.02612
LBR,2008,-0.034,-0.02016
LBR,2009,-0.011,-0.00639
LBR,2010,0.034,0.01732
LBR,2011,-0.096,-0.04075
LBR,2012,-0.076,-0.02832
LBR,2013,-0.167,-0.05563
LBR,2014,-0.09,-0.02922
LBR,2015,-0.13,-0.04198
LBR,2016,-0.113,-0.03475
LBR,2017,-0.143,-0.04286
LBR,2018,-0.139,-0.04272
LBR,2019,-0.108,-0.03538
LBR,2020,-0.055,-0.01818
LBR,2021,-0.055,-0.01624
LBY,1995,0.559,0.04944
LBY,1996,1.63,0.12633
LBY,1997,-0.18,-0.01291
LBY,1998,-0.218,-0.0156
LBY,1999,1.103,0.06612
LBY,2000,2.759,0.14077
LBY,2001,0.089,0.00432
LBY,2002,1.877,0.07215
LBY,2003,2.139,0.06363
LBY,2004,5.027,0.11675
LBY,2005,19.419,0.31355
LBY,2006,22.964,0.31807
LBY,2007,24.364,0.28581
LBY,2008,29.364,0.32502
LBY,2009,-4.162,-0.06534
LBY,2010,10.952,0.12534
LBY,2011,-6.752,-0.17237
LBY,2012,28.735,0.28556
LBY,2013,-3.371,-0.05108
LBY,2014,-22.783,-0.73801
LBY,2015,-31.101,-1.30796
LBY,2016,-29.185,-1.1318
LBY,2017,-18.192,-0.43464
LBY,2018,-13.364,-0.23281
LBY,2019,-13.241,-0.23995
LBY,2020,-31.096,-1.02976
LBY,2021,0.27,0.00251
LTU,1995,,
LTU,1996,,
LTU,1997,,
LTU,1998,,
LTU,1999,,
LTU,2000,-0.384,-0.02879
LTU,2001,-0.365,-0.02573
LTU,2002,-0.134,-0.00883
LTU,2003,-0.058,-0.00351
LTU,2004,-0.143,-0.00783
LTU,2005,0.028,0.00134
LTU,2006,0.028,0.00116
LTU,2007,-0.15,-0.00516
LTU,2008,-0.905,-0.02771
LTU,2009,-2.2,-0.0818
LTU,2010,-1.618,-0.05771
LTU,2011,-2.27,-0.07247
LTU,2012,-0.387,-0.01158
LTU,2013,-0.312,-0.00891
LTU,2014,0.36,0.00985
LTU,2015,0.486,0.01302
LTU,2016,0.621,0.01597
LTU,2017,0.678,0.01604
LTU,2018,0.69,0.01516
LTU,2019,0.514,0.01054
LTU,2020,-3.784,-0.07755
LTU,2021,-2.955,-0.05789
LUX,1995,0.192,0.01275
LUX,1996,0.187,0.01188
LUX,1997,0.255,0.01553
LUX,1998,0.326,0.01875
LUX,1999,0.468,0.0236
LUX,2000,0.994,0.04307
LUX,2001,1.007,0.04237
LUX,2002,0.223,0.00888
LUX,2003,-0.165,-0.00629
LUX,2004,-0.608,-0.02175
LUX,2005,-0.275,-0.00916
LUX,2006,0.388,0.01148
LUX,2007,1.255,0.03375
LUX,2008,0.85,0.02228
LUX,2009,-0.281,-0.00759
LUX,2010,-0.216,-0.00538
LUX,2011,0.162,0.00376
LUX,2012,0.127,0.00289
LUX,2013,0.332,0.00714
LUX,2014,0.555,0.01113
LUX,2015,0.567,0.01089
LUX,2016,0.954,0.01739
LUX,2017,0.662,0.01165
LUX,2018,1.762,0.02934
LUX,2019,1.462,0.02302
LUX,2020,-2.55,-0.03976
LUX,2021,-1.144,-0.01658
MAC,1995,,
MAC,1996,0.76,
MAC,1997,1.863,
MAC,1998,0.481,
MAC,1999,-0.284,
MAC,2000,0.805,
MAC,2001,1.798,0.03263
MAC,2002,1.577,0.02662
MAC,2003,3.175,0.04799
MAC,2004,6.658,0.07798
MAC,2005,8.1,0.08315
MAC,2006,11.593,0.09741
MAC,2007,24.267,0.16377
MAC,2008,29.477,0.17479
MAC,2009,23.037,0.13365
MAC,2010,43.855,0.19405
MAC,2011,72.887,0.24671
MAC,2012,82.755,0.23981
MAC,2013,111.112,0.26986
MAC,2014,105.947,0.2416
MAC,2015,49.701,0.13813
MAC,2016,41.132,0.11411
MAC,2017,53.677,0.13255
MAC,2018,59.369,0.13299
MAC,2019,64.192,0.14421
MAC,2020,,
MAC,2021,,
MDG,1995,-29.006,-0.00886
MDG,1996,-7.22,-0.0018
MDG,1997,23.099,0.00532
MDG,1998,-143.506,-0.02996
MDG,1999,-31.582,-0.00587
MDG,2000,-24.949,-0.00398
MDG,2001,-140.634,-0.01962
MDG,2002,-167.336,-0.02288
MDG,2003,-112.046,-0.0142
MDG,2004,-161.129,-0.01702
MDG,2005,-23.844,-0.00203
MDG,2006,-130.312,-0.00951
MDG,2007,-213.015,-0.01334
MDG,2008,-188.4,-0.01028
MDG,2009,-296.922,-0.01578
MDG,2010,-10.738,-0.00051
MDG,2011,-307.702,-0.01315
MDG,2012,-413.57,-0.01627
MDG,2013,-774.36,-0.02824
MDG,2014,-450.523,-0.0149
MDG,2015,-716.454,-0.02157
MDG,2016,-138.432,-0.00368
MDG,2017,-577.937,-0.01408
MDG,2018,-261.034,-0.0056
MDG,2019,-369.101,-0.00703
MDG,2020,,-0.03515
MDG,2021,,-0.04912
MWI,1995,,
MWI,1996,,
MWI,1997,,
MWI,1998,,
MWI,1999,,
MWI,2000,,
MWI,2001,,
MWI,2002,-9.271,-0.03459
MWI,2003,4.729,0.01512
MWI,2004,6.569,0.01735
MWI,2005,8.456,0.01953
MWI,2006,18.58,0.03417
MWI,2007,-9.606,-0.01548
MWI,2008,-16.96,-0.02268
MWI,2009,-17.58,-0.02011
MWI,2010,30.513,0.02913
MWI,2011,-23.133,-0.01847
MWI,2012,-9.241,-0.00615
MWI,2013,-33.346,-0.01658
MWI,2014,-0.362,-0.00014
MWI,2015,-84.393,-0.02638
MWI,2016,-102.436,-0.02598
MWI,2017,-155.774,-0.03423
MWI,2018,-115.755,-0.02287
MWI,2019,-123.112,-0.02156
MWI,2020,-452.57,-0.07259
MWI,2021,-511.248,-0.07411
MYS,1995,12.837,0.05298
MYS,1996,14.236,0.05152
MYS,1997,19.663,0.06407
MYS,1998,3.253,0.01055
MYS,1999,-4.771,-0.01456
MYS,2000,-17.68,-0.04555
MYS,2001,-11.228,-0.02924
MYS,2002,-9.819,-0.02353
MYS,2003,-20.52,-0.04499
MYS,2004,-15.071,-0.02919
MYS,2005,-8.196,-0.0144
MYS,2006,-10.269,-0.01643
MYS,2007,-13.05,-0.01873
MYS,2008,-16.473,-0.02043
MYS,2009,-36.526,-0.04892
MYS,2010,-24.187,-0.02903
MYS,2011,-18.355,-0.01985
MYS,2012,-20.405,-0.02071
MYS,2013,-22.111,-0.0214
MYS,2014,-10.169,-0.00906
MYS,2015,-10.979,-0.00933
MYS,2016,-9.485,-0.00759
MYS,2017,-8.452,-0.00616
MYS,2018,-10.968,-0.00758
MYS,2019,-2.809,-0.00186
MYS,2020,-46.199,-0.03265
MYS,2021,-44.658,-0.02855
MDV,1995,-0.324,-0.05907
MDV,1996,-0.111,-0.01787
MDV,1997,-0.157,-0.0205
MDV,1998,-0.198,-0.02431
MDV,1999,-0.262,-0.02947
MDV,2000,-0.346,-0.03668
MDV,2001,-0.352,-0.03585
MDV,2002,-0.377,-0.03552
MDV,2003,-0.429,-0.03184
MDV,2004,-0.287,-0.01828
MDV,2005,-1.093,-0.07342
MDV,2006,-0.79,-0.0392
MDV,2007,-0.678,-0.02835
MDV,2008,-2.733,-0.09398
MDV,2009,-4.851,-0.16159
MDV,2010,-3.851,-0.11625
MDV,2011,-2.105,-0.05196
MDV,2012,-1.869,-0.04214
MDV,2013,-1.086,-0.02144
MDV,2014,-2.676,-0.04706
MDV,2015,-2.971,-0.04706
MDV,2016,-4.686,-0.06963
MDV,2017,-1.138,-0.01556
MDV,2018,-4.935,-0.0605
MDV,2019,-4.222,-0.04865
MDV,2020,-10.774,-0.18618
MDV,2021,-12.276,-0.17564
MLI,1995,,
MLI,1996,,
MLI,1997,,
MLI,1998,,
MLI,1999,,
MLI,2000,-39.58,-0.01882
MLI,2001,-56.482,-0.02224
MLI,2002,-65.506,-0.02416
MLI,2003,-13.674,-0.005
MLI,2004,-50.665,-0.01761
MLI,2005,-72.796,-0.0221
MLI,2006,,0.28213
MLI,2007,-94.809,-0.02429
MLI,2008,-72.64,-0.01655
MLI,2009,-163.156,-0.03391
MLI,2010,-114.607,-0.02167
MLI,2011,-173.846,-0.02839
MLI,2012,-27.878,-0.00439
MLI,2013,-122.742,-0.01877
MLI,2014,-163.005,-0.02298
MLI,2015,-95.235,-0.01229
MLI,2016,-271.814,-0.0327
MLI,2017,-180.914,-0.02028
MLI,2018,-365.666,-0.03856
MLI,2019,-66.4,-0.00655
MLI,2020,-436.792,-0.04308
MLI,2021,-448.395,-0.04183
MLT,1995,,
MLT,1996,,
MLT,1997,,
MLT,1998,,
MLT,1999,,
MLT,2000,-0.063,-0.01519
MLT,2001,-0.109,-0.02536
MLT,2002,-0.072,-0.01588
MLT,2003,-0.265,-0.05544
MLT,2004,-0.034,-0.0069
MLT,2005,0.059,0.01151
MLT,2006,0.064,0.01179
MLT,2007,0.077,0.01326
MLT,2008,-0.051,-0.00828
MLT,2009,0.002,3e-04
MLT,2010,0.046,0.00671
MLT,2011,0.052,0.00754
MLT,2012,-0.035,-0.00473
MLT,2013,0.034,0.00423
MLT,2014,0.082,0.00938
MLT,2015,0.124,0.01242
MLT,2016,0.32,0.03022
MLT,2017,0.584,0.04986
MLT,2018,0.44,0.03493
MLT,2019,0.25,0.01841
MLT,2020,-0.99,-0.07761
MLT,2021,-0.594,-0.04394
MHL,1995,-0.015,
MHL,1996,0.025,
MHL,1997,0.015,0.13895
MHL,1998,0.021,0.18089
MHL,1999,0.015,0.12616
MHL,2000,0.011,0.0963
MHL,2001,0.011,0.091
MHL,2002,0.007,0.05561
MHL,2003,0.015,0.11235
MHL,2004,-0.001,-0.00973
MHL,2005,-0.03,-0.21826
MHL,2006,0.001,0.00887
MHL,2007,0.001,0.00876
MHL,2008,0.007,0.04425
MHL,2009,0.003,0.02126
MHL,2010,0.007,0.04085
MHL,2011,0.005,0.02961
MHL,2012,,3e-04
MHL,2013,0.001,0.00402
MHL,2014,0.007,0.03675
MHL,2015,0.006,0.03209
MHL,2016,0.009,0.04261
MHL,2017,0.01,0.04716
MHL,2018,0.006,0.02823
MHL,2019,-0.004,-0.01503
MHL,2020,0.001,0.00292
MHL,2021,0.002,0.00837
MRT,1995,,
MRT,1996,,
MRT,1997,,
MRT,1998,,
MRT,1999,,
MRT,2000,,
MRT,2001,,
MRT,2002,,
MRT,2003,,
MRT,2004,-0.723,-0.01153
MRT,2005,-0.853,-0.01093
MRT,2006,3.705,0.03519
MRT,2007,-0.412,-0.00367
MRT,2008,-2.473,-0.01994
MRT,2009,-2.823,-0.02282
MRT,2010,0.804,0.00518
MRT,2011,1.619,0.00851
MRT,2012,4.586,0.02298
MRT,2013,0.131,6e-04
MRT,2014,-3.687,-0.01847
MRT,2015,-3.111,-0.01554
MRT,2016,2.04,0.00905
MRT,2017,3.519,0.01454
MRT,2018,11.662,0.04637
MRT,2019,10.319,0.03546
MRT,2020,12.069,0.03931
MRT,2021,-3.956,-0.01114
MUS,1995,,
MUS,1996,,
MUS,1997,,
MUS,1998,,
MUS,1999,,
MUS,2000,-1.006,-0.0075
MUS,2001,-2.829,-0.01939
MUS,2002,-2.489,-0.01551
MUS,2003,-1.783,-0.00995
MUS,2004,-1.427,-0.00734
MUS,2005,-1.727,-0.00817
MUS,2006,-1.241,-0.00519
MUS,2007,1.793,0.00665
MUS,2008,3.012,0.01046
MUS,2009,0.595,0.00198
MUS,2010,0.29,0.00091
MUS,2011,-1.093,-0.00321
MUS,2012,3.402,0.00941
MUS,2013,-3.598,-0.00941
MUS,2014,-2.9,-0.00723
MUS,2015,-5.444,-0.0129
MUS,2016,-2.144,-0.0048
MUS,2017,3.431,0.00731
MUS,2018,1.681,0.00342
MUS,2019,-25.436,-0.0544
MUS,2020,-35.296,-0.07716
MUS,2021,-20.601,-0.04122
MEX,1995,38.812,0.01679
MEX,1996,5.674,0.00182
MEX,1997,-1.665,-0.00042
MEX,1998,-99.341,-0.02065
MEX,1999,-91.263,-0.0159
MEX,2000,22.927,0.00343
MEX,2001,83.876,0.01186
MEX,2002,63.144,0.00847
MEX,2003,50.513,0.00642
