ISO,Year,Primary Outcome,Primary Outcome/GDP
MEX,2004,126.302,0.01431
MEX,2005,126.879,0.01327
MEX,2006,151.528,0.01425
MEX,2007,123.068,0.0107
MEX,2008,254.695,0.02062
MEX,2009,-126.325,-0.01039
MEX,2010,-162.403,-0.01215
MEX,2011,-104.578,-0.00713
MEX,2012,-145.191,-0.00918
MEX,2013,-154.546,-0.00949
MEX,2014,-305.455,-0.01747
MEX,2015,-224.291,-0.01208
MEX,2016,70.875,0.00352
MEX,2017,573.728,0.02616
MEX,2018,371.395,0.01579
MEX,2019,343.372,0.01405
MEX,2020,-138.197,-0.00598
MEX,2021,55.752,0.00225
FSM,1995,0.006,0.02603
FSM,1996,0.011,0.04968
FSM,1997,0.01,0.04968
FSM,1998,-0.004,-0.01636
FSM,1999,-0.009,-0.03878
FSM,2000,-0.006,-0.02685
FSM,2001,-0.013,-0.0519
FSM,2002,0.018,0.07363
FSM,2003,0.007,0.02795
FSM,2004,-0.008,-0.03508
FSM,2005,-0.013,-0.05383
FSM,2006,-0.013,-0.05188
FSM,2007,-0.009,-0.03316
FSM,2008,-0.003,-0.01309
FSM,2009,0.006,0.02146
FSM,2010,0.002,0.00733
FSM,2011,-0.001,-0.00257
FSM,2012,0.004,0.01197
FSM,2013,0.01,0.03255
FSM,2014,0.037,0.11493
FSM,2015,0.034,0.10706
FSM,2016,0.025,0.07561
FSM,2017,0.053,0.1449
FSM,2018,0.098,0.2445
FSM,2019,0.064,0.15386
FSM,2020,-0.001,-0.00301
FSM,2021,-0.013,-0.0321
MDA,1995,0.098,0.01511
MDA,1996,-0.336,-0.04309
MDA,1997,-0.289,-0.03243
MDA,1998,0.282,0.03096
MDA,1999,0.542,0.04397
MDA,2000,0.441,0.02699
MDA,2001,0.732,0.0384
MDA,2002,0.22,0.00977
MDA,2003,0.71,0.0257
MDA,2004,0.802,0.02503
MDA,2005,1.013,0.0269
MDA,2006,0.267,0.00597
MDA,2007,0.714,0.01336
MDA,2008,0.185,0.00294
MDA,2009,-3.014,-0.04988
MDA,2010,-1.322,-0.01532
MDA,2011,-1.351,-0.01368
MDA,2012,-1.342,-0.01272
MDA,2013,-1.344,-0.01124
MDA,2014,-1.492,-0.01118
MDA,2015,-1.733,-0.01189
MDA,2016,-0.675,-0.0042
MDA,2017,0.815,0.00455
MDA,2018,-0.087,-0.00046
MDA,2019,-1.382,-0.00658
MDA,2020,-8.913,-0.04474
MDA,2021,-9.795,-0.04524
MNG,1995,-30.564,-0.04014
MNG,1996,-46.896,-0.05437
MNG,1997,-54.335,-0.04983
MNG,1998,-105.546,-0.09551
MNG,1999,-89.761,-0.07107
MNG,2000,-53.063,-0.03709
MNG,2001,-43.718,-0.02683
MNG,2002,-53.85,-0.02968
MNG,2003,-44.233,-0.0207
MNG,2004,-14.987,-0.00545
MNG,2005,94.731,0.03115
MNG,2006,323.567,0.08034
MNG,2007,149.363,0.03013
MNG,2008,-276.455,-0.04217
MNG,2009,-313.012,-0.04749
MNG,2010,83.835,0.00859
MNG,2011,-491.449,-0.03731
MNG,2012,-916.071,-0.05489
MNG,2013,92.682,0.00483
MNG,2014,-327.694,-0.01474
MNG,2015,-423.521,-0.01829
MNG,2016,,-0.11169
MNG,2017,101.717,0.00365
MNG,2018,,0.06199
MNG,2019,,0.03217
MNG,2020,,-0.07022
MNG,2021,,-0.03181
MNE,1995,,
MNE,1996,,
MNE,1997,,
MNE,1998,,
MNE,1999,,
MNE,2000,,
MNE,2001,,
MNE,2002,-0.006,-0.00463
MNE,2003,-0.046,-0.03062
MNE,2004,-0.015,-0.00901
MNE,2005,-0.005,-0.00276
MNE,2006,0.118,0.05431
MNE,2007,0.255,0.0947
MNE,2008,-0.047,-0.01529
MNE,2009,-0.175,-0.0586
MNE,2010,-0.121,-0.03864
MNE,2011,-0.172,-0.05276
MNE,2012,-0.126,-0.03966
MNE,2013,-0.08,-0.02371
MNE,2014,0.054,0.01568
MNE,2015,-0.132,-0.03601
MNE,2016,-0.159,-0.04018
MNE,2017,-0.19,-0.04427
MNE,2018,-0.189,-0.04049
MNE,2019,-0.017,-0.00339
MNE,2020,-0.337,-0.08025
MNE,2021,-0.163,-0.03513
MAR,1995,7.623,0.02287
MAR,1996,20.817,0.05534
MAR,1997,23.225,0.06227
MAR,1998,24.233,0.06035
MAR,1999,31.746,0.07778
MAR,2000,9.902,0.02398
MAR,2001,0.461,0.00103
MAR,2002,-5.103,-0.01096
MAR,2003,-3.163,-0.00634
MAR,2004,-1.689,-0.00319
MAR,2005,-15.381,-0.02783
MAR,2006,6.71,0.01111
MAR,2007,18.34,0.02832
MAR,2008,23.039,0.03213
MAR,2009,4.247,0.00567
MAR,2010,-15.844,-0.02019
MAR,2011,-35.678,-0.04351
MAR,2012,-40.122,-0.04732
MAR,2013,-22.515,-0.02507
MAR,2014,-19.233,-0.02078
MAR,2015,-18.381,-0.0186
MAR,2016,-18.538,-0.0183
MAR,2017,-10.066,-0.00947
MAR,2018,-14.071,-0.01269
MAR,2019,-17.685,-0.01536
MAR,2020,-55.11,-0.05105
MAR,2021,-43.192,-0.0381
MOZ,1995,-0.335,-0.01254
MOZ,1996,-0.471,-0.01001
MOZ,1997,-0.488,-0.00849
MOZ,1998,-0.246,-0.00369
MOZ,1999,0.072,0.00096
MOZ,2000,-1.028,-0.01216
MOZ,2001,-4.71,-0.04283
MOZ,2002,-3.467,-0.02604
MOZ,2003,-2.808,-0.01888
MOZ,2004,-4.357,-0.02542
MOZ,2005,-2.962,-0.01509
MOZ,2006,-5.948,-0.02559
MOZ,2007,-4.845,-0.01799
MOZ,2008,-4.692,-0.01536
MOZ,2009,-13.306,-0.04063
MOZ,2010,-10.518,-0.02793
MOZ,2011,-14.843,-0.03551
MOZ,2012,-12.65,-0.02727
MOZ,2013,-9.251,-0.0181
MOZ,2014,-51.272,-0.09231
MOZ,2015,-34.857,-0.05466
MOZ,2016,-22.79,-0.03028
MOZ,2017,0.394,0.00047
MOZ,2018,-21.669,-0.0242
MOZ,2019,29.746,0.03109
MOZ,2020,-22.785,-0.02306
MOZ,2021,-12.509,-0.01174
MMR,1995,,
MMR,1996,,
MMR,1997,,
MMR,1998,-51.738,-0.03311
MMR,1999,-63.309,-0.0291
MMR,2000,-114.183,-0.04204
MMR,2001,-156.36,-0.04476
MMR,2002,-134.732,-0.02565
MMR,2003,-222.742,-0.02916
MMR,2004,-312.563,-0.0325
MMR,2005,-271.495,-0.02219
MMR,2006,-374.871,-0.02247
MMR,2007,-540.848,-0.0235
MMR,2008,-443.969,-0.01526
MMR,2009,-685.313,-0.02072
MMR,2010,,-0.03662
MMR,2011,,-0.03125
MMR,2012,-643.632,-0.01304
MMR,2013,-233.639,-0.00423
MMR,2014,-40.886,-0.00066
MMR,2015,,-0.01615
MMR,2016,,-0.02603
MMR,2017,,-0.01524
MMR,2018,,-0.01623
MMR,2019,,-0.02434
MMR,2020,,-0.04007
MMR,2021,,-0.04958
NAM,1995,-0.112,-0.0084
NAM,1996,-0.405,-0.02621
NAM,1997,-0.126,-0.00738
NAM,1998,-0.131,-0.00705
NAM,1999,0.052,0.00234
NAM,2000,0.28,0.01001
NAM,2001,-0.094,-0.00294
NAM,2002,0.212,0.0059
NAM,2003,-0.865,-0.02238
NAM,2004,-0.214,-0.00491
NAM,2005,0.937,0.01947
NAM,2006,2.961,0.05295
NAM,2007,4.763,0.07476
NAM,2008,3.272,0.04583
NAM,2009,0.639,0.00829
NAM,2010,-3.182,-0.03766
NAM,2011,-5.334,-0.05657
NAM,2012,-1.79,-0.01635
NAM,2013,-3.775,-0.031
NAM,2014,-6.719,-0.04882
NAM,2015,-9.665,-0.06489
NAM,2016,-10.797,-0.06699
NAM,2017,-3.445,-0.01981
NAM,2018,-3.381,-0.01867
NAM,2019,-3.283,-0.0183
NAM,2020,-8.898,-0.05029
NAM,2021,-8.92,-0.047
NRU,1995,,
NRU,1996,,
NRU,1997,,
NRU,1998,,
NRU,1999,,
NRU,2000,,
NRU,2001,,
NRU,2002,,
NRU,2003,,
NRU,2004,,
NRU,2005,,
NRU,2006,,
NRU,2007,,
NRU,2008,,
NRU,2009,,
NRU,2010,,
NRU,2011,,
NRU,2012,,
NRU,2013,,
NRU,2014,,
NRU,2015,,
NRU,2016,,
NRU,2017,,
NRU,2018,,
NRU,2019,,
NRU,2020,,
NRU,2021,,
NPL,1995,,
NPL,1996,,
NPL,1997,,
NPL,1998,,
NPL,1999,,
NPL,2000,-3.629,-0.00779
NPL,2001,-8.596,-0.01703
NPL,2002,-8.366,-0.01593
NPL,2003,3.798,0.00675
NPL,2004,4.007,0.00653
NPL,2005,6.398,0.0095
NPL,2006,6.18,0.00826
NPL,2007,-0.459,-0.00055
NPL,2008,2.91,0.00312
NPL,2009,-18.154,-0.01607
NPL,2010,0.392,0.00029
NPL,2011,0.371,0.00024
NPL,2012,-7.09,-0.00403
NPL,2013,43.687,0.02241
NPL,2014,41.278,0.01849
NPL,2015,22.346,0.00922
NPL,2016,38.157,0.01463
NPL,2017,-73.876,-0.02401
NPL,2018,-186.645,-0.05401
NPL,2019,-173.181,-0.04488
NPL,2020,-176.874,-0.04485
NPL,2021,-349.879,-0.08275
NLD,1995,-14.713,-0.04465
NLD,1996,8.306,0.0241
NLD,1997,8.803,0.02385
NLD,1998,9.277,0.02353
NLD,1999,15.259,0.03638
NLD,2000,17.53,0.03878
NLD,2001,8.642,0.01793
NLD,2002,-0.189,-0.00038
NLD,2003,-6.114,-0.01192
NLD,2004,0.183,0.00035
NLD,2005,7.356,0.01335
NLD,2006,9.52,0.01629
NLD,2007,8.231,0.01329
NLD,2008,10.65,0.01646
NLD,2009,-23.278,-0.03725
NLD,2010,-25.027,-0.03915
NLD,2011,-19.426,-0.02987
NLD,2012,-16.59,-0.02541
NLD,2013,-10.291,-0.01558
NLD,2014,-5.555,-0.00827
NLD,2015,-5.659,-0.0082
NLD,2016,8.059,0.01138
NLD,2017,16.511,0.02237
NLD,2018,17.221,0.02225
NLD,2019,25.799,0.03184
NLD,2020,-41.068,-0.05153
NLD,2021,-33.821,-0.0407
NZL,1995,9.335,0.0985
NZL,1996,7.88,0.07845
NZL,1997,5.869,0.05649
NZL,1998,3.646,0.03446
NZL,1999,2.574,0.02317
NZL,2000,3.984,0.03366
NZL,2001,4.58,0.03628
NZL,2002,6.14,0.04594
NZL,2003,7.939,0.05605
NZL,2004,9.492,0.06205
NZL,2005,10.266,0.06388
NZL,2006,9.141,0.05412
NZL,2007,7.6,0.04149
NZL,2008,3.439,0.01815
NZL,2009,-2.843,-0.01481
NZL,2010,-9.634,-0.04783
NZL,2011,-8.723,-0.04134
NZL,2012,-2.822,-0.01307
NZL,2013,-1.178,-0.00516
NZL,2014,0.471,0.00195
NZL,2015,2.4,0.00954
NZL,2016,4.422,0.01657
NZL,2017,5.417,0.01889
NZL,2018,5.301,0.0175
NZL,2019,-5.259,-0.01649
NZL,2020,-15.919,-0.04943
NZL,2021,-14.182,-0.04202
NIC,1995,,
NIC,1996,,
NIC,1997,,
NIC,1998,,
NIC,1999,,
NIC,2000,2.764,0.04265
NIC,2001,2.141,0.02992
NIC,2002,4.028,0.0541
NIC,2003,3.423,0.04258
NIC,2004,2.964,0.03211
NIC,2005,3.31,0.03129
NIC,2006,2.519,0.0212
NIC,2007,2.64,0.01928
NIC,2008,-0.317,-0.00192
NIC,2009,-1.75,-0.01037
NIC,2010,0.225,0.0012
NIC,2011,0.793,0.00362
NIC,2012,1.219,0.00492
NIC,2013,-1.246,-0.00459
NIC,2014,-2.747,-0.00891
NIC,2015,-3.203,-0.00921
NIC,2016,-3.926,-0.01032
NIC,2017,-2.748,-0.00663
NIC,2018,-7.661,-0.01859
NIC,2019,3.268,0.00788
NIC,2020,-9.217,-0.02209
NIC,2021,-11.962,-0.02753
NER,1995,-14.501,-0.01266
NER,1996,12.41,0.01012
NER,1997,-15.26,-0.01146
NER,1998,-15.47,-0.00995
NER,1999,-46.81,-0.03007
NER,2000,-23.292,-0.01468
NER,2001,-20.877,-0.01168
NER,2002,-19.964,-0.01037
NER,2003,-25.3,-0.0129
NER,2004,-46.491,-0.02352
NER,2005,-25.067,-0.01088
NER,2006,774.112,0.31243
NER,2007,-13.361,-0.00488
NER,2008,41.565,0.0128
NER,2009,-129.627,-0.03759
NER,2010,-32.187,-0.00831
NER,2011,-80.295,-0.01946
NER,2012,-28.993,-0.00604
NER,2013,-85.911,-0.01704
NER,2014,-311.398,-0.05825
NER,2015,-359.695,-0.06283
NER,2016,-231.925,-0.0378
NER,2017,-220.371,-0.03392
NER,2018,-146.441,-0.02053
NER,2019,-194.544,-0.02572
NER,2020,-373.117,-0.04739
NER,2021,-282.33,-0.03299
NGA,1995,175.36,0.06057
NGA,1996,244.507,0.0647
NGA,1997,137.407,0.03342
NGA,1998,-136.056,-0.02965
NGA,1999,169.307,0.0319
NGA,2000,560.298,0.08123
NGA,2001,64.557,0.00794
NGA,2002,365.194,0.03223
NGA,2003,253.691,0.01907
NGA,2004,,0.06867
NGA,2005,,0.06775
NGA,2006,,0.09436
NGA,2007,-161.156,-0.00488
NGA,2008,,0.0633
NGA,2009,,-0.04675
NGA,2010,,-0.03543
NGA,2011,811.769,0.01274
NGA,2012,612.553,0.00844
NGA,2013,,-0.01676
NGA,2014,,-0.01464
NGA,2015,,-0.02659
NGA,2016,,-0.03358
NGA,2017,,-0.04045
NGA,2018,,-0.02613
NGA,2019,,-0.03079
NGA,2020,,-0.03724
NGA,2021,,-0.02754
MKD,1995,,
MKD,1996,,
MKD,1997,3.317,0.01662
MKD,1998,0.364,0.00174
MKD,1999,3.228,0.01438
MKD,2000,10.066,0.04048
MKD,2001,-10.487,-0.04155
MKD,2002,-9.975,-0.03858
MKD,2003,2.546,0.00947
MKD,2004,3.465,0.01234
MKD,2005,3.269,0.0106
MKD,2006,1.437,0.00429
MKD,2007,5.068,0.01359
MKD,2008,-1.228,-0.00296
MKD,2009,-8.45,-0.02038
MKD,2010,-7.368,-0.01685
MKD,2011,-8.012,-0.01726
MKD,2012,-13.551,-0.02904
MKD,2013,-14.647,-0.02918
MKD,2014,-17.044,-0.0323
MKD,2015,-12.967,-0.0232
MKD,2016,-9.26,-0.01557
MKD,2017,-8.487,-0.01373
MKD,2018,-3.901,-0.0059
MKD,2019,-5.519,-0.00801
MKD,2020,-45.835,-0.06903
MKD,2021,-30.042,-0.04294
NOR,1995,14.393,0.01494
NOR,1996,49.692,0.04712
NOR,1997,70.886,0.06211
NOR,1998,23.793,0.02045
NOR,1999,54.323,0.04292
NOR,2000,202.897,0.13461
NOR,2001,177.693,0.11359
NOR,2002,109.33,0.07004
NOR,2003,87.461,0.05398
NOR,2004,159.845,0.08965
NOR,2005,256.311,0.1288
NOR,2006,350.469,0.15813
NOR,2007,335.214,0.14263
NOR,2008,405.095,0.15538
NOR,2009,191.493,0.07885
NOR,2010,229.599,0.0886
NOR,2011,315.285,0.1129
NOR,2012,353.842,0.11938
NOR,2013,268.976,0.08758
NOR,2014,199.15,0.06341
NOR,2015,107.514,0.03456
NOR,2016,47.712,0.0154
NOR,2017,85.328,0.02589
NOR,2018,169.358,0.04765
NOR,2019,125.37,0.03513
NOR,2020,-304.455,-0.08932
NOR,2021,-84.924,-0.02234
OMN,1995,-0.216,-0.04061
OMN,1996,0.172,0.02926
OMN,1997,0.356,0.05844
OMN,1998,-0.267,-0.04954
OMN,1999,0.055,0.00915
OMN,2000,1.065,0.14199
OMN,2001,0.636,0.08504
OMN,2002,0.441,0.05691
OMN,2003,0.385,0.04632
OMN,2004,0.516,0.05422
OMN,2005,1.427,0.11942
OMN,2006,1.806,0.12618
OMN,2007,1.699,0.10501
OMN,2008,3.649,0.15581
OMN,2009,-0.25,-0.01343
OMN,2010,1.04,0.0474
OMN,2011,2.332,0.08916
OMN,2012,0.984,0.03341
OMN,2013,0.778,0.02568
OMN,2014,-0.662,-0.02123
OMN,2015,-4.274,-0.16127
OMN,2016,-5.488,-0.21796
OMN,2017,-3.63,-0.13373
OMN,2018,-2.103,-0.06854
OMN,2019,-1.465,-0.0499
OMN,2020,-3.495,-0.14385
OMN,2021,-0.721,-0.02529
PAK,1995,-22.531,-0.00922
PAK,1996,-19.261,-0.00693
PAK,1997,4.24,0.00133
PAK,1998,0.839,0.00024
PAK,1999,65.788,0.01709
PAK,2000,79.742,0.01934
PAK,2001,95.631,0.02108
PAK,2002,86.252,0.01797
PAK,2003,199.422,0.03795
PAK,2004,97.968,0.01611
PAK,2005,13.049,0.00186
PAK,2006,-32.845,-0.004
PAK,2007,-103.983,-0.01125
PAK,2008,-261.289,-0.02456
PAK,2009,-28.497,-0.00216
PAK,2010,-251.705,-0.01693
PAK,2011,-531.913,-0.0291
PAK,2012,-841.145,-0.04196
PAK,2013,-882.444,-0.03942
PAK,2014,-73.472,-0.00292
PAK,2015,-138.124,-0.00503
PAK,2016,-20.503,-0.00071
PAK,2017,-490.096,-0.01535
PAK,2018,-723.431,-0.0209
PAK,2019,,-0.03477
PAK,2020,-722.846,-0.01732
PAK,2021,-453.015,-0.0099
PLW,1995,,
PLW,1996,,
PLW,1997,,
PLW,1998,,
PLW,1999,,
PLW,2000,,
PLW,2001,,
PLW,2002,,
PLW,2003,,
PLW,2004,,
PLW,2005,,
PLW,2006,,
PLW,2007,,
PLW,2008,,
PLW,2009,,
PLW,2010,,
PLW,2011,,
PLW,2012,,
PLW,2013,,
PLW,2014,,
PLW,2015,,
PLW,2016,,
PLW,2017,,
PLW,2018,,
PLW,2019,,
PLW,2020,,
PLW,2021,,
PAN,1995,0.198,0.02327
PAN,1996,0.446,0.04444
PAN,1997,0.215,0.01984
PAN,1998,-0.011,-0.00092
PAN,1999,0.207,0.01676
PAN,2000,0.316,0.0253
PAN,2001,0.128,0.01006
PAN,2002,-0.007,-0.00054
PAN,2003,-0.129,-0.00924
PAN,2004,-0.173,-0.01135
PAN,2005,0.199,0.01195
PAN,2006,0.759,0.04115
PAN,2007,1.27,0.05966
PAN,2008,0.729,0.02897
PAN,2009,0.349,0.01288
PAN,2010,0.158,0.00537
PAN,2011,-0.004,-0.00012
PAN,2012,-0.042,-0.00104
PAN,2013,-0.215,-0.00472
PAN,2014,-0.754,-0.01509
PAN,2015,-0.433,-0.00801
PAN,2016,-0.198,-0.00341
PAN,2017,-0.335,-0.00539
PAN,2018,-0.957,-0.01474
PAN,2019,-1.28,-0.01917
PAN,2020,-4.144,-0.07829
PAN,2021,-2.947,-0.04963
PNG,1995,0.369,0.04035
PNG,1996,0.466,0.04648
PNG,1997,0.352,0.0337
PNG,1998,0.324,0.0281
PNG,1999,0.151,0.01155
PNG,2000,0.481,0.03343
PNG,2001,0.231,0.01504
PNG,2002,0.155,0.0091
PNG,2003,0.752,0.03845
PNG,2004,0.795,0.03929
PNG,2005,0.995,0.04373
PNG,2006,1.683,0.0659
PNG,2007,2.339,0.08262
PNG,2008,1.258,0.03992
PNG,2009,-1.293,-0.0404
PNG,2010,1.554,0.0401
PNG,2011,1.366,0.03204
PNG,2012,-0.076,-0.00171
PNG,2013,-2.757,-0.05778
PNG,2014,-2.646,-0.04632
PNG,2015,-1.695,-0.02819
PNG,2016,-1.839,-0.02827
PNG,2017,-0.27,-0.00372
PNG,2018,-0.196,-0.00247
PNG,2019,-1.586,-0.01886
PNG,2020,-3.031,-0.03714
PNG,2021,-2.543,-0.02816
PRY,1995,742.45,0.04174
PRY,1996,720.613,0.03579
PRY,1997,876.927,0.04041
PRY,1998,,0.05454
PRY,1999,,0.0383
PRY,2000,263.996,0.00855
PRY,2001,585.384,0.01678
PRY,2002,-124.959,-0.00304
PRY,2003,711.005,0.01439
PRY,2004,,0.02016
PRY,2005,,0.02059
PRY,2006,,0.02799
PRY,2007,,0.02615
PRY,2008,,0.02999
PRY,2009,144.435,0.0013
PRY,2010,,0.01118
PRY,2011,,0.01958
PRY,2012,,-0.0076
PRY,2013,-826.48,-0.00496
PRY,2014,126.638,7e-04
PRY,2015,,-0.00991
PRY,2016,,0.00493
PRY,2017,240.503,0.0011
PRY,2018,,-0.00559
PRY,2019,,-0.02533
PRY,2020,,-0.0586
PRY,2021,,-0.03376
PER,1995,,
PER,1996,,
PER,1997,,
PER,1998,,
PER,1999,,
PER,2000,0.703,0.004
PER,2001,0.23,0.00128
PER,2002,1.451,0.00765
PER,2003,1.134,0.00557
PER,2004,2.394,0.01061
PER,2005,3.83,0.01565
PER,2006,11.328,0.03956
PER,2007,16.564,0.05181
PER,2008,14.543,0.04084
PER,2009,-0.983,-0.00269
PER,2010,4.902,0.01165
PER,2011,14.302,0.03037
PER,2012,15.096,0.02967
PER,2013,9.223,0.01689
PER,2014,3.989,0.00695
PER,2015,-7.395,-0.01214
PER,2016,-8.633,-0.01312
PER,2017,-13.44,-0.01925
PER,2018,-6.367,-0.0086
PER,2019,-1.401,-0.00182
PER,2020,-49.4,-0.06935
PER,2021,-26.315,-0.0323
PHL,1995,91.464,0.04202
PHL,1996,112.003,0.04514
PHL,1997,111.78,0.0403
PHL,1998,78.833,0.02588
PHL,1999,45.582,0.01362
PHL,2000,31.57,0.00854
PHL,2001,46.884,0.01165
PHL,2002,26.898,0.00618
PHL,2003,62.753,0.0133
PHL,2004,112.942,0.02121
PHL,2005,202.608,0.03424
PHL,2006,298.868,0.04563
PHL,2007,235.452,0.03271
PHL,2008,263.379,0.03272
PHL,2009,50.245,0.00599
PHL,2010,61.353,0.00653
PHL,2011,220.042,0.02169
PHL,2012,245.158,0.02217
PHL,2013,308.034,0.02556
PHL,2014,393.535,0.0298
PHL,2015,355.443,0.02549
PHL,2016,212.251,0.01403
PHL,2017,207.875,0.01256
PHL,2018,20.332,0.00111
PHL,2019,-35.1,-0.0018
PHL,2020,-623.824,-0.0347
PHL,2021,-981.665,-0.04915
POL,1995,4.476,0.0132
POL,1996,-1.274,-0.003
POL,1997,-0.482,-0.00093
POL,1998,-1.555,-0.00257
POL,1999,4.287,0.0064
POL,2000,0.32,0.00043
POL,2001,-12.97,-0.01654
POL,2002,-15.921,-0.01953
POL,2003,-26.345,-0.03097
POL,2004,-21.794,-0.02337
POL,2005,-14.849,-0.01499
POL,2006,-12.727,-0.0119
POL,2007,3.856,0.00325
POL,2008,-19.111,-0.01487
POL,2009,-65.88,-0.04802
POL,2010,-70.927,-0.04902
POL,2011,-36.8,-0.02351
POL,2012,-17.663,-0.01088
POL,2013,-27.781,-0.01687
POL,2014,-29.1,-0.017
POL,2015,-15.429,-0.00857
POL,2016,-12.386,-0.00665
POL,2017,1.94,0.00097
POL,2018,25.628,0.01208
POL,2019,14.545,0.00636
POL,2020,-159.313,-0.06876
POL,2021,-92.814,-0.03728
PRT,1995,-0.52,-0.00585
PRT,1996,-0.44,-0.00466
PRT,1997,-0.316,-0.00309
PRT,1998,-1.773,-0.01593
PRT,1999,-0.495,-0.00414
PRT,2000,-1.125,-0.00876
PRT,2001,-3.1,-0.02283
PRT,2002,-1.79,-0.01256
PRT,2003,-4.761,-0.0326
PRT,2004,-5.626,-0.03695
PRT,2005,-6.053,-0.03817
PRT,2006,-2.64,-0.01588
PRT,2007,-0.6,-0.00342
PRT,2008,-1.746,-0.00975
PRT,2009,-12.555,-0.07157
PRT,2010,-15.59,-0.0868
PRT,2011,-6.757,-0.03837
PRT,2012,-3.203,-0.01903
PRT,2013,-1.585,-0.0093
PRT,2014,-5.118,-0.02957
PRT,2015,-0.224,-0.00125
PRT,2016,3.634,0.01949
PRT,2017,1.278,0.00652
PRT,2018,5.898,0.02875
PRT,2019,6.213,0.02904
PRT,2020,-6.497,-0.03205
PRT,2021,-5.071,-0.024
PRI,1995,,
PRI,1996,,
PRI,1997,,
PRI,1998,,
PRI,1999,,
PRI,2000,,
PRI,2001,,
PRI,2002,,
PRI,2003,,
PRI,2004,,
PRI,2005,,
PRI,2006,,
PRI,2007,,
PRI,2008,,
PRI,2009,,
PRI,2010,,
PRI,2011,,
PRI,2012,,
PRI,2013,,
PRI,2014,-0.976,-0.00953
PRI,2015,-0.248,-0.0024
PRI,2016,0.395,0.00378
PRI,2017,1.222,0.01181
PRI,2018,-1.721,-0.01704
PRI,2019,-3.671,-0.03496
PRI,2020,-2.849,-0.02972
PRI,2021,1.88,0.01867
QAT,1995,-0.529,-0.0212
QAT,1996,-1.141,-0.04039
QAT,1997,-1.858,-0.05117
QAT,1998,-0.076,-0.00247
QAT,1999,0.5,0.01218
QAT,2000,5.857,0.08897
QAT,2001,5.673,0.08906
QAT,2002,7.921,0.11255
QAT,2003,7.808,0.09045
QAT,2004,22.331,0.20015
QAT,2005,19.158,0.11791
QAT,2006,21.728,0.10181
QAT,2007,32.784,0.11853
QAT,2008,44.148,0.10769
QAT,2009,55.578,0.17312
QAT,2010,36.283,0.08327
QAT,2011,53.617,0.0878
QAT,2012,81.441,0.11975
QAT,2013,165.184,0.22835
QAT,2014,124.433,0.16577
QAT,2015,136.59,0.23201
QAT,2016,-18.413,-0.03334
QAT,2017,-6.403,-0.01092
QAT,2018,49.326,0.07391
QAT,2019,42.519,0.06643
QAT,2020,19.228,0.03616
QAT,2021,19.771,0.03272
ROU,1995,-0.143,-0.01963
ROU,1996,-0.337,-0.03066
ROU,1997,-0.359,-0.01407
ROU,1998,-0.267,-0.00708
ROU,1999,0.907,0.01645
ROU,2000,0.672,0.00831
ROU,2001,0.703,0.00599
ROU,2002,0.584,0.00383
ROU,2003,-0.365,-0.0019
ROU,2004,-5.605,-0.02291
ROU,2005,1.184,0.00413
ROU,2006,-2.471,-0.00721
ROU,2007,-10.652,-0.02502
ROU,2008,-21.627,-0.04006
ROU,2009,-31.21,-0.05879
ROU,2010,-26.941,-0.05098
ROU,2011,-15.672,-0.02804
ROU,2012,-4.343,-0.00734
ROU,2013,-5.206,-0.0082
ROU,2014,-1.448,-0.00216
ROU,2015,-0.802,-0.00113
ROU,2016,-8.645,-0.01132
ROU,2017,-14.57,-0.01698
ROU,2018,-14.034,-0.01475
ROU,2019,-36.649,-0.03463
ROU,2020,-88.241,-0.0841
ROU,2021,-64.637,-0.05593
RUS,1995,,
RUS,1996,,
RUS,1997,,
RUS,1998,-88.812,-0.03152
RUS,1999,97.556,0.01888
RUS,2000,556.223,0.07106
RUS,2001,523.1,0.05459
RUS,2002,300.583,0.0259
RUS,2003,395.714,0.02796
RUS,2004,,0.05635
RUS,2005,,0.08342
RUS,2006,,0.08319
RUS,2007,,0.05584
RUS,2008,,0.04737
RUS,2009,,-0.06197
RUS,2010,,-0.03079
RUS,2011,,0.01709
RUS,2012,446.08,0.00655
RUS,2013,-602.187,-0.00825
RUS,2014,-534.899,-0.00677
RUS,2015,,-0.03136
RUS,2016,,-0.03235
RUS,2017,-881.236,-0.0096
RUS,2018,,0.03425
RUS,2019,,0.02208
RUS,2020,,-0.03598
RUS,2021,-419.446,-0.00352
RWA,1995,-0.039,-0.00012
RWA,1996,-17.549,-0.04262
RWA,1997,-7.559,-0.01383
RWA,1998,-12.438,-0.02054
RWA,1999,-25.376,-0.04181
RWA,2000,2.946,0.00436
RWA,2001,-9.8,-0.01321
RWA,2002,-11.984,-0.01504
RWA,2003,-3.998,-0.00403
RWA,2004,43.112,0.03575
RWA,2005,29.805,0.0207
RWA,2006,10.908,0.00594
RWA,2007,-23.634,-0.01058
RWA,2008,35.995,0.01266
RWA,2009,19.767,0.00611
RWA,2010,-8.126,-0.00227
RWA,2011,-18.923,-0.00456
RWA,2012,-92.854,-0.01966
RWA,2013,-21.816,-0.0043
RWA,2014,-176.876,-0.03133
RWA,2015,-113.435,-0.01836
RWA,2016,-89.234,-0.01298
RWA,2017,-113.971,-0.01481
RWA,2018,-115.913,-0.01398
RWA,2019,-353.145,-0.03879
RWA,2020,-364.212,-0.03701
