,IDN,ZAF,AUS,AUT,BEL,CAN,CZE,DNK,FIN,FRA,DEU,GRC,HUN,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP,SWE,CHE,TUR,GBR,USA,BRA,CHL,EST,IND,ISR,RUS,SVN,CHN,OECD + Major Six NME,Major Five Asia,Four Big European,G7,NAFTA,OECD - Total,OECD - Europe,Euro area (19 countries),LVA,OECD total ,LTU,ISL,COL
2014-06-30,99.37179,99.62225,101.5301,99.26087,101.084,101.2104,98.64166,101.0264,100.6985,99.94572,98.39205,100.4318,100.0221,101.0953,100.0551,100.027,99.62794,101.3069,99.99622,99.28065,101.7506,,98.54588,99.67191,96.46781,100.5536,100.3552,101.2966,107.6671,100.7433,101.2764,100.0627,,101.9363,,,100.9027,99.79632,100.3033,100.4283,99.78362,,100.5439,,100.6503,100.3252,99.45695,101.5829,101.1633,100.9456,,100.5115
2014-07-31,99.39289,99.39222,101.6108,99.34568,101.1963,101.1733,98.36639,101.2015,100.6945,100.0442,98.41588,100.7456,99.87934,101.2503,99.9955,100.1548,99.49651,101.4476,100.0328,99.50278,101.676,,98.53506,99.62421,96.57102,100.5651,100.4799,101.5816,107.6178,100.7831,101.1644,100.055,,101.4473,,,101.0067,99.8849,100.2988,100.4227,99.81529,,100.5179,,100.6397,100.3635,99.52592,100.7933,101.1225,100.9223,,100.4564
2014-08-31,99.44248,99.45341,101.5536,99.43497,101.2107,101.1096,98.2883,101.4502,100.7099,100.0491,98.36533,101.1327,99.88326,101.4107,100.0429,100.3272,99.41117,101.3652,100.0559,99.61025,101.5798,,98.62764,99.60369,96.96394,100.5827,100.3722,101.7198,107.4469,100.8116,100.999,99.85429,,101.0618,,,101.115,100.2084,100.1633,100.3786,99.80853,,100.4641,,100.6041,100.3806,99.56752,100.1358,101.0487,101.0202,,100.3241
2014-09-30,99.54021,100.0869,101.4855,99.43171,101.1923,100.938,98.42897,101.6884,100.6895,99.97734,98.29326,101.2923,100.0533,101.4551,100.0825,100.6356,99.42004,101.2327,100.1963,99.66042,101.4791,,98.81522,99.65386,97.38445,100.6074,100.3028,101.7576,107.1123,100.7194,100.8304,99.76288,,100.5989,,,101.2195,100.5909,99.77103,100.3162,99.74232,,100.4072,,100.5695,100.3569,99.56178,100.0727,100.9972,101.0806,,100.2361
2014-10-31,99.62241,100.9591,101.4212,99.36485,101.1911,100.6714,98.83974,101.6297,100.5835,99.97697,98.24159,101.2173,100.2685,101.5008,100.0822,100.9152,99.18491,101.2856,100.3341,99.71738,101.397,,99.03027,99.77242,97.84355,100.5544,100.2203,101.7355,106.5491,100.569,100.7532,99.89475,,100.0194,,,101.3043,100.9824,99.11525,100.24,99.52084,,100.3853,,100.5443,100.3119,99.54756,100.2643,100.9663,101.247,,100.1903
2014-11-30,99.69839,101.6036,101.4295,99.31683,101.229,100.5818,99.17506,101.5006,100.6512,100.0246,98.24322,101.0802,100.4138,101.6417,100.0923,101.067,98.86424,101.3551,100.3298,99.82581,101.3696,,99.18314,99.91195,98.33645,100.4644,100.1942,101.6635,106.0035,100.4674,100.8891,99.94276,,100.0545,,,101.3412,100.9787,98.53156,100.2161,99.28116,,100.4658,,100.5874,100.2915,99.56224,100.8613,101.0301,101.6989,,100.1678
2014-12-31,99.79306,101.6629,101.599,99.31365,101.1916,100.7176,99.55929,101.4038,100.8379,100.1317,98.21561,101.015,100.4725,101.9368,100.0913,101.3563,98.57204,101.3771,100.1566,99.96605,101.4345,,99.27714,99.9758,98.55872,100.4463,100.2934,101.5553,105.4569,100.4452,100.9989,100.0427,,100.3933,,,101.3047,100.867,98.33657,100.2458,99.27274,,100.5713,,100.6494,100.2901,99.58988,101.535,101.1112,102.1445,,100.1227
2015-01-31,99.8974,101.3591,101.7337,99.28453,101.196,100.8469,99.6413,101.4073,100.9904,100.2784,98.27518,101.0897,100.4975,102.1683,100.1493,101.4728,98.38468,101.3971,100.0461,99.96969,101.5647,,99.46703,99.97087,98.59725,100.3901,100.4771,101.4071,104.9788,100.4404,100.9745,100.2857,,100.7776,,,101.1349,100.9471,98.35225,100.259,99.31377,,100.6048,,100.6618,100.3158,99.65664,101.6991,101.0948,102.5983,,100.0238
2015-02-28,100.0593,100.9803,101.776,99.22921,101.1448,100.9308,99.62132,101.4229,100.9948,100.3812,98.37878,101.2251,100.5529,102.3668,100.294,101.3971,98.31929,101.4741,100.0979,99.84762,101.7378,,99.582,99.91839,98.66406,100.3621,100.6309,101.2119,104.8991,100.4722,100.8574,100.7061,,101.3269,,,100.7744,101.2785,98.52466,100.2632,99.37932,,100.5737,,100.6393,100.3693,99.73704,101.4342,101.0159,103.0734,,99.96074
2015-03-31,100.279,100.7306,101.7696,99.1587,101.0647,100.9279,99.76852,101.4608,100.9481,100.3527,98.45709,101.2204,100.5971,102.4957,100.4531,101.3898,98.24035,101.6596,100.2063,99.6543,101.9404,,99.63583,99.8207,99.14547,100.4254,100.7225,101.0148,105.0256,100.5957,100.7694,101.1745,,102.0217,,,100.3374,101.6732,98.78119,100.2912,99.51195,,100.5581,,100.6337,100.4248,99.77534,100.9957,100.9705,103.332,,100.0423
2015-04-30,100.4153,100.6539,101.8181,99.10011,100.9551,100.9817,100.0786,101.5349,100.9112,100.2235,98.59203,101.1125,100.6436,102.4876,100.54,101.305,98.12326,101.8092,100.4522,99.46574,102.1287,,99.71188,99.75184,99.94344,100.4635,100.8182,100.8791,105.2118,100.7341,100.8327,101.451,,102.6191,,,99.97183,101.6806,99.06999,100.3542,99.62102,,100.5988,,100.676,100.4731,99.78116,100.792,101.0112,103.1971,,100.2001
2015-05-31,100.3803,100.8021,101.8937,99.17973,100.8989,101.0939,100.4891,101.6046,100.9142,100.1149,98.78038,100.9886,100.6926,102.5499,100.5452,101.1491,98.19937,101.8458,100.8353,99.34473,102.2382,,99.80363,99.71374,100.586,100.5256,100.9226,100.855,105.4918,100.8094,100.9665,101.5449,,102.8217,,,99.79746,101.8001,99.31531,100.4378,99.68499,,100.6611,,100.7536,100.5345,99.81321,101.2086,101.1055,102.8402,,100.2948
2015-06-30,100.1929,101.2284,101.9859,99.32816,100.9226,101.2171,100.7596,101.7195,100.9534,100.0487,98.93927,100.8925,100.7667,102.5709,100.545,101.166,98.72621,101.7975,101.2448,99.39719,102.2067,,99.87068,99.74323,100.8981,100.5055,100.8153,100.8864,105.5872,100.8917,100.952,101.6253,,102.9426,,,99.77235,102.0126,99.51002,100.5043,99.80816,,100.6806,,100.8099,100.5857,99.86342,102.1154,101.1662,102.507,,100.3422
2015-07-31,99.97232,101.757,101.6317,99.42786,100.9897,101.2302,100.8817,101.8703,101.1097,100.0565,98.94609,100.8567,100.7715,102.509,100.5814,101.1255,99.56454,101.686,101.4883,99.50905,102.0764,,99.91875,99.82297,101.1698,100.4102,100.6257,100.9009,105.3776,100.9883,100.7986,101.6475,,103.0718,,,99.86733,102.2206,99.68222,100.5134,99.92999,,100.6133,,100.7875,100.6014,99.89092,102.9412,101.1115,102.4286,,100.2546
2015-08-31,99.76419,102.1759,101.0065,99.49312,100.9306,101.2345,100.8657,101.8935,101.185,100.0206,98.86576,100.8434,100.67,102.4054,100.585,101.0164,100.1139,101.6124,101.2862,99.59387,101.8829,,99.94579,99.941,101.4283,100.3322,100.4987,100.8443,104.8849,101.0294,100.5724,101.5556,,103.1545,,,100.0911,102.3288,99.8276,100.4519,99.99239,,100.4814,,100.6745,100.5575,99.85988,103.4472,100.9379,102.5406,,100.1645
2015-09-30,99.69541,102.3277,100.7855,99.48192,100.6716,101.1946,100.8661,101.6985,100.9918,99.85364,98.78593,100.8161,100.4784,102.1614,100.5119,101.0863,100.1758,101.2694,100.8989,99.64923,101.6433,,99.92042,99.96014,101.6039,100.2936,100.3092,100.7311,104.4174,100.9575,100.3867,101.3503,,103.0944,,,100.3952,102.4737,99.90673,100.3765,100.0514,,100.3699,,100.5531,100.4518,99.75603,103.3922,100.793,102.7316,,100.2008
2015-10-31,99.7756,102.3098,100.895,99.43271,100.3884,101.2138,100.9499,101.4632,100.5619,99.6846,98.72177,100.772,100.3178,102.0436,100.2632,101.1629,99.96523,100.8018,100.5908,99.56371,101.4068,,99.80759,99.76687,101.6228,100.2767,100.1963,100.5788,104.1008,100.8385,100.4537,101.0866,,103.1027,,,100.7497,102.331,99.91158,100.3531,100.0679,,100.3674,,100.5103,100.3144,99.59566,103.2559,100.8024,102.8683,,100.3277
2015-11-30,99.86283,102.2402,100.9305,99.38721,100.2337,101.148,101.1152,101.3513,100.1772,99.70698,98.64316,100.6406,100.3059,101.9574,100.0081,101.2143,99.70277,100.2875,100.5173,99.51791,101.2304,,99.67333,99.39204,101.5601,100.3258,100.1081,100.3985,103.8302,100.7645,100.7003,100.883,,103.3599,,,101.1384,101.8963,99.91345,100.3932,100.0711,,100.4588,,100.5475,100.2162,99.48553,102.9009,100.9168,102.9805,,100.5257
2015-12-31,99.86236,102.1924,100.8365,99.27548,100.167,100.9092,101.1886,101.3908,100.2324,99.74792,98.59145,100.493,100.4599,101.8328,99.91319,101.3256,99.62636,100.2432,100.5328,99.49351,101.1505,,99.66541,99.07706,101.1828,100.3905,100.0844,100.2243,103.5824,100.77,100.6081,100.6855,,103.7085,,,101.5033,101.5059,99.88871,100.3626,100.088,,100.4124,,100.4989,100.1742,99.43096,102.8154,100.8543,102.8851,,100.7062
2016-01-31,99.76649,102.1832,100.6733,99.16344,100.1724,100.3998,101.1934,101.5253,100.444,99.84577,98.67037,100.2791,100.6085,101.593,99.93597,101.3317,99.72548,100.0789,100.6275,99.40324,101.0949,,99.73818,98.92406,100.6255,100.4033,100.1408,100.1085,103.294,100.753,100.0252,100.4174,,103.628,,,101.7558,101.273,99.84396,100.1952,100.0672,,100.1304,,100.2851,100.1752,99.44602,103.0336,100.4931,102.6208,,100.782
2016-02-29,99.56846,102.2197,100.2183,99.04896,100.2311,99.934,101.2385,101.5949,100.4842,99.81539,98.79924,100.0123,100.7037,101.4128,100.016,101.2577,99.96616,99.49037,100.9786,99.4154,100.9625,,99.84536,98.91862,100.0892,100.3081,100.2249,100.1099,103.1625,100.6727,99.31676,100.2047,,103.5808,,,101.81,100.9428,99.75607,99.98116,100.0017,,99.77341,,100.0288,100.175,99.45399,103.2224,100.0713,102.3384,,100.6755
2016-03-31,99.38262,102.3093,100.0163,99.10011,100.4414,99.9923,101.3795,101.6587,100.6611,99.52534,99.00275,99.85469,100.7972,101.5408,100.1483,101.3659,100.2414,99.33465,101.3982,99.56383,100.6791,,99.98621,99.0191,100.1344,100.2059,100.4651,100.2248,103.398,100.5501,99.08685,100.1351,,104.5281,,,101.7302,100.5391,99.65931,99.93621,99.9948,,99.68314,,99.99939,100.2123,99.49243,103.4452,100.0086,102.4627,,100.5957
2016-04-30,99.3483,102.4224,100.1587,99.22673,100.6001,100.424,101.5172,101.6671,100.7436,99.32187,99.24696,99.95378,100.9865,101.8761,100.2646,101.4937,100.4112,99.48547,101.7312,99.73576,100.33,,100.1644,99.13671,100.5305,100.1188,100.7813,100.477,103.76,100.4632,99.46787,100.1409,,105.3858,,,101.5761,100.1104,99.64849,100.09,100.0421,,99.91504,,100.2158,100.2978,99.59515,103.7692,100.32,102.8804,,100.615
2016-05-31,99.4143,102.5271,100.3859,99.44601,100.7272,100.8299,101.5421,101.7155,100.6758,99.34418,99.53424,100.133,101.2555,102.176,100.3323,101.6022,100.4405,99.58792,101.9713,99.88359,100.0317,,100.3262,99.21301,100.802,100.1399,101.0857,100.8949,104.097,100.4495,100.0364,100.3053,,106.2293,,,101.3833,100.2549,99.72147,100.3195,100.1217,,100.2559,,100.5095,100.4349,99.77579,104.4516,100.7237,103.1243,,100.7371
2016-06-30,99.47778,102.6,100.735,99.66739,100.8127,101.2677,101.6545,101.8376,100.5764,99.46535,99.79943,100.2231,101.5421,102.2889,100.3338,101.7801,100.3281,99.76889,102.1617,100.0091,99.87086,,100.4997,99.26752,100.8626,100.0796,101.3062,101.352,104.4349,100.5257,100.293,100.5546,,106.8387,,,101.2177,100.7724,99.7476,100.4705,100.1881,,100.4673,,100.7004,100.5728,99.92506,105.2885,100.9601,103.2198,,100.8853
2016-07-31,99.50901,102.6452,100.917,99.77637,100.8306,101.4356,101.7483,101.8972,100.4815,99.56994,99.92109,100.139,101.7783,102.2063,100.411,101.8196,100.1768,99.71082,102.3369,100.1117,99.7907,,100.5931,99.33416,100.8972,99.99557,101.3197,101.6845,104.6139,100.5655,100.245,100.6778,,107.1834,,,101.1685,101.0304,99.6914,100.4902,100.1621,,100.4866,,100.7318,100.6516,100.0043,106.0377,100.97,103.3045,,100.9988
2016-08-31,99.54443,102.6629,100.9547,99.85509,100.8407,101.4523,101.8139,101.9034,100.2822,99.65793,99.98286,100.0007,101.8103,102.0335,100.5362,101.7221,99.9586,99.5192,102.4457,100.2669,99.71983,,100.5383,99.36855,100.9507,99.95351,101.41,101.7706,104.6469,100.5283,100.1155,100.6791,,107.3446,,,101.3142,100.9813,99.67109,100.4654,100.107,,100.4296,,100.6908,100.6906,100.0725,106.6479,100.8801,103.3958,,101.1269
2016-09-30,99.55255,102.645,100.8031,99.90911,100.8301,101.4401,101.7678,101.8318,100.2652,99.74004,100.0641,100.0527,101.5547,101.8209,100.6085,101.6848,99.64982,99.14407,102.4324,100.4159,99.61971,,100.3822,99.34669,100.8497,99.89155,101.5419,101.7342,104.3464,100.5545,99.86758,100.5894,,107.5357,,,101.5725,101.0253,99.63352,100.3955,100.0509,,100.3259,,100.5909,100.7023,100.1405,107.0003,100.698,103.6143,,101.2231
2016-10-31,99.57592,102.5992,100.5091,99.99081,100.8284,101.3536,101.6729,101.7374,100.5018,99.63731,100.1429,100.1972,100.8905,101.5028,100.6744,101.5673,99.41611,98.94608,102.3676,100.5583,99.52294,,100.2626,99.37037,100.8061,99.80361,101.6104,101.7339,103.4724,100.5294,99.5897,100.4909,,107.4765,,,101.8536,101.3542,99.62869,100.2917,99.99481,,100.1739,,100.4382,100.645,100.1695,107.3227,100.4542,103.8186,,101.3017
2016-11-30,99.63128,102.5252,100.2647,100.0443,100.9176,101.3228,101.5752,101.6275,100.6617,99.59261,100.0853,100.364,100.0652,101.2606,100.6633,101.4022,99.2936,99.17296,102.3656,100.7474,99.49915,,100.3001,99.47291,101.0364,99.78574,101.41,101.874,102.2057,100.4964,99.56923,100.4497,,107.1983,,,102.1016,101.7365,99.67779,100.2545,99.96423,,100.1255,,100.364,100.5499,100.1786,107.5506,100.3488,103.8997,,101.324
2016-12-31,99.69478,102.4196,100.01,100.0889,101.0315,101.1737,101.4652,101.5366,100.5064,99.7172,99.95234,100.3839,99.43488,101.2551,100.7257,101.3549,99.20794,99.29633,102.4474,100.8638,99.61738,,100.3738,99.59553,101.4324,99.85659,101.1779,102.0802,101.3548,100.4457,99.60487,100.4709,,106.9705,,,102.3125,101.8462,99.77806,100.2635,99.99936,,100.1253,,100.3423,100.5008,100.2161,107.7419,100.3153,103.8162,,101.2642
2017-01-31,99.73718,102.3082,99.67812,100.1531,101.0845,101.054,101.4705,101.5162,100.4587,99.84801,99.82967,100.3624,99.09185,101.2662,100.8017,101.2841,99.19587,99.65697,102.5172,100.9666,99.83562,,100.3752,99.77715,101.8352,99.95965,101.1151,102.2347,101.219,100.4483,99.70169,100.5391,,106.9472,,,102.4857,101.7076,99.98082,100.3202,100.083,,100.1588,,100.3673,100.5148,100.2623,107.8084,100.3431,103.7178,,101.2101
2017-02-28,99.79366,102.2281,99.74546,100.2422,101.2018,101.0318,101.5087,101.5477,100.5826,99.98541,99.73229,100.3944,98.8622,101.3009,100.8855,101.2622,99.22665,100.1433,102.5724,101.0569,100.1146,,100.3713,99.9428,102.2524,100.0182,101.2112,102.2459,101.3538,100.5212,100.0124,100.6631,,107.163,,,102.613,101.5625,100.2488,100.4658,100.2194,,100.316,,100.4998,100.5658,100.3242,107.8975,100.5288,103.7901,,101.1604
2017-03-31,99.84987,102.2152,99.88721,100.2999,101.3228,101.0905,101.5677,101.6418,100.7524,100.1437,99.70966,100.4572,98.72386,101.2308,100.8344,101.4095,99.2471,100.4298,102.5447,101.0949,100.4313,,100.4454,100.0144,102.6756,100.1466,101.3413,102.1694,101.5601,100.624,100.4261,100.886,,107.2568,,,102.7046,101.4718,100.4483,100.6497,100.3723,,100.5536,,100.6923,100.6288,100.3889,107.466,100.805,103.8741,,101.2444
2017-04-30,99.87778,102.2603,99.99482,100.2832,101.3021,101.1656,101.5153,101.6681,100.9754,100.195,99.80256,100.525,98.57031,101.0584,100.8807,101.5222,99.20046,100.5765,102.3354,101.1143,100.7324,,100.5953,100.0118,103.3418,100.2463,101.3057,102.08,101.7359,100.57,100.6538,101.1222,,107.2862,,,102.762,101.4129,100.6153,100.7652,100.4895,,100.6962,,100.8001,100.6773,100.4721,107.1157,100.9525,104.2145,,101.3437
2017-05-31,99.83947,102.3636,100.4287,100.2307,101.195,101.3427,101.5356,101.5586,100.9778,100.1608,99.92541,100.5704,98.43206,100.9711,100.9718,101.5291,99.07193,100.5181,102.0421,101.1954,100.9426,,100.7113,99.98187,104.0695,100.2226,101.209,102.0307,101.7318,100.4301,100.7675,101.3005,,107.4675,,,102.7856,101.37,100.7129,100.8194,100.5256,,100.7661,,100.8446,100.6892,100.5315,106.8135,101.0156,104.7258,,101.4108
2017-06-30,99.76438,102.5303,100.9243,100.3175,101.1218,101.504,101.5335,101.4612,100.8337,100.1607,100.0366,100.5241,98.33072,100.8937,100.8964,101.5896,99.01791,100.5161,101.7314,101.2545,100.9896,,100.718,99.89854,104.4254,100.1376,101.1221,102.0259,101.717,100.2663,100.799,101.3511,,107.6481,,,102.8176,101.588,100.6349,100.8196,100.4924,,100.7914,,100.8546,100.6691,100.5372,106.6919,101.0446,105.3703,,101.351
2017-07-31,99.7131,102.7093,101.2434,100.4024,101.1252,101.4811,101.5526,101.4908,100.6787,100.2593,100.2439,100.5316,98.33397,100.71,100.7902,101.5345,99.11469,100.6553,101.6152,101.2262,100.9192,,100.8141,99.83312,104.5313,100.0913,101.2808,102.0663,101.7869,100.2538,100.5792,101.3278,,107.6897,,,102.918,101.8844,100.4971,100.7601,100.4072,,100.6967,,100.7939,100.714,100.5888,106.5316,100.9197,105.9543,,101.2559
2017-08-31,99.71547,102.8324,101.4671,100.4335,101.165,101.4,101.4343,101.5483,100.6516,100.4471,100.5177,100.569,98.39072,100.4238,100.6914,101.3314,99.26375,100.9589,101.652,101.2091,100.7668,,100.8583,99.80865,104.489,100.0714,101.5277,102.1509,101.906,100.3374,100.3114,101.2529,,107.487,,,103.1329,102.0408,100.4445,100.709,100.3342,,100.576,,100.7219,100.8003,100.6895,106.2117,100.7513,106.2353,,101.161
2017-09-30,99.75414,102.8416,101.6768,100.5028,101.2401,101.3156,101.1991,101.5499,100.8056,100.7487,100.8172,100.5272,98.46093,100.309,100.5512,101.1398,99.49144,101.3982,101.7499,101.2535,100.5464,,100.9602,99.8399,104.4055,100.0153,101.8666,102.2328,102.1229,100.4981,100.1399,101.2715,,107.0927,,,103.3936,101.9927,100.5942,100.7321,100.381,,100.5177,,100.7039,100.9217,100.8262,105.9098,100.6507,106.1934,,101.0436
2017-10-31,99.78975,102.7732,101.9281,100.5869,101.2859,101.2626,101.0885,101.588,100.974,101.1099,101.0451,100.5227,98.58369,100.6101,100.4287,100.9097,99.79991,101.9641,101.8139,101.3187,100.322,,100.9998,99.89428,104.1727,100.0025,101.8423,102.251,102.3604,100.6862,100.0805,101.3989,,106.554,,,103.6019,102.1121,100.7999,100.7931,100.4527,,100.5097,,100.7257,101.0469,100.9795,105.8497,100.6119,106.1596,,100.9134
2017-11-30,99.79395,102.6652,101.942,100.6677,101.2556,101.2672,101.0373,101.6513,101.1426,101.2455,101.1161,100.536,98.72379,100.8041,100.2656,100.652,100.1376,102.0026,101.785,101.3722,100.1712,,101.0018,99.886,104.0332,100.0755,101.6604,102.1646,102.5694,100.7453,100.0404,101.5019,,105.8758,,,103.6679,102.2565,100.9598,100.8111,100.4917,,100.4635,,100.7104,101.087,101.0305,105.9056,100.5676,106.1064,,100.9254
2017-12-31,99.80186,102.5436,101.7413,100.6859,101.1523,101.3411,101.0517,101.6465,101.038,101.1413,101.046,100.5718,98.75718,100.8043,100.1429,100.4849,100.4541,101.7463,101.7366,101.3133,100.1534,,101.0163,99.83784,103.9798,100.1261,101.3979,102.0503,102.8846,100.7486,100.0177,101.5255,,104.9607,,,103.6015,102.2834,100.9886,100.7876,100.4864,,100.4076,,100.677,101.0537,100.9602,105.4583,100.5479,106.0231,,101.0289
2018-01-31,99.8224,102.4475,101.4398,100.6246,100.9814,101.4403,101.1263,101.5534,100.7704,100.8804,100.8444,100.637,98.69691,100.8514,100.0218,100.3655,100.6599,101.489,101.683,101.1472,100.2042,,101.0112,99.73684,103.7415,100.0273,101.083,102.0115,103.177,100.7709,99.79189,101.5723,,103.9889,,,103.3965,101.8565,100.9882,100.6811,100.4715,,100.2373,,100.5432,100.9492,100.7536,104.691,100.4138,105.7295,,101.1519
2018-02-28,99.84823,102.4273,101.3439,100.4659,100.7914,101.4718,100.9445,101.4299,100.4915,100.5791,100.6384,100.8237,98.55994,100.7925,99.90366,100.2047,100.7392,101.2435,101.5192,100.8517,100.2385,,101.0954,99.63335,103.4073,99.81837,100.8893,102.1142,103.141,100.7496,99.54055,101.6833,,103.1366,,,103.0467,100.7842,100.9143,100.5308,100.3959,,100.039,,100.3688,100.7956,100.4931,103.6433,100.2354,104.9596,,101.2999
2018-03-31,99.88737,102.5163,101.2682,100.2013,100.5169,101.4001,100.5276,101.2864,100.2167,100.2914,100.4876,100.8777,98.44405,100.4866,99.79846,99.93408,100.7586,100.9983,101.3553,100.6757,100.1854,,101.2467,99.50046,102.9624,99.53644,100.8064,102.2477,102.8389,100.6659,99.25041,101.8952,,102.1535,,,102.7015,99.88524,100.8049,100.3522,100.2664,,99.80431,,100.1546,100.6192,100.2343,102.3237,99.99702,103.8942,,101.424
2018-04-30,99.89639,102.6277,101.1248,99.90221,100.1679,101.3109,99.88356,101.0502,99.90121,99.95399,100.309,100.7532,98.45676,99.96345,99.66898,99.5612,100.6893,100.3647,101.257,100.534,100.0392,,101.3861,99.32482,102.6671,99.23656,100.5956,102.2465,102.391,100.481,98.96884,102.1689,,101.5131,,,102.5664,99.50383,100.7107,100.1648,100.105,,99.54205,,99.90858,100.3907,99.93612,101.265,99.73409,103.1108,,101.4078
2018-05-31,99.84972,102.6304,100.8994,99.58063,99.96458,101.1304,99.49955,100.7088,99.63388,99.61807,100.1513,100.6053,98.58997,99.56252,99.53636,99.23031,100.6018,100.0942,101.2334,100.3634,99.77028,,101.3981,99.08698,102.58,98.9592,100.2466,101.9804,102.0005,100.3045,98.80318,102.4267,,101.0713,,,102.7994,99.11855,100.6175,100.0266,99.94902,,99.34083,,99.70879,100.1706,99.65427,100.5915,99.53887,102.8365,,101.3467
2018-06-30,99.76207,102.4026,100.4012,99.26077,99.81097,101.0012,99.59409,100.3279,99.38508,99.26136,99.98678,100.4377,98.62399,99.3681,99.43636,98.96442,100.3889,99.97962,101.1766,100.1682,99.32853,,101.3214,98.8607,102.4815,98.80986,99.78063,101.5804,101.2832,100.1059,98.64394,102.4743,,100.5399,,,103.1969,98.50281,100.3461,99.85526,99.70338,,99.15282,,99.50313,99.93737,99.39864,99.93035,99.32712,102.8089,,101.2259
2018-07-31,99.66759,101.9947,99.68518,99.06083,99.74827,100.8681,99.98611,100.1737,99.11195,99.04923,99.85175,100.2512,98.55183,99.32582,99.35969,98.70708,100.0507,99.76162,101.0276,99.96297,98.77012,,101.2973,98.72037,102.2014,98.71748,99.39578,101.2123,100.0744,99.80576,98.2607,102.5155,,100.2941,,,103.4997,98.45098,100.0352,99.60841,99.42682,,98.86543,,99.21002,99.71016,99.21723,99.69953,98.94806,102.8579,,101.1055
2018-08-31,99.56822,101.4439,99.05712,98.89414,99.67108,100.5555,100.3246,100.1202,98.80456,98.86648,99.76511,100.0549,98.41204,99.26974,99.33276,98.4043,99.61102,99.16846,100.7439,99.79922,98.1497,,101.3562,98.61127,101.9151,98.53657,99.25437,100.9843,98.60669,99.37356,97.79868,102.4635,,100.2432,,,103.5344,98.74026,99.86133,99.32809,99.20412,,98.5262,,98.86734,99.47241,99.0556,99.43401,98.48658,102.6254,,101.0811
2018-09-30,99.46204,100.7696,98.70486,98.70696,99.49947,100.0114,100.3451,100.0017,98.43475,98.62315,99.63531,99.8244,98.32765,99.16545,99.41744,97.99912,99.09147,98.47106,100.2586,99.5748,97.52946,,101.4677,98.52811,101.5904,98.12386,98.95126,100.8238,97.3449,98.75487,97.27787,102.1351,,100.0095,,,103.4489,98.71813,99.77432,98.99609,98.99398,,98.11799,,98.46002,99.18539,98.82813,98.91782,97.96385,101.8246,,100.9608
2018-10-31,99.36688,100.1106,98.53732,98.49365,99.27169,99.2888,100.0459,99.84554,97.9393,98.30608,99.36443,99.55102,98.45452,99.03223,99.48792,97.57674,98.43965,97.69073,99.70496,99.3775,97.05014,,101.4553,98.34444,101.3399,97.53497,98.43593,100.6103,96.73974,98.11768,96.90395,101.7999,,99.54413,,,103.4389,98.30352,99.78086,98.70203,98.82059,,97.74779,,98.07996,98.86596,98.4917,98.49051,97.53526,100.7453,,100.7124
2018-11-30,99.33171,99.65724,98.33956,98.23135,99.06597,98.731,99.72473,99.55312,97.46803,97.9785,99.0658,99.32619,98.74954,98.71268,99.35757,97.21774,97.99895,96.95953,99.16776,99.15726,96.94896,,101.3474,98.09916,101.3509,96.93376,97.77253,100.2427,96.7479,97.52327,96.78636,101.4094,,99.06159,,,103.5933,98.05761,99.8028,98.49922,98.69596,,97.50363,,97.81037,98.54925,98.09701,98.25242,97.3083,99.65366,,100.5076
2018-12-31,99.39796,99.56651,98.23621,98.10587,99.0407,98.6073,99.78236,99.31451,97.06866,97.83463,98.80824,99.24837,98.96862,98.49129,99.17018,96.94746,98.03723,96.55171,98.75773,98.94737,97.43663,,101.231,98.104,101.4347,96.59943,97.2819,99.75797,97.17141,97.14034,96.9866,101.168,,98.57524,,,103.6652,98.33237,99.78925,98.45098,98.62518,,97.47543,,97.75302,98.36171,97.83887,98.16435,97.35398,99.0164,,100.4932
2019-01-31,99.53231,99.67263,98.39605,98.13007,99.18718,98.6731,100.0138,99.1256,96.83385,97.85226,98.68645,99.10761,99.02064,98.44331,99.22245,96.77961,98.51041,96.41679,98.52618,99.01279,98.19627,,101.2806,98.28619,101.6287,96.52103,97.15273,99.19574,97.54377,97.14547,97.24028,101.1378,,98.37965,,,103.2166,98.85914,99.63538,98.46687,98.54771,,97.56895,,97.83548,98.35814,97.81256,97.67111,97.49792,98.67838,,100.4103
2019-02-28,99.65341,99.78407,98.54369,98.19354,99.29235,98.5281,100.0848,99.06651,96.69245,97.91799,98.63979,98.83887,98.90646,98.25452,99.40134,96.6975,98.56169,96.21284,98.31356,99.13531,98.83575,,101.2798,98.42517,101.7629,96.38592,97.15158,98.57897,97.31322,97.25992,97.31525,100.9824,,97.80953,,,101.8459,99.30157,99.33145,98.354,98.37563,,97.60804,,97.84396,98.35278,97.83176,97.05952,97.49602,98.22627,,100.2132
2019-03-31,99.7169,99.78389,98.49002,98.12684,99.19853,97.9033,99.89135,99.13256,96.23911,97.97822,98.50372,98.60773,98.6087,97.72111,99.47798,96.53281,98.03033,95.62867,98.09799,99.1246,99.0682,,101.1006,98.32634,101.5059,96.1299,97.09149,97.97273,96.33415,97.286,96.96731,100.4561,,96.96343,,,99.93597,98.89943,98.78628,97.97501,97.99599,,97.38567,,97.59595,98.20155,97.71899,96.06725,97.14501,97.22408,,99.95165
