,IDN,ZAF,AUS,AUT,BEL,CAN,CZE,DNK,FIN,FRA,DEU,GRC,HUN,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP,SWE,CHE,TUR,GBR,USA,BRA,CHL,EST,IND,ISR,RUS,SVN,CHN,OECD + Major Six NME,Major Five Asia,Four Big European,G7,NAFTA,OECD - Total,OECD - Europe,Euro area (19 countries),LVA,OECD total ,LTU,ISL,COL
2019-04-30,99.72268,99.72478,98.5764,98.04204,99.0888,97.3117,99.58421,99.45254,95.80782,98.08592,98.30235,98.62137,98.31406,97.30652,99.37114,96.33675,97.40044,95.18687,97.94972,99.06786,99.01258,,100.7961,98.10155,100.8017,95.96228,97.20644,97.46043,95.36271,97.22961,96.71433,99.96395,,96.21085,,,97.92908,98.16863,97.99549,97.56544,97.45985,,97.18375,,97.36594,98.01611,97.57253,94.16672,96.84806,95.631,,99.76647
2019-05-31,99.69094,99.70531,98.742,98.02065,98.98715,96.9419,99.19023,99.66592,95.66882,98.04053,97.98064,98.80104,98.01213,96.96803,99.2437,96.15057,97.01093,94.91834,97.69746,98.99236,98.81881,,100.4896,97.86115,99.95042,95.85123,97.39686,97.10947,95.06467,97.05415,96.70697,99.74076,,95.47695,,,96.14191,97.40435,97.19693,97.24513,96.9381,,97.07723,,97.23219,97.82587,97.37292,91.4754,96.74217,93.70974,,99.67973
2019-06-30,99.70515,99.80524,98.73335,98.00902,99.00885,96.8744,98.84321,99.73605,95.89237,97.97382,97.69364,98.93327,97.69021,96.65498,99.20562,96.09652,97.02482,95.06622,97.44508,98.92215,98.58094,,100.0183,97.69727,98.99796,95.78579,97.69167,96.84303,95.35695,96.87225,96.71408,99.71449,,94.72935,,,94.67687,96.70571,96.69534,97.04339,96.6519,,97.01817,,97.1627,97.69857,97.21754,89.38641,96.72484,92.04701,,99.60823
2019-07-31,99.76939,99.98106,98.62907,98.05436,98.99337,96.9457,98.58665,99.81627,96.20399,97.90788,97.47868,98.92974,97.4355,96.32929,99.28748,96.2486,97.3232,95.38084,97.2565,98.85748,98.3885,,99.47765,97.63188,97.88538,95.79248,97.92212,96.57803,96.01547,97.01969,96.68841,99.76882,,94.04763,,,93.71265,96.42355,96.44051,96.95644,96.57733,,97.0203,,97.16191,97.67603,97.12392,88.26215,96.7645,91.04771,,99.38516
2019-08-31,99.86032,100.1726,98.65128,98.10175,99.07639,97.1971,98.70177,99.98099,96.69324,97.97186,97.33159,98.97897,97.26617,96.12794,99.3439,96.66041,97.98685,95.64583,97.19812,98.84505,98.34863,,99.21721,97.71703,97.07267,96.1424,98.00396,96.27841,96.88725,97.42502,96.88747,99.93962,,93.67328,,,93.47257,96.17908,96.33351,97.07008,96.68417,,97.21224,,97.34981,97.78978,97.16315,87.88456,97.02603,90.47811,,99.17702
2019-09-30,99.97166,100.3334,98.87541,98.2013,99.28344,97.6273,98.99142,100.3244,97.4615,98.22408,97.31649,99.13773,97.23622,96.06944,99.49107,97.26557,99.16306,96.075,97.27499,99.03069,98.56293,,99.25859,97.94775,96.83188,96.68388,98.25004,96.0072,97.9767,97.86823,97.32924,100.1511,,93.82772,,,93.69215,96.1199,96.37244,97.374,96.9654,,97.59542,,97.73715,98.05106,97.39945,87.63728,97.52039,90.29428,,99.1105
2019-10-31,100.0911,100.4461,99.20795,98.46077,99.55626,98.1098,99.29434,100.6764,98.37599,98.47566,97.44946,99.26351,97.36357,96.07112,99.68479,97.91271,100.2368,96.59795,97.3297,99.2995,98.95154,,99.42381,98.30402,97.16104,97.29475,99.01698,95.89505,98.80721,98.21854,97.70936,100.451,,94.18964,,,94.15849,96.65327,96.50532,97.7123,97.30298,,97.96892,,98.12835,98.36195,97.74084,86.67838,97.97815,90.56213,,99.29958
2019-11-30,100.2079,100.4849,99.85269,98.81973,99.84254,98.4988,99.32895,100.8954,99.07158,98.65692,97.80143,99.38688,97.52686,96.29211,99.97726,98.46986,100.9667,97.21726,97.50411,99.47446,99.44582,,99.55802,98.78699,97.47695,97.79687,99.88205,96.08057,99.15045,98.56665,97.86673,100.8117,,94.37181,,,94.79007,97.4339,96.66373,98.00234,97.60438,,98.24139,,98.43034,98.67383,98.1431,85.0069,98.27359,90.855,,99.50694
2019-12-31,100.2999,100.4272,100.5837,99.20683,100.0731,98.8506,99.24862,101.0928,99.57663,98.73459,98.33013,99.46669,97.69586,96.37863,100.2465,98.91312,101.5677,97.89742,97.6512,99.66008,100.0068,,99.60213,99.24067,97.73277,98.11597,100.6751,96.4914,98.963,98.87439,97.82216,101.0928,,94.65538,,,95.46969,97.92624,96.88418,98.22476,97.89886,,98.40372,,98.62524,98.93739,98.53247,84.21703,98.40811,90.80624,,99.68247
2020-01-31,100.3119,100.3382,101.1856,99.5722,100.313,99.2485,99.30194,101.1756,99.94162,98.81173,98.8792,99.64214,97.92635,96.4813,100.4421,99.19006,102.1464,98.43226,97.52123,99.87523,100.5376,,99.66985,99.5554,98.0583,98.26707,101.3264,97.08003,98.64909,99.20205,97.86523,101.2426,,95.40911,,,96.1114,98.35256,97.07703,98.42628,98.12551,,98.58469,,98.811,99.18021,98.88772,84.17171,98.53886,90.60265,,99.83034
2020-02-29,100.2594,100.3054,101.6096,99.80344,100.4686,99.5011,99.3791,101.2051,100.3421,99.10636,99.31651,99.94236,98.19102,96.68337,100.5667,99.32833,102.5949,99.03796,97.35583,100.0597,100.9048,,99.6206,99.7354,98.39456,98.36564,101.786,97.83413,98.36592,99.65446,98.04054,101.3448,,96.30747,,,96.67926,98.76235,97.20554,98.62379,98.26369,,98.81218,,99.01612,99.42869,99.22491,84.16124,98.70093,90.62293,,99.8842
2020-03-31,100.1823,100.4029,101.7668,99.96633,100.5316,99.5456,99.56873,101.1158,100.7139,99.48055,99.59962,100.2849,98.41532,96.86456,100.6911,99.36892,102.8388,99.29395,97.23837,100.1953,100.9895,,99.58614,99.74919,98.47515,98.46078,102.0855,98.60917,98.01328,99.93489,98.06976,101.403,,96.87254,,,97.24416,98.77642,97.31091,98.74265,98.34515,,98.92204,,99.11696,99.6161,99.50629,84.30045,98.73297,90.27393,,99.89542
2020-04-30,100.0904,100.601,101.6954,100.0988,100.5645,99.5466,99.85204,101.0235,101.0007,99.80203,99.68945,100.249,98.50401,96.86713,100.7536,99.33305,102.702,99.48422,97.25812,100.3974,100.9016,,99.57074,99.69294,98.54218,98.59393,102.2179,99.23051,97.70592,100.0266,98.0836,101.4347,,97.07053,,,97.9148,98.85712,97.42006,98.82365,98.37751,,98.96845,,99.1561,99.71992,99.67735,84.84276,98.72153,89.8847,,99.94199
2020-05-31,100.0155,100.8748,101.6013,100.1995,100.4654,99.786,99.89396,101.0965,101.3906,99.96366,99.70612,99.88636,98.54945,96.90044,100.6272,99.2867,102.4722,99.55518,97.33176,100.5755,100.7574,,99.65733,99.64948,98.84921,98.81384,102.1774,99.57458,97.68077,100.0476,98.25524,101.4005,,97.04576,,,98.77169,98.88205,97.58556,98.94868,98.43322,,99.06234,,99.23299,99.77081,99.73752,85.75424,98.81544,89.89323,,99.91163
2020-06-30,100.002,101.2126,101.6329,100.2344,100.357,100.1479,99.75164,101.2694,101.7458,100.012,99.64594,99.42801,98.63486,97.18697,100.4037,99.37643,102.278,99.56174,97.47288,100.675,100.6286,,99.86442,99.65559,99.3969,98.91753,102.1661,99.80363,97.97124,100.1593,98.41435,101.3811,,97.18838,,,99.6954,99.01299,97.81276,99.10076,98.56746,,99.1591,,99.32477,99.80846,99.70132,87.40023,98.95486,90.27843,,99.95252
2020-07-31,100.0314,101.5488,101.5813,100.2003,100.2953,100.2175,99.67985,101.3894,102.0632,99.87299,99.6808,98.96893,98.78049,97.46034,100.0775,99.53413,102.0872,99.70887,97.59312,100.6196,100.5487,,100.0991,99.51664,100.0644,98.78094,102.3637,100.1329,98.55787,100.2405,98.46859,101.3767,,97.42831,,,100.5075,99.06226,98.11222,99.22992,98.77144,,99.18877,,99.36591,99.82394,99.56008,88.93745,99.04188,90.79099,,100.1097
