,IDN,ZAF,AUS,AUT,BEL,CAN,CZE,DNK,FIN,FRA,DEU,GRC,HUN,IRL,ITA,JPN,KOR,LUX,MEX,NLD,NZL,NOR,POL,PRT,SVK,ESP,SWE,CHE,TUR,GBR,USA,BRA,CHL,EST,IND,ISR,RUS,SVN,CHN,OECD + Major Six NME,Major Five Asia,Four Big European,G7,NAFTA,OECD - Total,OECD - Europe,Euro area (19 countries),LVA,OECD total ,LTU,ISL,COL
2019-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.18678,62.66744,91.91316,89.02798,86.31326,87.79262,89.84853,94.29386,,,,,
2019-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.41933,63.25149,91.81978,89.00108,86.28857,87.78812,89.78542,94.19009,,,,,
2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.72707,63.87946,91.82311,89.05804,86.35946,87.87292,89.81335,94.18862,,,,,
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.08851,64.52853,91.897,89.17969,86.51005,88.02509,89.90831,94.26073,,,,,
2020-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.48611,65.18493,92.01978,89.35146,86.72121,88.2253,90.04965,94.3811,,,,,
2020-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.90586,65.84028,92.17611,89.56125,86.97287,88.4575,90.22178,94.53035,,,,,
2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.33493,66.48841,92.35545,89.7936,87.24196,88.70625,90.41283,94.69476,,,,,
2020-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.76385,67.12611,92.5529,90.03523,87.50858,88.95995,90.61585,94.86684,,,,,
2020-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.18722,67.75201,92.76838,90.27883,87.76088,89.21301,90.82871,95.04516,,,,,
2020-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.60482,68.36717,93.00455,90.52641,88.00024,89.4677,91.05343,95.23336,,,,,
2020-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.01796,68.96886,93.26369,90.78343,88.23386,89.72874,91.29188,95.43568,,,,,
