,Ativo,Nome,Situação|CVM,Data do Bal,Setor NAICS|ult disponiv,Receita| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Bruto| Em moeda orig| em milhares| no exercício| consolid:sim*,EBIT| Em moeda orig| em milhares| no exercício| consolid:sim*,Lucro Liquido| Em moeda orig| em milhares| no exercício| consolid:sim*,Capex| Em moeda orig| em milhares| de 12 meses| consolid:sim*,Invest Cap $| Em moeda orig| em milhares| consolid:sim*,Patrim Liq| Em moeda orig| em milhares| consolid:sim*,Ativo Tot| Em moeda orig| em milhares| consolid:sim*,Div Tt Bruta| Em moeda orig| em milhares| consolid:sim*,AlaFin| de 12 meses| consolid:sim*,CapGir| Em moeda orig| em milhares| consolid:sim*,RecFin| Em moeda orig| em milhares| no exercício| consolid:sim*,Estoques| Em moeda orig| em milhares| consolid:sim*,Ano,Nome_Ano,Tamanho,Capex%Ativo
0,25224 ON<BraNa>,2w Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,2w Energia S/A1995,Pequena,
1,AESB3<XBSP>,AES Brasil,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,AES Brasil1995,Pequena,
2,AESL3<XBSP>,AES Sul,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,AES Sul1995,Pequena,
3,18970 ON<BraNa>,AES Tietê Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,AES Tietê Energia S/A1995,Pequena,
4,ALUP11<XBSP>,Alupar,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Alupar1995,Pequena,
5,CBEE3<XBSP>,Ampla Energ,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",405765.0,200390.0,-76728.0,-62795.0,30121.0,499230.0,135041.0,605562.0,190294.0,36699838756.0,-44678.0,19623.0,13904.0,1995,Ampla Energ1995,Pequena,0.04974057156822918
6,24210 ON<BraNa>,Argo Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Argo Transmissão de Energia S/A1995,Pequena,
7,EBEN4<XBSP>,Bandeirante Energ,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Bandeirante Energ1995,Pequena,
8,23930 ON<BraNa>,Brasiliana Participações S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Brasiliana Participações S/A1995,Pequena,
9,22683 ON<BraNa>,Cachoeira Paulista Trans de Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Cachoeira Paulista Trans de Energia SA1995,Pequena,
10,CEBR3<XBSP>,Ceb,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",243376.0,229799.0,12112.0,11838.0,31403.0,455859.0,398462.0,536412.0,24717.0,26459220578.0,77749999999.0,5815.0,1187.0,1995,Ceb1995,Pequena,0.058542687337345176
11,EEEL3<XBSP>,Ceee-Gt,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Ceee-Gt1995,Pequena,
12,24597 ON<BraNa>,Celeo Redes Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Celeo Redes Transmissão de Energia S/A1995,Pequena,
13,CLSC4<XBSP>,Celesc,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",593595.0,322546.0,-95925.0,-80534.0,78508.0,1540887.0,1266605.0,1700166.0,69341.0,10256546416.0,12609.0,34041.0,6833.0,1995,Celesc1995,Pequena,0.046176667454825
14,25577 ON<BraNa>,Celg Distribuição S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Celg Distribuição S/A1995,Pequena,
15,CEPE5<XBSP>,Celpe,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Celpe1995,Pequena,
16,CMIG4<XBSP>,Cemig,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1642336.0,1642336.0,37787.0,217068.0,566305.0,10684064.0,8601955.0,11534399.0,765594.0,19350314355.0,-198587.0,170522.0,77194.0,1995,Cemig1995,Grande,0.04909705308443032
17,20303 ON<BraNa>,Cemig Distribuição SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Cemig Distribuição SA1995,Pequena,
18,20320 ON<BraNa>,Cemig Geração e Transm SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Cemig Geração e Transm SA1995,Pequena,
19,CESP6<XBSP>,Cesp,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",2947596.0,234690.0,121748.0,-193673.0,640662.0,19516702.0,12564991.0,23610250.0,6232776.0,-2989135814.0,-4587301.0,290063.0,26172.0,1995,Cesp1995,Grande,0.027134909626115776
20,03328 ON<BraNa>,Cia Hidro Eletrica Sao Francisco,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Cia Hidro Eletrica Sao Francisco1995,Pequena,
21,CEEB3<XBSP>,Coelba,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",526572.0,526572.0,-37625.0,-169834.0,49535.0,1624048.0,1047745.0,1824082.0,338164.0,78584499329.0,-71957.0,41420.0,3801.0,1995,Coelba1995,Pequena,0.027156125656631665
22,COCE5<XBSP>,Coelce,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",291303.0,291303.0,-20160.0,-16051.0,44657.0,579378.0,387656.0,657751.0,106749.0,13288940891.0,-10414.0,12727.0,3147.0,1995,Coelce1995,Pequena,0.06789347336606101
23,02442 ON<BraNa>,Companhia Energética Jaguara,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Companhia Energética Jaguara1995,Pequena,
24,24430 ON<BraNa>,Companhia Energética Miranda,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Companhia Energética Miranda1995,Pequena,
25,24155 ON<BraNa>,Companhia Energética Sinop S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Companhia Energética Sinop S/A1995,Pequena,
26,CPLE6<XBSP>,Copel,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",909137.0,55538.0,38886.0,100875.0,422340.0,5456602.0,4013650.0,5749965.0,507116.0,29903939201.0,-44028.0,66247.0,13090.0,1995,Copel1995,Pequena,0.07345088187493315
27,24740 ON<BraNa>,Copel Geração e Transmissão S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Copel Geração e Transmissão S/A1995,Pequena,
28,CSRN3<XBSP>,Cosern,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Cosern1995,Pequena,
29,CPFE3<XBSP>,CPFL Energia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,CPFL Energia1995,Pequena,
30,CPFG3<XBSP>,CPFL Geracao,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,CPFL Geracao1995,Pequena,
31,CPFP4<XBSP>,CPFL Piratininga,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,CPFL Piratininga1995,Pequena,
32,CPRE3<XBSP>,CPFL Renovav,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,CPFL Renovav1995,Pequena,
33,DNEN3B<XBSP>,Dinamica Ene,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Dinamica Ene1995,Pequena,
34,EKTR4<XBSP>,Elektro,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Elektro1995,Pequena,
35,ELET3<XBSP>,Eletrobras,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",6692502.0,6692502.0,-477691.0,756932.0,1561178.0,98797462.0,68429771.0,103870149.0,17083194.0,0.8573630832699999,4524760.0,0.0,77550.0,1995,Eletrobras1995,Grande,0.015030093005835583
36,LIPR3<XBSP>,Eletropar,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Eletropar1995,Pequena,
37,ELPL3<XBSP>,Eletropaulo,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Eletropaulo1995,Pequena,
38,EMAE4<XBSP>,Emae,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Emae1995,Pequena,
39,ENBR3<XBSP>,Energias BR,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Energias BR1995,Pequena,
40,ENGI11<XBSP>,Energisa,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Energisa1995,Pequena,
41,ENMT3<XBSP>,Energisa Mt,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",154934.0,-61954.0,-75472.0,-100153.0,0.0,665127.0,224962.0,924563.0,103705.0,5453878378.0,-161613.0,37040.0,5416.0,1995,Energisa Mt1995,Pequena,0.0
42,21938 ON<BraNa>,Energisa Paraiba Dist e Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Energisa Paraiba Dist e Energia S/A1995,Pequena,
43,18996 ON<BraNa>,Energisa Sergipe Dist de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Energisa Sergipe Dist de Energia S/A1995,Pequena,
44,24864 ON<BraNa>,Energisa Sul Sudeste Distr de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Energisa Sul Sudeste Distr de Energia S/A1995,Pequena,
45,24589 ON<BraNa>,Energisa Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Energisa Transmissão de Energia S/A1995,Pequena,
46,ENER6<XBSP>,Enersul,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",169170.0,169170.0,3823.0,20113.0,38505.0,873260.0,487149.0,936023.0,258381.0,92742341851.0,69590000002.0,74922.0,2016.0,1995,Enersul1995,Pequena,0.04113680967241189
47,ENEV3<XBSP>,Eneva,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Eneva1995,Pequena,
48,EGIE3<XBSP>,Engie Brasil,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Engie Brasil1995,Pequena,
49,EQMA3B<XBSP>,Eqtl Maranhao,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Eqtl Maranhao1995,Pequena,
50,EQPA3<XBSP>,Eqtl Para,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Eqtl Para1995,Pequena,
51,EQTL3<XBSP>,Equatorial,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Equatorial1995,Pequena,
52,24457 ON<BraNa>,Equatorial Transmissora 7 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Equatorial Transmissora 7 Spe S/A1995,Pequena,
53,24481 ON<BraNa>,Equatorial Transmissora 8 Spe S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Equatorial Transmissora 8 Spe S/A1995,Pequena,
54,ESCE3<XBSP>,Escelsa,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",297970.0,-16251.0,-121248.0,-99893.0,36037.0,773397.0,723253.0,900634.0,1501.0,0.9798364772799999,35749.0,27156.0,1519.0,1995,Escelsa1995,Pequena,0.040012924228932066
55,FLCL3<XBSP>,F Cataguazes,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",48670.0,13464.0,6370.0,11038.0,43420.0,235359.0,147040.0,248268.0,10238.0,21716364933.0,-4761.0,2657.0,250.0,1995,F Cataguazes1995,Pequena,0.17489164934667376
56,22977 ON<BraNa>,Ferreira Gomes Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Ferreira Gomes Energia SA1995,Pequena,
57,POWE3<XBSP>,Focus ON,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Focus ON1995,Pequena,
58,GEPA4<XBSP>,Ger Paranap,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Ger Paranap1995,Pequena,
59,18589 ON<BraNa>,Investco S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Investco S/A1995,Pequena,
60,19364 ON<BraNa>,Itapebi Geração de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Itapebi Geração de Energia S/A1995,Pequena,
61,23000 ON<BraNa>,Light Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Light Energia S/A1995,Pequena,
62,LIGT3<XBSP>,Light S/A,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1465420.0,145783.0,-72979.0,-110185.0,203640.0,7560378.0,6745764.0,7937616.0,569792.0,0.76289603845,579472.0,86605.0,10236.0,1995,Light S/A1995,Grande,0.02565505814340225
63,08036 ON<BraNa>,Light Serv de Eletr S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Light Serv de Eletr S/A1995,Pequena,
64,23680 ON<BraNa>,Linhas de Macapá Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Linhas de Macapá Trans de Energia S/A1995,Pequena,
65,23671 ON<BraNa>,Linhas de Xingu Trans de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Linhas de Xingu Trans de Energia S/A1995,Pequena,
66,NEOE3<XBSP>,Neoenergia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Neoenergia1995,Pequena,
67,24988 ON<BraNa>,Norte Brasil Transm de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Norte Brasil Transm de Energia S/A1995,Pequena,
68,25097 ON<BraNa>,Norte Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Norte Energia SA1995,Pequena,
69,PALF7<XBSP>,Paul F Luz,ATIVO,1995-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1120300.0,-47951.0,-56774.0,-51584.0,127994.0,2793334.0,2327902.0,3104543.0,222129.0,14669394927.0,-151888.0,29702.0,6998.0,1995,Paul F Luz1995,Pequena,0.04122796817438187
70,23230 ON<BraNa>,Raizen Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Raizen Energia SA1995,Pequena,
71,REDE3<XBSP>,Rede Energia,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Rede Energia1995,Pequena,
72,RNEW4<XBSP>,Renova,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Renova1995,Pequena,
73,25720 ON<BraNa>,Rio Alto Energias Renováveis S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Rio Alto Energias Renováveis S/A1995,Pequena,
74,25623 ON<BraNa>,Rio Parana Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Rio Parana Energia S/A1995,Pequena,
75,23388 ON<BraNa>,Santo Antonio Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Santo Antonio Energia SA1995,Pequena,
76,STKF3<XBSP>,Statkraft,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Statkraft1995,Pequena,
77,TAEE11<XBSP>,Taesa,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Taesa1995,Pequena,
78,23329 ON<BraNa>,Termeletrica Pernambuco 3 SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Termeletrica Pernambuco 3 SA1995,Pequena,
79,19852 ON<BraNa>,Termopernambuco S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Termopernambuco S/A1995,Pequena,
80,TRPL4<XBSP>,Tran Paulist,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Tran Paulist1995,Pequena,
81,24945 ON<BraNa>,Usina Termelétrica Pampa Sul S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Usina Termelétrica Pampa Sul S/A1995,Pequena,
82,24767 ON<BraNa>,Ventos do Sul Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995,Ventos do Sul Energia SA1995,Pequena,
83,25224 ON<BraNa>,2w Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,2w Energia S/A1996,Pequena,
84,AESB3<XBSP>,AES Brasil,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,AES Brasil1996,Pequena,
85,AESL3<XBSP>,AES Sul,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,AES Sul1996,Pequena,
86,18970 ON<BraNa>,AES Tietê Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,AES Tietê Energia S/A1996,Pequena,
87,ALUP11<XBSP>,Alupar,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Alupar1996,Pequena,
88,CBEE3<XBSP>,Ampla Energ,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",464947.0,214763.0,-115451.0,-267401.0,43654.0,681157.0,221815.0,867136.0,191736.0,90544407951.0,-123484.0,96069.0,11479.0,1996,Ampla Energ1996,Pequena,0.050342737471400105
89,24210 ON<BraNa>,Argo Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Argo Transmissão de Energia S/A1996,Pequena,
90,EBEN4<XBSP>,Bandeirante Energ,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Bandeirante Energ1996,Pequena,
91,23930 ON<BraNa>,Brasiliana Participações S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Brasiliana Participações S/A1996,Pequena,
92,22683 ON<BraNa>,Cachoeira Paulista Trans de Energia SA,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Cachoeira Paulista Trans de Energia SA1996,Pequena,
93,CEBR3<XBSP>,Ceb,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",373562.0,288370.0,37023.0,25135.0,37893.0,501376.0,423061.0,576158.0,26658.0,17201424675.0,17772.0,10515.0,1880.0,1996,Ceb1996,Pequena,0.0657684176909806
94,EEEL3<XBSP>,Ceee-Gt,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",1240646.0,505271.0,-312621.0,-528806.0,0.0,5084077.0,2519944.0,5619282.0,1628990.0,37719694265.0,-331336.0,68581.0,16261.0,1996,Ceee-Gt1996,Pequena,0.0
95,24597 ON<BraNa>,Celeo Redes Transmissão de Energia S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Celeo Redes Transmissão de Energia S/A1996,Pequena,
96,CLSC4<XBSP>,Celesc,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",665605.0,351830.0,3268.0,61984.0,99996.0,1617449.0,1451746.0,1924097.0,39221.0,-8248150657.0,118510.0,104520.0,8407.0,1996,Celesc1996,Pequena,0.05197035284603635
97,25577 ON<BraNa>,Celg Distribuição S/A,ATIVO,0,"Geração, transmissão e distribuição de energia elétrica",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996,Celg Distribuição S/A1996,Pequena,
98,CEPE5<XBSP>,Celpe,ATIVO,1996-12-31 00:00:00,"Geração, transmissão e distribuição de energia elétrica",472916.0,472916.0,27054.0,37278.0,66395.0,781290.0,644888.0,931317.0,43633.0,12857073703.0,65182.0,29834.0,5736.0,1996,Celpe1996,Pequena,0.07129151513394473
